N	3gram	Vygotskiy__5	Psycholo
1	в том что	11	17
2	для того чтобы	14	13
3	в самом деле	2	11
4	с точки зрения	9	10
5	заключается в том	5	10
6	не может быть	3	8
7	то же самое	4	6
8	в этом отношении	5	5
9	до сих пор	3	5
10	так же как	7	4
11	в сущности говоря	4	4
12	о том что	4	4
13	можно было бы	3	4
14	в то время	4	3
15	само по себе	2	3
16	том что он	2	3
17	по сравнению с	5	2
18	этой точки зрения	4	2
19	в свою очередь	3	2
20	и не может	2	2
21	же самое что	2	2
22	это значит что	4	2
23	мы видим что	2	2
24	состоит в том	3	2
25	том что в	2	2
26	таким образом в	2	2
27	подобно тому как	4	2
28	и то что	2	2
29	на этот вопрос	4	2
30	что он не	2	2
31	то время как	4	2
32	с другой стороны	2	2
