N	2gram	Voloshinov_1	VLabPisa
1	таким образом	9	27
2	в этом	9	26
3	и в	16	25
4	не только	7	22
5	во сне	2	21
6	может быть	17	21
7	хотя бы	4	20
8	и не	4	19
9	художественного творчества	4	18
10	не может	8	17
11	в его	4	15
12	прежде всего	9	13
13	в том	3	13
14	в частности	2	12
15	все это	4	12
16	как это	3	12
17	не могут	2	10
18	о том	2	10
19	к этому	2	9
20	что в	3	9
21	для него	6	9
22	и др	3	9
23	но и	4	9
24	то же	2	9
25	все эти	5	8
26	могут быть	3	8
27	из этих	2	7
28	как и	2	7
29	том что	3	7
30	было бы	2	7
31	в конечном	3	7
32	во всех	3	7
33	вместе с	3	7
34	у него	2	6
35	то что	3	6
36	в основном	3	6
37	в нем	4	6
38	так и	4	6
39	и его	8	6
40	их в	3	6
41	конечном счете	2	5
42	в пределах	2	5
43	и есть	3	5
44	как бы	5	5
45	один из	2	5
46	на основе	2	5
47	сказать что	7	5
48	только в	4	5
49	никогда не	2	4
50	в одном	3	4
51	что он	2	4
52	с его	7	4
53	можно сказать	4	4
54	в своей	2	4
55	в самом	2	4
56	образов и	2	4
57	в них	2	4
58	с ними	4	4
59	в этой	4	4
60	это делает	2	3
61	и к	6	3
62	во время	3	3
63	и ее	4	3
64	и как	3	3
65	и образы	2	3
66	момент в	2	3
67	мы знаем	3	3
68	но как	2	3
69	с этим	2	3
70	что не	2	3
71	нет и	2	3
72	его в	4	3
73	что и	2	3
74	жизни и	3	3
75	и их	4	3
76	ее в	2	3
77	всех других	2	3
78	сводится к	2	3
79	и по	2	3
80	так же	2	3
81	точки зрения	8	3
82	и художественного	3	3
83	не менее	2	2
84	никаких оснований	3	2
85	мира и	3	2
86	по крайней	3	2
87	в жизни	2	2
88	с нею	2	2
89	нет никаких	2	2
90	сновидения и	2	2
91	крайней мере	3	2
92	до сих	3	2
93	и потому	3	2
94	всех его	2	2
95	еще не	5	2
96	и может	4	2
97	в общем	3	2
98	и бессознательное	3	2
99	на язык	3	2
100	к ним	2	2
101	в науке	2	2
102	и даже	4	2
103	всяком случае	3	2
104	и этот	2	2
105	отнюдь не	4	2
106	только то	2	2
107	сих пор	3	2
108	даже не	3	2
109	во всей	2	2
110	а в	3	2
111	и через	2	2
112	что оно	2	2
113	при всей	2	2
114	что такое	5	2
115	между ними	3	2
116	и для	2	2
117	с другими	3	2
118	между собою	2	2
119	во всяком	3	2
120	знаем что	2	2
121	он не	2	2
122	они не	2	2
123	говорить о	2	2
124	ту же	2	2
125	что мы	2	2
126	в чем	5	2
127	в области	3	2
128	же как	2	2
129	но в	4	2
