N	2gram	Losev_Vlad_1	Problema
1	и не	17	28
2	то есть	3	27
3	не только	24	24
4	только в	9	23
5	в виде	3	22
6	вовсе не	5	21
7	в том	11	20
8	и в	31	20
9	ни в	2	17
10	все эти	3	16
11	то что	18	15
12	потому что	11	15
13	у нас	6	14
14	было бы	2	14
15	но и	19	14
16	точки зрения	2	14
17	не в	5	13
18	также и	10	13
19	даже и	9	13
20	в нашем	4	12
21	в себе	4	12
22	том что	14	12
23	не менее	2	10
24	тем не	2	10
25	отнюдь не	3	10
26	в качестве	6	10
27	так и	6	10
28	и его	7	10
29	едва ли	3	10
30	может быть	6	9
31	все это	5	9
32	и даже	15	9
33	в этом	14	9
34	что он	12	8
35	таким образом	3	8
36	в результате	2	8
37	во всяком	2	8
38	и все	4	8
39	но в	12	8
40	с другой	3	7
41	ясно что	2	7
42	еще не	2	7
43	такого рода	4	7
44	и потому	6	7
45	то же	6	7
46	сказать что	7	7
47	и с	14	7
48	здесь не	3	7
49	хотя бы	2	7
50	об этом	7	6
51	и от	5	6
52	так что	10	6
53	а также	5	6
54	для нас	4	6
55	как и	4	6
56	но это	3	6
57	по своему	3	6
58	при этом	2	6
59	другой стороны	3	6
60	в каком	2	6
61	и вообще	4	6
62	но не	3	5
63	хотя и	4	5
64	в нем	4	5
65	можно сказать	6	5
66	и можно	2	5
67	да и	4	5
68	и если	5	5
69	и о	2	5
70	жизни и	5	5
71	вместе с	3	5
72	как в	3	5
73	то и	2	5
74	не может	6	5
75	в них	2	5
76	так как	8	5
77	уже не	3	5
78	и очень	3	5
79	о том	11	5
80	и ни	2	5
81	уже в	7	4
82	с тем	2	4
83	но даже	2	4
84	в отношении	3	4
85	и для	2	4
86	что его	4	4
87	это и	2	4
88	в этой	4	4
89	тем самым	2	4
90	указывает на	2	4
91	кроме того	7	4
92	одной из	2	4
93	несмотря на	4	4
94	в своей	4	4
95	никак не	4	4
96	что она	2	4
97	всяком случае	2	4
98	тем более	2	4
99	и т	2	4
100	ни с	4	4
101	а в	9	4
102	жизнь и	3	4
103	как раз	7	4
104	в то	8	4
105	с ним	5	4
106	в связи	3	3
107	к тому	3	3
108	и весь	2	3
109	уже и	2	3
110	если не	3	3
111	он как	3	3
112	в жизни	3	3
113	этом смысле	4	3
114	и к	6	3
115	как мы	9	3
116	он был	14	3
117	для него	7	3
118	здесь мы	3	3
119	и как	4	3
120	в начале	3	3
121	в истории	4	3
122	учение о	2	3
123	глубоко и	2	3
124	совершенно не	2	3
125	конечно не	2	3
126	между прочим	11	3
127	в его	12	3
128	только к	3	3
129	но она	3	3
130	что и	5	3
131	что в	14	3
132	дело не	2	3
133	в своем	4	3
134	т д	2	3
135	не было	5	3
136	еще и	7	3
137	необходимо сказать	2	3
138	всякого рода	2	3
139	для того	2	3
140	что мы	2	3
141	к нему	4	3
142	тут же	7	3
143	и на	3	3
144	тем что	2	3
145	из них	2	3
146	к его	3	3
147	но как	5	3
148	мы должны	2	3
149	мы сейчас	7	3
150	а это	2	3
151	как это	7	3
152	из этого	2	3
153	мы хотели	3	2
154	в меру	2	2
155	для его	2	2
156	в частности	2	2
157	по этому	2	2
158	со своей	3	2
159	то он	6	2
160	в конце	9	2
161	не раз	4	2
162	на все	2	2
163	для себя	2	2
164	с его	11	2
165	нет и	2	2
166	ему в	2	2
167	тому же	2	2
168	что они	3	2
169	не очень	5	2
170	то время	2	2
171	тот же	3	2
172	говорит что	4	2
173	в это	2	2
174	кажется что	2	2
175	на его	3	2
176	в самом	2	2
177	за пределы	3	2
178	нам представляется	3	2
179	свидетельствует о	3	2
180	том чтобы	2	2
181	он не	10	2
182	к ней	4	2
183	в котором	6	2
184	все же	3	2
185	в петербурге	8	2
186	себя в	4	2
187	вся эта	3	2
188	не будем	2	2
189	был в	3	2
190	или менее	3	2
191	но только	3	2
192	а именно	2	2
193	только на	3	2
194	хотели бы	3	2
195	свидетельствуют о	3	2
196	и притом	3	2
197	там же	13	2
198	и что	6	2
199	того чтобы	2	2
200	и он	3	2
201	только что	2	2
202	и по	8	2
203	с ними	2	2
204	что к	3	2
205	то мы	3	2
206	у меня	2	2
207	это можно	3	2
208	и то	10	2
209	во всем	4	2
210	но этот	3	2
211	и это	2	2
212	дело в	4	2
213	к своему	3	2
214	и весьма	2	2
215	мы читаем	2	2
216	в чем	2	2
217	в которой	4	2
218	того же	6	2
219	более или	3	2
220	это было	6	2
