N	2gram	Losev_Vlad_2	Analitik
1	может быть	7	29
2	в том	18	27
3	не может	9	22
4	и не	18	21
5	в частности	2	19
6	и в	30	18
7	а не	7	17
8	но и	8	17
9	не только	12	15
10	не в	9	14
11	как и	5	13
12	в его	11	13
13	в этом	20	13
14	том что	12	12
15	при этом	5	12
16	в себе	6	11
17	то есть	7	11
18	но не	3	10
19	то же	4	9
20	а в	11	9
21	в то	9	9
22	не есть	4	8
23	в той	2	8
24	но в	8	8
25	к тому	2	7
26	том чтобы	2	7
27	это не	2	6
28	прежде всего	6	6
29	же время	3	6
30	в самом	2	6
31	в сущности	2	6
32	себя в	2	6
33	то что	20	6
34	в своей	5	6
35	в отличие	3	6
36	отличие от	3	6
37	точки зрения	7	6
38	только в	6	6
39	я и	2	6
40	и как	3	5
41	в этой	4	5
42	что в	12	5
43	такого рода	2	5
44	как бы	5	5
45	в целом	4	5
46	в их	2	5
47	и его	6	5
48	и на	4	5
49	о том	4	5
50	того что	5	4
51	по себе	5	4
52	ни в	7	4
53	того же	5	4
54	для того	2	4
55	в области	3	4
56	все же	9	4
57	вместе с	8	4
58	так и	5	4
59	собственно говоря	2	4
60	именно в	4	4
61	уже не	3	4
62	с точки	3	4
63	с ним	5	4
64	с его	4	3
65	и есть	2	3
66	однако в	2	3
67	хотя бы	3	3
68	и все	7	3
69	в нем	4	3
70	и к	6	3
71	что он	13	3
72	что не	2	3
73	он не	4	3
74	о нем	2	3
75	в котором	5	3
76	даже в	2	3
77	что и	3	3
78	ни с	2	3
79	а именно	6	3
80	таким образом	3	3
81	того чтобы	2	3
82	к нему	2	3
83	в таком	3	3
84	того и	2	3
85	я в	3	3
86	как будто	2	3
87	разного рода	4	3
88	будто бы	2	3
89	как он	2	3
90	а также	10	3
91	и то	5	2
92	на все	2	2
93	никогда не	7	2
94	однако здесь	2	2
95	все эти	5	2
96	его и	2	2
97	не столько	3	2
98	из этих	3	2
99	бытия и	2	2
100	тогда когда	2	2
101	вовсе не	4	2
102	можно сказать	4	2
103	в начале	4	2
104	то в	5	2
105	и потому	2	2
106	должно быть	3	2
107	и сам	2	2
108	отношение к	4	2
109	для него	9	2
110	было бы	9	2
111	несмотря на	4	2
112	себе в	2	2
113	на его	4	2
114	не могу	2	2
115	говоря о	3	2
116	и о	4	2
117	не о	2	2
118	еще в	2	2
119	ли он	2	2
120	не говоря	3	2
121	и до	2	2
122	данном случае	2	2
123	со стороны	4	2
124	что же	8	2
125	здесь не	4	2
126	с бытием	2	2
127	как к	2	2
128	на этом	2	2
129	отношения к	3	2
130	той же	4	2
131	в двух	2	2
132	едва ли	3	2
133	и по	2	2
134	как мы	11	2
135	также и	6	2
136	тем более	3	2
137	для себя	5	2
138	в данном	3	2
139	нет ничего	3	2
140	так как	5	2
141	потому что	9	2
142	в которой	4	2
143	и с	14	2
144	в новом	2	2
