N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	56
2	в его	5	18
3	таким образом	8	17
4	в этом	3	14
5	в том	11	13
6	так и	5	13
7	и его	8	12
8	он был	2	12
9	в то	10	12
10	до конца	2	11
11	в них	3	11
12	то же	6	11
13	же время	4	10
14	еще не	2	10
15	только в	3	9
16	в самом	2	9
17	но и	11	9
18	и не	8	9
19	том что	12	8
20	по своему	3	8
21	в сущности	2	8
22	не только	10	8
23	в нем	4	8
24	сих пор	2	8
25	все это	5	8
26	и даже	5	8
27	до сих	2	8
28	и с	3	8
29	в частности	3	7
30	у него	3	7
31	как мы	4	7
32	и на	3	7
33	прежде всего	5	6
34	вовсе не	2	6
35	в этой	7	6
36	потому что	5	6
37	на его	5	6
38	точки зрения	4	6
39	и все	3	6
40	но в	4	6
41	но не	2	5
42	в отношении	6	5
43	с ее	2	5
44	как и	9	5
45	он не	3	5
46	один из	5	5
47	это были	2	5
48	мы видели	2	5
49	что в	6	5
50	в результате	4	5
51	во время	5	5
52	такой же	2	5
53	в области	2	5
54	времени и	2	4
55	и ее	3	4
56	в себе	2	4
57	в качестве	4	4
58	за пределы	2	4
59	даже в	3	4
60	с одной	3	4
61	при этом	5	4
62	и других	7	4
63	в своих	2	4
64	ту же	2	4
65	о том	8	4
66	по своей	2	4
67	так как	4	4
68	одна из	2	4
69	в которой	6	4
70	казалось бы	3	3
71	в образе	3	3
72	главным образом	3	3
73	и здесь	2	3
74	его творчество	2	3
75	здесь в	3	3
76	в первой	2	3
77	может быть	9	3
78	не мог	3	3
79	и о	3	3
80	одной из	3	3
81	а также	4	3
82	что и	4	3
83	то что	2	3
84	в форме	2	3
85	в их	4	3
86	еще и	2	3
87	в году	3	3
88	здесь мы	3	3
89	не в	6	3
90	между тем	5	3
91	но он	2	3
92	в другом	4	3
93	к которому	3	3
94	в известном	2	2
95	в виде	3	2
96	ему и	2	2
97	с другой	5	2
98	уже в	5	2
99	и во	2	2
100	в других	2	2
101	в одном	8	2
102	к этому	4	2
103	что он	6	2
104	новое время	3	2
105	v в	13	2
106	точек зрения	2	2
107	ни было	2	2
108	и еще	3	2
109	ни в	6	2
110	мы найдем	2	2
111	и хотя	2	2
112	и как	3	2
113	но это	2	2
114	из всех	2	2
115	совсем не	2	2
116	то время	5	2
117	одной стороны	3	2
118	было бы	2	2
119	и сам	3	2
120	в действительности	2	2
121	из них	10	2
122	несмотря на	4	2
123	а в	6	2
124	мы встречаем	5	2
125	указывает что	2	2
126	хотя и	3	2
127	в котором	4	2
128	на две	2	2
129	комедии в	7	2
130	все же	3	2
131	действующих лиц	4	2
132	вместе с	2	2
133	или менее	2	2
134	другой стороны	5	2
135	так же	3	2
136	как раз	3	2
137	не может	2	2
138	того как	3	2
139	то ни	2	2
140	нового времени	5	2
141	образом в	2	2
142	из которых	2	2
143	к нему	2	2
144	все остальные	3	2
145	его в	3	2
146	бы то	2	2
147	мы не	3	2
148	что они	4	2
