N	2gram	Tiupa_Lite_3	Hudozhes
1	том что	8	16
2	и в	16	14
3	так и	9	13
4	а не	12	12
5	в том	12	12
6	не только	14	12
7	при этом	15	12
8	о том	6	12
9	прежде всего	3	11
10	в этом	14	11
11	в себе	6	11
12	для него	2	10
13	в своей	7	10
14	что он	5	9
15	как и	5	9
16	в качестве	5	9
17	то же	9	9
18	как в	5	8
19	то что	12	8
20	же время	7	8
21	отношению к	4	8
22	по отношению	4	8
23	между тем	3	8
24	в этой	8	8
25	в то	9	8
26	в его	6	8
27	быть может	2	7
28	это не	5	7
29	личности в	3	7
30	к тому	6	7
31	уже не	3	7
32	не в	10	7
33	еще не	6	7
34	своего рода	10	7
35	как бы	8	7
36	не может	8	7
37	именно в	5	7
38	а в	5	7
39	не случайно	3	7
40	тогда как	17	7
41	никогда не	4	6
42	художественного мышления	6	6
43	что в	2	6
44	было бы	2	6
45	в первой	2	6
46	жизни в	4	6
47	человека в	2	6
48	в глазах	3	6
49	не менее	2	5
50	с его	6	5
51	к жизни	2	5
52	в частности	11	5
53	к себе	8	5
54	может быть	12	5
55	только в	7	5
56	и а	3	5
57	но и	14	5
58	во второй	2	5
59	жизни и	3	5
60	самом деле	3	5
61	и его	6	5
62	потому что	3	5
63	точки зрения	7	5
64	но в	3	5
65	связи с	2	4
66	на то	2	4
67	можно сказать	2	4
68	и к	3	4
69	то в	3	4
70	несмотря на	2	4
71	в самом	3	4
72	один из	2	4
73	себя в	7	4
74	из них	4	4
75	как раз	2	4
76	уединенного сознания	14	4
77	того что	9	4
78	по своей	3	4
79	как будто	4	4
80	в конце	2	4
81	всего лишь	5	4
82	и с	2	4
83	но не	4	3
84	в творческом	2	3
85	но одновременно	2	3
86	если бы	2	3
87	отнюдь не	3	3
88	что у	2	3
89	в лице	2	3
90	первой половине	2	3
91	же в	2	3
92	себе самому	3	3
93	в мире	16	3
94	как мы	2	3
95	в ее	5	3
96	из рассказа	2	3
97	такого рода	10	3
98	о нем	2	3
99	еще в	3	3
100	даже в	4	3
101	для себя	2	3
102	в нем	2	3
103	все же	2	3
104	со стороны	7	3
105	в тексте	4	3
106	и для	4	3
107	этом отношении	5	3
108	о природе	2	3
109	лишь в	5	3
110	того чтобы	2	3
111	и даже	2	3
112	с точки	3	3
113	в своих	2	3
114	тем что	2	3
115	и на	2	3
116	его в	2	3
117	а также	4	3
118	едва ли	3	3
119	ни к	3	2
120	автора и	2	2
121	в рамках	4	2
122	все еще	3	2
123	себя и	2	2
124	так или	2	2
125	однако в	4	2
126	не означает	2	2
127	и потому	2	2
128	вопрос о	2	2
129	по себе	2	2
130	состоит в	6	2
131	своей жизни	2	2
132	в другом	6	2
133	в противовес	7	2
134	в целом	5	2
135	до конца	4	2
136	раз в	2	2
137	например в	3	2
138	на его	3	2
139	в начале	4	2
140	хотя и	4	2
141	не согласиться	2	2
142	и ты	4	2
143	только для	3	2
144	в е	8	2
145	но еще	2	2
146	внимание на	2	2
147	для своего	2	2
148	а и	2	2
149	не знает	2	2
150	и не	22	2
151	но с	2	2
152	от себя	2	2
153	что не	2	2
154	жизни как	2	2
155	должно быть	4	2
156	той же	3	2
157	или иначе	2	2
158	с ними	2	2
159	с этой	2	2
160	и об	2	2
161	с ее	3	2
162	эти слова	2	2
163	еще раз	2	2
164	что я	5	2
165	за ним	2	2
166	отказ от	2	2
167	здесь не	2	2
168	я и	10	2
