N	2gram	Bakhtin_Pr_5	StatiiOP
1	и в	35	25
2	в этом	14	24
3	в том	5	20
4	что в	6	19
5	что он	24	19
6	может быть	14	19
7	тем что	4	19
8	что это	4	16
9	том что	3	15
10	в его	21	12
11	то что	10	12
12	не только	10	12
13	в этих	2	11
14	так что	5	11
15	прежде всего	12	10
16	таким образом	7	10
17	и не	27	10
18	у него	4	9
19	но и	14	9
20	все это	14	8
21	о том	2	8
22	это было	2	8
23	это не	3	7
24	было бы	3	7
25	с этим	3	7
26	не может	18	7
27	точки зрения	7	7
28	из его	2	7
29	в то	11	7
30	в конце	5	6
31	не в	10	6
32	только в	6	6
33	как бы	31	6
34	как в	5	6
35	а в	7	6
36	и на	6	6
37	между тем	4	6
38	то же	15	5
39	он говорил	4	5
40	в них	4	5
41	потому что	8	5
42	с другой	4	5
43	ни в	2	5
44	в котором	3	5
45	и это	5	5
46	а не	4	5
47	того что	3	5
48	другой стороны	3	5
49	в речах	6	5
50	он не	13	5
51	так и	8	5
52	но в	19	5
53	с тем	3	4
54	всяком случае	4	4
55	в жизни	2	4
56	в каждом	6	4
57	этом смысле	3	4
58	это в	2	4
59	а как	2	4
60	как и	18	4
61	но это	6	4
62	в начале	3	4
63	то в	2	4
64	на протяжении	5	4
65	должна была	2	4
66	в общем	3	4
67	например в	2	4
68	и к	12	4
69	на его	4	4
70	в ней	2	4
71	к ней	2	4
72	в своей	4	4
73	в целом	3	4
74	отношение к	6	4
75	в речи	2	4
76	из этого	2	4
77	лишь в	7	4
78	с точки	2	4
79	в чем	4	4
80	к нему	13	4
81	и для	8	4
82	и с	12	4
83	время как	2	4
84	сказать что	3	4
85	во всяком	4	4
86	все же	8	4
87	в которой	2	4
88	ничего не	3	4
89	в эту	4	4
90	на вопрос	2	3
91	что все	2	3
92	уже в	3	3
93	с его	7	3
94	тому что	2	3
95	во время	5	3
96	того времени	2	3
97	же время	10	3
98	с которым	4	3
99	всех этих	2	3
100	с этой	2	3
101	для него	14	3
102	что я	13	3
103	и что	6	3
104	на этом	2	3
105	до конца	4	3
106	нет в	3	3
107	и наконец	7	3
108	обращается к	2	3
109	конце концов	3	3
110	все эти	3	3
111	своего рода	2	3
112	как раз	4	3
113	уже не	3	3
114	и его	14	3
115	в рассказе	2	3
116	связан с	2	3
117	в виде	7	3
118	но он	4	3
119	говорить о	3	3
120	в другом	12	3
121	так как	4	3
122	в творчестве	4	3
123	на тему	2	3
124	я и	2	3
125	это слово	4	3
126	а с	3	2
127	он хочет	4	2
128	все время	4	2
129	это место	2	2
130	не менее	2	2
131	для его	2	2
132	никогда не	4	2
133	себя и	8	2
134	для этого	2	2
135	и у	4	2
136	что у	6	2
137	несколько раз	2	2
138	и во	3	2
139	в одной	3	2
140	этих двух	2	2
141	вовсе не	7	2
142	в такой	4	2
143	его к	3	2
144	самого начала	8	2
145	или иной	4	2
146	к тому	6	2
147	звучат в	4	2
148	как мы	8	2
149	им в	2	2
150	не как	3	2
151	без всякого	2	2
152	что его	2	2
153	если и	2	2
154	такое же	2	2
155	но все	4	2
156	такой же	3	2
157	которых я	2	2
158	что они	6	2
159	так чтобы	4	2
160	но не	6	2
161	времени и	2	2
162	в последнем	2	2
163	еще не	7	2
164	одной из	2	2
165	к слову	2	2
166	в самом	6	2
167	в сущности	14	2
168	во всех	3	2
169	его отношение	4	2
170	в виду	3	2
171	нет и	4	2
172	как можно	2	2
173	вместе с	2	2
174	в форме	3	2
175	только что	3	2
176	в отношении	9	2
177	с ее	3	2
178	не просто	2	2
179	на нее	2	2
180	в произведениях	2	2
181	не мог	3	2
182	здесь есть	2	2
183	самом деле	10	2
184	с самого	8	2
185	что не	4	2
186	тему о	2	2
187	и по	2	2
188	той же	2	2
189	или в	2	2
190	в которых	2	2
191	слово в	2	2
192	ни на	2	2
193	он и	5	2
194	но как	4	2
195	этого слова	5	2
196	и ни	2	2
197	так сказать	2	2
198	с которыми	2	2
199	если я	2	2
200	в каждой	2	2
201	в плане	6	2
202	то есть	16	2
