N	2gram	Voloshinov_1	KulturaY
1	и в	38	23
2	точки зрения	10	23
3	в том	2	22
4	не только	27	17
5	было бы	7	16
6	в этом	10	16
7	с точки	5	16
8	в области	5	14
9	может быть	13	14
10	самом деле	4	14
11	в самом	4	13
12	для того	9	12
13	потому что	5	12
14	вопрос о	2	11
15	том что	3	11
16	а не	6	11
17	того что	4	11
18	в его	6	11
19	того чтобы	7	11
20	можно было	4	11
21	у нас	4	10
22	и не	14	10
23	прежде всего	21	9
24	еще не	3	9
25	хотя бы	18	9
26	таким образом	7	9
27	так как	7	9
28	если бы	4	8
29	лишь в	4	8
30	зависимости от	5	8
31	иными словами	2	8
32	сих пор	2	8
33	уже не	4	8
34	в виду	3	8
35	в нашем	5	7
36	или иной	4	7
37	если мы	4	7
38	слова и	5	7
39	в зависимости	5	7
40	те же	4	7
41	должно быть	2	7
42	сказать что	3	7
43	все эти	2	7
44	как это	5	7
45	с тем	8	6
46	языка в	2	6
47	что и	3	6
48	что он	2	6
49	тот же	2	6
50	при этом	9	6
51	и тем	6	6
52	так и	6	6
53	не может	12	6
54	то же	14	6
55	с помощью	6	6
56	о языке	2	6
57	связи с	3	6
58	только в	6	6
59	о том	4	6
60	ничего не	8	6
61	что же	8	5
62	независимо от	5	5
63	вовсе не	2	5
64	слов и	7	5
65	как и	10	5
66	не в	6	5
67	совершенно не	3	5
68	хотя и	3	5
69	как бы	28	5
70	все же	7	5
71	от того	3	5
72	в связи	2	5
73	как мы	9	5
74	а в	5	5
75	но это	2	5
76	также и	2	5
77	тем что	2	5
78	той или	3	5
79	слова в	5	4
80	же мы	5	4
81	были бы	4	4
82	тому что	5	4
83	ясно что	2	4
84	один из	4	4
85	этого слова	3	4
86	этом случае	3	4
87	для нас	3	4
88	только тогда	2	4
89	в целом	4	4
90	в своей	2	4
91	в ее	3	4
92	то что	8	4
93	как в	2	4
94	целый ряд	3	4
95	не было	2	4
96	в той	5	4
97	тем самым	7	4
98	что такое	4	4
99	в слове	3	4
100	между тем	3	4
101	которые в	2	4
102	уже в	5	3
103	речи но	2	3
104	что это	4	3
105	то мы	3	3
106	отнюдь не	10	3
107	иной смысл	2	3
108	вопроса о	4	3
109	это не	3	3
110	на самом	3	3
111	или иного	5	3
112	есть не	2	3
113	к тому	4	3
114	и к	4	3
115	в отношении	2	3
116	но как	2	3
117	мы видели	5	3
118	что именно	3	3
119	но не	2	3
120	очевидно что	2	3
121	в данной	3	3
122	в какой	2	3
123	но для	3	3
124	он не	2	3
125	отношение к	2	3
126	зрения на	2	3
127	в процессе	6	3
128	но и	13	3
129	на него	4	3
130	связь между	2	3
131	и содержание	2	3
132	тому же	2	3
133	а с	5	3
134	и вот	3	3
135	мы не	9	3
136	в ней	8	3
137	и пр	4	3
138	не так	3	3
139	и с	5	3
140	бы и	2	3
141	той же	5	3
142	в которых	2	3
143	этот вопрос	2	3
144	слово в	2	3
145	то он	3	3
146	в каком	2	3
147	в то	9	3
148	мы должны	10	3
149	того или	5	3
150	бы не	2	3
151	этих слов	3	3
152	говорить и	2	3
153	решительно ничего	2	3
154	когда мы	6	3
155	я и	2	3
156	немедленно же	2	2
157	так сказать	4	2
158	или иное	4	2
159	к нашей	2	2
160	все это	4	2
161	но все	4	2
162	в частности	3	2
163	смысле этого	2	2
164	точку зрения	3	2
165	в одном	3	2
166	как например	2	2
167	язык не	3	2
168	главным образом	3	2
169	в тех	3	2
170	можно сказать	4	2
171	как таковой	3	2
172	точек зрения	4	2
173	и здесь	3	2
174	и как	9	2
175	в дальнейшем	2	2
176	ответить на	2	2
177	и при	2	2
178	из всего	2	2
179	по своему	3	2
180	равно как	2	2
181	язык и	9	2
182	кроме того	2	2
183	случай когда	2	2
184	в качестве	4	2
185	конечно не	3	2
186	увидим что	2	2
187	слова как	2	2
188	в котором	3	2
189	однако в	2	2
190	его в	4	2
191	но мы	2	2
192	не с	3	2
193	слово это	2	2
194	вместе с	5	2
195	не говоря	2	2
196	и без	4	2
197	языка и	4	2
198	еще более	2	2
199	не просто	2	2
200	мы найдем	2	2
201	перейти к	2	2
202	к рассмотрению	2	2
203	тем же	3	2
204	то или	4	2
205	так же	4	2
206	с другими	2	2
207	не знает	3	2
208	ни на	3	2
209	эти слова	8	2
210	что мы	11	2
211	мы называем	4	2
212	что эти	2	2
213	еще и	2	2
214	в этих	2	2
215	здесь не	2	2
216	относится к	2	2
217	мы имеем	2	2
218	но в	5	2
