N	2gram	Tiupa_Anal_2	Myslijsy
1	то есть	9	30
2	и в	16	24
3	может быть	6	23
4	в сознании	4	23
5	то что	7	20
6	и не	12	19
7	а не	10	18
8	в том	12	18
9	что в	2	16
10	по себе	2	15
11	не только	16	15
12	того же	4	14
13	при этом	10	13
14	было бы	3	13
15	не в	4	13
16	но не	4	12
17	не может	4	12
18	то же	4	12
19	если бы	3	11
20	что и	3	11
21	вместе с	2	11
22	только в	4	11
23	таким образом	2	11
24	для него	4	10
25	в себе	7	10
26	так что	3	10
27	как в	4	10
28	тогда как	19	10
29	вовсе не	2	9
30	как бы	10	9
31	но и	12	9
32	а в	3	8
33	том что	12	8
34	и на	6	8
35	в этом	18	8
36	могут быть	10	8
37	прежде всего	3	7
38	во всех	4	7
39	как и	14	7
40	того что	2	7
41	тем что	3	7
42	в состоянии	2	6
43	с другой	6	6
44	в одном	2	6
45	не есть	2	6
46	по поводу	3	6
47	тем не	3	6
48	не имеет	2	6
49	между тем	2	6
50	между двумя	4	6
51	в то	2	6
52	этого слова	3	6
53	не менее	4	5
54	столь же	4	5
55	по крайней	3	5
56	с ним	2	5
57	крайней мере	3	5
58	на то	2	5
59	о том	7	5
60	и их	2	5
61	так и	15	5
62	и наоборот	2	5
63	из них	3	5
64	место в	3	4
65	никогда не	3	4
66	уже не	4	4
67	еще не	2	4
68	и если	3	4
69	в самом	6	4
70	в котором	2	4
71	с одной	5	4
72	тем самым	4	4
73	в таком	2	4
74	тому как	3	4
75	подобно тому	3	4
76	себе не	2	4
77	но в	6	4
78	стало быть	2	4
79	так например	2	3
80	и все	3	3
81	хотя и	4	3
82	что на	3	3
83	них не	2	3
84	все что	2	3
85	одной стороны	4	3
86	вслед за	2	3
87	и во	2	3
88	его в	2	3
89	и тем	4	3
90	не с	4	3
91	в целом	8	3
92	на него	2	3
93	со стороны	3	3
94	что она	2	3
95	в словах	3	3
96	языка и	2	3
97	в нас	2	3
98	те же	2	3
99	не так	4	3
100	и для	2	3
101	той же	2	3
102	с ними	3	3
103	и то	3	3
104	одно из	2	3
105	в этих	2	3
106	в эту	3	3
107	таком случае	2	2
108	этом смысле	2	2
109	а то	2	2
110	в нашем	3	2
111	и его	4	2
112	превращается в	2	2
113	не столько	3	2
114	что все	2	2
115	состоит в	8	2
116	к этому	2	2
117	бы в	3	2
118	за собою	2	2
119	за пределы	4	2
120	есть в	3	2
121	так же	2	2
122	у него	4	2
123	же время	2	2
124	что с	2	2
125	в действительности	3	2
126	в общем	2	2
127	имеет место	4	2
128	в его	2	2
129	для нее	2	2
130	один из	2	2
131	на две	3	2
132	ни с	2	2
133	все это	4	2
134	во времени	2	2
135	другой стороны	2	2
136	внимание на	2	2
137	вообще и	2	2
138	в себя	4	2
139	отношения к	2	2
140	как это	6	2
141	или в	3	2
142	по отношению	4	2
143	сказать что	2	2
144	на этом	4	2
145	это было	2	2
