N	2gram	Propp_Isto_6	Formalny
1	т е	22	32
2	и не	10	30
3	вовсе не	2	28
4	и в	26	27
5	может быть	11	25
6	не может	6	24
7	так и	5	21
8	и его	7	19
9	таким образом	12	18
10	в этом	12	18
11	а не	2	17
12	в нем	8	15
13	то же	5	15
14	как и	5	14
15	не в	3	12
16	если бы	3	12
17	и от	3	11
18	и т	10	11
19	но и	9	10
20	так как	18	9
21	не только	10	9
22	так же	2	9
23	что в	12	8
24	ни в	2	8
25	при этом	3	8
26	как бы	4	8
27	то что	6	8
28	как мы	4	8
29	только в	5	8
30	в том	12	7
31	потому что	13	7
32	в то	5	7
33	его в	5	7
34	с тем	4	7
35	в его	5	7
36	там где	5	7
37	все время	2	6
38	с другой	10	6
39	всяком случае	2	6
40	т д	8	6
41	все эти	8	6
42	здесь и	2	6
43	в своих	3	6
44	но в	7	6
45	что он	9	6
46	еще не	9	6
47	было бы	2	6
48	все же	8	6
49	в своей	3	6
50	в данном	3	6
51	во всяком	2	6
52	и ее	3	6
53	вместе с	8	6
54	независимо от	3	5
55	никогда не	13	5
56	зависимости от	2	5
57	что они	2	5
58	другой стороны	8	5
59	в одной	2	5
60	в ней	5	5
61	и формы	2	5
62	говорит он	2	5
63	но не	2	5
64	что же	2	5
65	сводится к	2	5
66	тем что	5	5
67	прежде всего	4	4
68	к тому	2	4
69	мы знаем	2	4
70	он был	2	4
71	и как	2	4
72	мы видели	11	4
73	жизни и	2	4
74	данном случае	3	4
75	со стороны	3	4
76	они не	3	4
77	и те	2	4
78	о том	7	4
79	как это	5	4
80	мы можем	7	4
81	не есть	2	4
82	том что	10	4
83	она не	3	4
84	как в	6	4
85	мы не	6	4
86	могут быть	3	4
87	из этого	3	4
88	же как	3	3
89	что это	2	3
90	в этих	2	3
91	это не	4	3
92	можно сказать	2	3
93	для нас	2	3
94	должна быть	3	3
95	того что	2	3
96	в него	3	3
97	и тем	4	3
98	только то	2	3
99	по отношению	2	3
100	и что	5	3
101	в которых	2	3
102	и на	12	3
103	их в	3	3
104	сказать что	3	3
105	и с	6	3
106	он и	2	3
107	в них	3	3
108	у нас	5	3
109	того же	2	3
110	мы уже	6	3
111	еще в	3	3
112	отношению к	2	3
113	ее в	6	3
114	уже не	7	3
115	героя в	2	3
116	и эта	3	3
117	то он	2	3
118	в себе	3	3
119	или иное	3	2
120	но так	3	2
121	вообще не	3	2
122	главным образом	3	2
123	но это	4	2
124	такой же	3	2
125	в этой	2	2
126	в последнем	2	2
127	где нет	2	2
128	но для	2	2
129	и др	2	2
130	нам кажется	2	2
131	от того	3	2
132	что она	3	2
133	отличается от	2	2
134	в своем	2	2
135	это делают	2	2
136	и только	3	2
137	у них	4	2
138	эта связь	6	2
139	он становится	2	2
140	именно на	2	2
141	этим самым	2	2
142	увидим что	2	2
143	может иметь	2	2
144	одну из	4	2
145	знаем что	2	2
146	уже знаем	2	2
147	из этих	4	2
148	как он	6	2
149	и действительно	3	2
150	том как	3	2
151	с его	4	2
152	видели что	3	2
153	однако в	2	2
154	превращается в	7	2
155	но при	2	2
156	к этому	3	2
157	стороны и	2	2
158	является и	3	2
159	одна из	2	2
160	от него	3	2
161	связано с	4	2
162	мы должны	2	2
163	кажется что	2	2
164	таким же	3	2
165	даже в	2	2
166	не могло	2	2
167	что и	4	2
168	так в	6	2
169	совсем другое	2	2
170	на земле	4	2
171	человека в	2	2
172	то или	2	2
173	что этот	2	2
174	если они	3	2
175	от этого	3	2
176	быть только	2	2
177	ту же	2	2
178	связаны с	5	2
179	и это	8	2
180	здесь не	2	2
181	ничего не	2	2
182	в эту	2	2
