N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	38	25
2	в этом	15	24
3	в том	8	20
4	что в	7	19
5	что он	2	19
6	может быть	26	19
7	тем что	2	19
8	что это	2	16
9	том что	3	15
10	и пр	2	13
11	в его	43	12
12	то что	8	12
13	не только	9	12
14	в этих	2	11
15	прежде всего	13	10
16	таким образом	10	10
17	и не	42	10
18	но и	9	9
19	и т	14	8
20	все это	3	8
21	в своих	2	8
22	о том	4	8
23	это не	5	7
24	было бы	8	7
25	не может	27	7
26	точки зрения	8	7
27	в то	4	7
28	место в	8	6
29	не в	7	6
30	только в	13	6
31	как бы	22	6
32	как в	4	6
33	а в	6	6
34	и на	3	6
35	т п	13	6
36	в россии	2	6
37	в области	11	6
38	между тем	7	6
39	то же	5	5
40	независимо от	13	5
41	в них	5	5
42	с другой	7	5
43	на то	2	5
44	ни в	11	5
45	в котором	2	5
46	на почве	3	5
47	и это	3	5
48	а не	5	5
49	того что	2	5
50	другой стороны	4	5
51	он не	3	5
52	отметить что	7	5
53	так и	5	5
54	мы имеем	2	5
55	но в	4	5
56	этом отношении	2	4
57	и др	8	4
58	точка зрения	3	4
59	в каждом	2	4
60	этом смысле	3	4
61	была бы	2	4
62	а как	3	4
63	у нас	2	4
64	как и	7	4
65	но это	3	4
66	в начале	2	4
67	можно сказать	2	4
68	если бы	3	4
69	например в	3	4
70	и к	3	4
71	в ней	4	4
72	относится к	4	4
73	и тем	3	4
74	в своей	7	4
75	в целом	3	4
76	отношение к	10	4
77	связь с	3	4
78	отличается от	2	4
79	в особенности	2	4
80	не было	2	4
81	лишь в	2	4
82	из которых	2	4
83	с точки	6	4
84	в чем	2	4
85	к нему	10	4
86	и для	11	4
87	и с	17	4
88	сказать что	4	4
89	все же	6	4
90	ничего не	6	4
91	что все	2	3
92	с его	2	3
93	и более	2	3
94	находит свое	2	3
95	все они	5	3
96	в какой	2	3
97	к этому	2	3
98	же время	3	3
99	и здесь	2	3
100	его как	3	3
101	и что	2	3
102	на этом	2	3
103	кроме того	3	3
104	одной стороны	3	3
105	несмотря на	3	3
106	о которых	2	3
107	и наконец	6	3
108	все эти	5	3
109	не является	3	3
110	в некоторых	2	3
111	в их	10	3
112	в связи	2	3
113	и его	16	3
114	в виде	2	3
115	говорить о	3	3
116	в другом	2	3
117	связи с	2	3
118	к которому	4	3
119	не менее	4	2
120	именно поэтому	2	2
121	никогда не	5	2
122	себя и	3	2
123	он может	2	2
124	и у	2	2
125	но они	4	2
126	и во	2	2
127	в поэзии	9	2
128	вовсе не	2	2
129	и ее	2	2
130	или иной	2	2
131	от них	2	2
132	как мы	7	2
133	но не	12	2
134	в свою	2	2
135	еще не	7	2
136	одной из	3	2
137	в самом	7	2
138	во всех	11	2
139	одна из	2	2
140	в виду	4	2
141	нет и	3	2
142	должен быть	2	2
143	здесь нет	2	2
144	тем не	3	2
145	является как	2	2
146	в форме	4	2
147	не на	5	2
148	и только	4	2
149	с одной	3	2
150	к материалу	11	2
151	и других	2	2
152	этой области	2	2
153	самом деле	6	2
154	произведения и	2	2
155	для того	2	2
156	что не	4	2
157	его не	2	2
158	на основе	6	2
159	или в	2	2
160	слово в	2	2
161	тем как	5	2
162	могут быть	5	2
163	но как	2	2
164	что эта	2	2
165	не имеет	9	2
166	и которые	2	2
167	в плане	7	2
168	то есть	46	2
169	цели и	2	2
170	произведения как	8	2
