N	2gram	Tiupa_Lite_2	Myshleni
1	и в	19	25
2	в том	10	23
3	том что	7	20
4	что в	4	17
5	в основе	2	16
6	с тем	2	16
7	как и	10	15
8	то что	7	15
9	в его	4	15
10	в этом	9	14
11	вместе с	5	14
12	может быть	17	13
13	в целом	2	13
14	так как	3	12
15	в качестве	5	12
16	как бы	2	10
17	и не	11	10
18	и что	2	10
19	того что	5	10
20	было бы	2	10
21	что и	2	10
22	мы не	4	9
23	не является	2	8
24	тем что	4	8
25	уже в	2	7
26	столь же	5	7
27	как это	2	7
28	для того	2	7
29	в области	4	7
30	не менее	6	6
31	с другой	8	6
32	как уже	2	6
33	не в	4	6
34	же как	2	6
35	один из	4	6
36	не может	9	6
37	и на	6	6
38	потому что	2	6
39	что он	3	6
40	представляет собой	2	6
41	но не	5	6
42	того же	4	6
43	не только	8	6
44	все же	2	6
45	точки зрения	4	6
46	слова и	7	6
47	так и	7	5
48	тем не	2	5
49	и как	3	5
50	но это	3	5
51	для него	4	5
52	одной стороны	6	5
53	при этом	6	5
54	одним из	3	5
55	с одной	7	5
56	с ее	2	5
57	и к	2	5
58	о том	2	5
59	из которых	2	5
60	могут быть	2	5
61	в этой	3	5
62	и т.д	7	5
63	в частности	4	4
64	никогда не	3	4
65	в какой	2	4
66	прежде всего	4	4
67	отнюдь не	4	4
68	из них	2	4
69	но и	10	4
70	не столько	3	4
71	то и	3	4
72	не станем	2	4
73	друг друга	2	4
74	а в	3	4
75	в то	9	4
76	с ним	2	4
77	еще не	2	4
78	он не	5	4
79	тем же	3	4
80	той же	2	4
81	могло бы	2	4
82	с этой	2	3
83	в себя	3	3
84	на этом	2	3
85	и сам	2	3
86	в него	2	3
87	если в	2	3
88	другой стороны	4	3
89	по отношению	4	3
90	но только	2	3
91	путь к	2	3
92	этом отношении	3	3
93	в результате	2	3
94	перед ним	2	3
95	как он	2	3
96	в жизни	2	3
97	состоит в	9	3
98	но как	2	3
99	то в	2	3
100	то же	12	2
101	и одновременно	2	2
102	для нас	2	2
103	ни было	2	2
104	так что	4	2
105	такого рода	9	2
106	в роли	2	2
107	в сфере	4	2
108	в нем	3	2
109	могут служить	2	2
110	для этого	2	2
111	и только	2	2
112	и других	4	2
113	как на	3	2
114	на себя	2	2
115	каждый из	4	2
116	в своих	2	2
117	в начале	3	2
118	к жизни	2	2
119	однако в	6	2
120	в них	2	2
121	в одном	2	2
122	все еще	2	2
123	же в	2	2
124	одна из	5	2
125	все что	2	2
126	но тем	4	2
127	тот же	2	2
128	а также	2	2
129	еще в	4	2
130	отношению к	3	2
131	в мире	9	2
132	другого в	3	2
133	из того	2	2
134	уже не	2	2
135	тем самым	3	2
136	едва ли	4	2
137	и для	3	2
138	речь в	2	2
139	и его	3	2
140	тому как	2	2
141	и то	3	2
142	в себе	6	2
