N	2gram	Voloshinov_1	FransuaR
1	и в	15	49
2	прежде всего	11	19
3	в его	9	18
4	не только	5	17
5	и его	15	17
6	и на	3	17
7	и не	16	15
8	в этом	13	15
9	только в	6	13
10	но и	4	13
11	в эпоху	3	13
12	во время	5	12
13	как и	6	11
14	как бы	11	11
15	и т.п	2	11
16	вовсе не	2	10
17	в этой	5	10
18	все это	5	9
19	для него	5	9
20	и др	8	9
21	в нем	4	9
22	отношение к	7	8
23	все же	5	7
24	один из	4	7
25	жизни и	5	7
26	не может	13	7
27	таким образом	21	7
28	то же	7	7
29	все эти	9	7
30	как мы	10	7
31	на протяжении	5	7
32	именно в	3	6
33	то что	10	6
34	в истории	3	6
35	в себя	5	6
36	же время	5	6
37	мы уже	5	6
38	во всех	8	6
39	так и	10	6
40	рядом с	2	6
41	с их	3	6
42	сказать что	6	6
43	и с	7	6
44	точки зрения	13	6
45	в то	6	6
46	так как	9	6
47	с его	8	5
48	никогда не	7	5
49	в своем	2	5
50	из этих	4	5
51	выражение в	2	5
52	но не	5	5
53	при этом	7	5
54	тот же	5	5
55	может быть	13	5
56	в основном	2	5
57	и потому	8	5
58	в своей	9	5
59	с точки	10	5
60	роль в	6	5
61	и смерти	2	5
62	в эту	2	5
63	в жизни	5	4
64	и к	7	4
65	в себе	4	4
66	том что	5	4
67	но все	2	4
68	одна из	3	4
69	и о	3	4
70	в своих	4	4
71	в этих	2	4
72	значение в	3	4
73	и до	3	4
74	сих пор	3	4
75	этот процесс	4	4
76	до сих	3	4
77	отношения к	2	4
78	не было	4	4
79	а в	6	4
80	как на	3	4
81	в области	3	4
82	характер и	2	4
83	с ним	12	4
84	но в	9	4
85	всех этих	5	3
86	в течение	2	3
87	жизни в	3	3
88	другими словами	3	3
89	в одном	3	3
90	человека и	6	3
91	на все	2	3
92	в собственном	2	3
93	что он	8	3
94	в ее	4	3
95	в г	3	3
96	в том	4	3
97	связанных с	4	3
98	было бы	6	3
99	в самом	6	3
100	и со	2	3
101	с ее	3	3
102	мы видели	5	3
103	к этим	2	3
104	ни в	6	3
105	но эти	2	3
106	связь с	4	3
107	этом отношении	2	3
108	и все	4	3
109	и вот	6	3
110	к нему	7	3
111	их в	2	3
112	далеко не	4	3
113	учение о	2	2
114	сознания и	5	2
115	что в	6	2
116	для них	3	2
117	могут быть	6	2
118	за пределы	2	2
119	в нашем	3	2
120	в качестве	2	2
121	думать что	2	2
122	точку зрения	4	2
123	сознание человека	3	2
124	и образы	3	2
125	в условиях	3	2
126	можно сказать	4	2
127	в отношении	2	2
128	он был	3	2
129	связанное с	2	2
130	половой жизни	3	2
131	в дальнейшем	2	2
132	но это	2	2
133	все что	9	2
134	только то	3	2
135	связанные с	2	2
136	ничего не	2	2
137	до конца	5	2
138	еще не	7	2
139	и другие	2	2
140	со всеми	3	2
141	по поводу	2	2
142	совершенно не	2	2
143	одним из	3	2
144	у него	3	2
145	в ней	5	2
146	к ней	2	2
147	в него	2	2
148	из наиболее	3	2
149	на этой	2	2
150	и за	2	2
151	вместе с	4	2
152	ее в	2	2
153	продолжает жить	2	2
154	страх перед	2	2
155	на самом	2	2
156	ко всему	2	2
157	того чтобы	2	2
158	и даже	2	2
159	дает нам	2	2
160	и прежде	5	2
161	во всяком	4	2
162	нуждается в	2	2
163	наших дней	2	2
164	мы должны	7	2
165	и становится	2	2
166	же с	2	2
167	всяком случае	3	2
168	мы можем	12	2
