N	2gram	Vygotskiy__3	Mirosoze
1	и в	25	46
2	в нем	2	22
3	может быть	13	21
4	в этом	14	20
5	никогда не	4	18
6	для него	5	18
7	и не	10	18
8	не только	6	18
9	но и	4	15
10	не может	6	15
11	как и	15	13
12	не есть	3	13
13	прежде всего	4	12
14	друг друга	4	12
15	потому что	6	12
16	он не	4	10
17	в себе	2	10
18	не в	6	9
19	но это	5	8
20	как бы	10	8
21	в своем	4	8
22	так как	12	8
23	человека и	5	7
24	в мире	2	7
25	в этой	5	7
26	что он	6	7
27	и к	5	7
28	и потому	2	7
29	как в	9	7
30	и для	2	7
31	что это	5	6
32	так же	17	6
33	того что	10	6
34	и здесь	2	6
35	то же	2	5
36	в отношении	6	5
37	в самом	3	5
38	один из	6	5
39	что она	5	5
40	и все	4	5
41	во всем	3	5
42	к тому	4	5
43	то что	15	5
44	в своей	2	5
45	для того	7	5
46	и его	2	5
47	в его	15	5
48	и это	4	5
49	что в	17	4
50	тому что	2	4
51	для этого	2	4
52	все что	2	4
53	с его	2	4
54	в жизни	3	4
55	в свою	3	4
56	том что	20	4
57	перед ним	3	4
58	что и	10	4
59	так и	5	4
60	уже не	2	4
61	того чтобы	8	4
62	на деле	3	4
63	же как	6	3
64	можно ли	2	3
65	и от	2	3
66	ни в	9	3
67	в том	23	3
68	высшей степени	6	3
69	что они	10	3
70	смысле слова	2	3
71	не стоит	2	3
72	не мог	4	3
73	в своих	2	3
74	и на	6	3
75	сказать что	4	3
76	по своей	7	3
77	о том	5	3
78	его в	3	3
79	в высшей	6	3
80	как он	3	3
81	с ним	4	3
82	к которому	3	3
83	если бы	5	3
84	в них	2	3
85	к другому	2	3
86	и во	2	3
87	есть и	2	3
88	не будет	2	3
89	от того	4	3
90	того как	3	3
91	той же	4	3
92	тем что	8	3
93	только в	10	3
94	в чем	2	3
95	место в	2	2
96	уже в	7	2
97	но на	3	2
98	они стали	2	2
99	в этих	2	2
100	или иной	3	2
101	все время	2	2
102	так что	2	2
103	на его	2	2
104	такого рода	2	2
105	и той	2	2
106	хотя и	2	2
107	в сфере	2	2
108	этот процесс	3	2
109	по отношению	3	2
110	и других	2	2
111	должно быть	2	2
112	а в	4	2
113	в основе	16	2
114	точки зрения	6	2
115	приходит к	6	2
116	бы в	2	2
117	между тем	3	2
118	на этом	3	2
119	были бы	3	2
120	тогда когда	4	2
121	по себе	7	2
122	мы видим	3	2
123	то в	3	2
124	связи с	9	2
125	и что	10	2
126	тот же	2	2
127	мы увидим	4	2
128	противоречии с	2	2
129	еще в	2	2
130	оно не	2	2
131	отношению к	2	2
132	вместе с	14	2
133	другого в	2	2
134	одной и	2	2
135	и эта	2	2
136	можно было	6	2
137	тому как	2	2
138	от этого	6	2
139	которые в	3	2
140	направленной на	2	2
