N	2gram	Bakhtin_Pr_5	Freidism
1	таким образом	7	24
2	и не	27	23
3	не может	18	20
4	точки зрения	7	19
5	прежде всего	12	18
6	в этом	14	15
7	в его	21	15
8	в душе	2	13
9	мы можем	2	13
10	может быть	14	13
11	и его	14	12
12	как и	18	11
13	как бы	31	11
14	то что	10	11
15	все эти	3	11
16	с точки	2	11
17	так и	8	10
18	как мы	8	10
19	самом деле	10	10
20	его в	4	10
21	с ним	7	10
22	но в	19	10
23	с его	7	9
24	и в	35	9
25	во всех	3	9
26	по отношению	6	9
27	что он	24	8
28	отношению к	7	8
29	еще не	7	8
30	в своей	4	8
31	он не	13	8
32	не только	10	8
33	все это	14	8
34	то же	15	8
35	только в	6	8
36	и все	15	8
37	так как	4	8
38	мы знаем	2	7
39	ни в	2	7
40	тот же	4	7
41	к нему	13	7
42	во всяком	4	7
43	мы видели	2	7
44	отношение к	6	7
45	в самом	6	7
46	что же	7	7
47	те же	2	7
48	и наконец	7	7
49	сказать что	3	7
50	мы уже	8	7
51	всяком случае	4	7
52	никогда не	4	6
53	вовсе не	7	6
54	для него	14	6
55	за пределы	3	6
56	того что	3	6
57	в ней	2	6
58	так сказать	2	6
59	хотя бы	2	6
60	и с	12	6
61	на протяжении	5	6
62	и к	12	5
63	он сам	6	5
64	не в	10	5
65	в чем	4	5
66	для этого	2	5
67	в то	11	5
68	в большинстве	2	5
69	что в	6	5
70	но и	14	5
71	и прежде	4	5
72	на самом	9	5
73	а в	7	5
74	и на	6	5
75	с этим	3	5
76	мы должны	3	5
77	большинстве случаев	2	5
78	я и	2	5
79	не менее	2	4
80	но не	6	4
81	я не	8	4
82	в котором	3	4
83	сознания и	4	4
84	в этих	2	4
85	то ни	3	4
86	в пределах	11	4
87	в жизни	2	4
88	с другими	2	4
89	к тому	6	4
90	сводится к	3	4
91	всех этих	2	4
92	же время	10	4
93	на этом	2	4
94	в последнем	2	4
95	при этом	2	4
96	конечно не	2	4
97	как раз	4	4
98	в нем	16	4
99	все же	8	4
100	уже не	3	4
101	с самого	8	4
102	и для	8	4
103	совсем не	3	4
104	в которой	2	4
105	той же	2	4
106	с ними	5	4
107	характер и	2	4
108	потому что	8	4
109	во время	5	4
110	себя и	8	4
111	говорить о	3	4
112	самого начала	8	3
113	тому что	2	3
114	в них	4	3
115	и от	3	3
116	о себе	17	3
117	к себе	18	3
118	что все	2	3
119	конечно в	2	3
120	в себе	5	3
121	это как	3	3
122	войти в	2	3
123	и как	2	3
124	но это	6	3
125	по своему	4	3
126	со всеми	3	3
127	было бы	3	3
128	в общем	3	3
129	бы он	2	3
130	ни на	2	3
131	внутренняя речь	3	3
132	с ее	3	3
133	себя в	2	3
134	бы то	3	3
135	когда он	3	3
136	на него	5	3
137	вместе с	2	3
138	этот процесс	2	3
139	смерти отца	2	3
140	приводит к	2	3
141	тому чтобы	2	3
142	всем этим	2	3
143	не знает	6	3
144	как в	5	3
145	и вот	4	3
146	и что	6	3
147	и т.п	6	3
148	на этот	2	3
149	можем сказать	2	3
150	и по	2	3
151	между двумя	2	3
152	он дает	2	3
153	такой же	3	3
154	у него	4	3
155	но ведь	2	3
156	слова и	11	3
157	человека с	3	3
158	в силах	2	2
159	этих двух	2	2
160	в отношении	9	2
161	уже в	3	2
162	этого не	3	2
163	его целом	2	2
164	но все	4	2
165	что это	4	2
166	это уже	2	2
167	и об	2	2
168	быть и	2	2
169	его и	3	2
170	и ни	2	2
171	для себя	7	2
172	с другой	4	2
173	с которыми	2	2
174	это не	3	2
175	в конце	5	2
176	в такой	4	2
177	в ее	3	2
178	до конца	4	2
179	да и	5	2
180	желание смерти	2	2
181	ни было	3	2
182	это и	3	2
183	том что	3	2
184	высшей степени	3	2
185	мы остановимся	3	2
186	всего этого	3	2
187	в глаза	5	2
188	а не	4	2
189	всю жизнь	2	2
190	что с	2	2
191	из них	3	2
192	которой он	3	2
193	мы говорили	2	2
194	на всю	2	2
195	вполне понятно	2	2
196	к другим	2	2
197	его отношение	4	2
198	но для	2	2
199	в ослабленной	2	2
200	конце концов	3	2
201	о нем	2	2
202	в него	3	2
203	в своем	2	2
204	себе и	7	2
205	в этот	2	2
206	во внутреннем	4	2
207	и мысли	3	2
208	только на	4	2
209	а с	3	2
210	что оно	2	2
211	человека как	2	2
212	внутренней речи	5	2
213	в отличие	2	2
214	чтобы не	2	2
215	ничего что	2	2
216	и у	4	2
217	другого человека	3	2
218	в высшей	3	2
219	и даже	5	2
220	так же	7	2
221	рядом с	4	2
222	отличие от	2	2
223	на которой	2	2
224	и то	5	2
225	здесь в	2	2
226	их в	2	2
227	нуждается в	3	2
228	сознание и	2	2
229	что и	3	2
230	теми же	2	2
231	но как	4	2
232	в другом	12	2
233	и вообще	2	2
234	в первом	2	2
235	и самое	2	2
236	только с	3	2
237	ослабленной форме	2	2
238	в эту	4	2
239	в виду	3	2
240	это было	2	2
