N	2gram	Bakhtin_Pr_1	DiskursI
1	не только	9	28
2	в том	8	23
3	а не	5	22
4	то есть	46	20
5	том что	3	19
6	может быть	26	17
7	и в	38	16
8	как и	7	16
9	в этом	15	15
10	еще не	7	14
11	но и	9	14
12	при этом	5	13
13	прежде всего	13	11
14	но не	12	11
15	и не	42	11
16	с другой	7	10
17	как в	4	10
18	далеко не	5	10
19	в частности	2	9
20	в нем	15	9
21	отношению к	19	9
22	одной стороны	3	9
23	по отношению	21	9
24	не может	27	9
25	с одной	3	9
26	отнюдь не	19	8
27	так и	5	8
28	о том	4	8
29	но в	4	8
30	в основе	5	7
31	в его	43	7
32	то же	5	7
33	не было	2	7
34	в себе	4	7
35	только в	13	7
36	не в	7	7
37	в своем	5	6
38	и как	8	6
39	ни к	2	6
40	или иной	2	5
41	можно сказать	2	5
42	как бы	22	5
43	в котором	2	5
44	в своей	7	5
45	то что	8	5
46	во всех	11	5
47	в отличие	5	5
48	а в	6	5
49	в себя	2	5
50	в их	10	5
51	отличие от	5	5
52	и на	3	5
53	в данном	4	5
54	с его	2	4
55	что в	7	4
56	не является	3	4
57	в них	5	4
58	и к	3	4
59	что он	2	4
60	в истории	2	4
61	в целом	3	4
62	же время	3	4
63	одной из	3	4
64	связи с	2	4
65	и о	5	4
66	отношение к	10	4
67	в особенности	2	4
68	лишь в	2	4
69	что не	4	4
70	между тем	7	4
71	могут быть	5	4
72	столь же	2	3
73	это не	5	3
74	вследствие этого	3	3
75	что и	2	3
76	в ее	4	3
77	эстетической деятельности	2	3
78	в свою	2	3
79	в самом	7	3
80	имеет место	5	3
81	той или	2	3
82	себе не	2	3
83	не с	4	3
84	хотя бы	4	3
85	все же	6	3
86	к содержанию	17	3
87	эстетическая деятельность	2	3
88	в строгом	2	3
89	таким образом	10	3
90	того что	2	3
91	должны быть	4	3
92	другой стороны	4	3
93	и даже	3	3
94	в своих	2	3
95	сказать что	4	3
96	тем что	2	3
97	точки зрения	8	3
98	в то	4	3
99	также и	3	3
100	в произведении	4	3
101	и потому	4	3
102	слова в	7	2
103	в едином	2	2
104	но они	4	2
105	известной степени	4	2
106	конститутивный момент	7	2
107	не менее	4	2
108	и есть	2	2
109	никогда не	5	2
110	о котором	2	2
111	в какой	2	2
112	к себе	2	2
113	и во	2	2
114	и все	3	2
115	за его	3	2
116	сказать и	3	2
117	на ее	3	2
118	в каждом	2	2
119	к этому	2	2
120	имеем дело	3	2
121	не всегда	6	2
122	для понимания	2	2
123	не более	2	2
124	в тех	3	2
125	к его	2	2
126	но зато	2	2
127	его как	3	2
128	как его	3	2
129	но отнюдь	7	2
130	основе своей	3	2
131	в пределах	6	2
132	более того	4	2
133	в значительной	2	2
134	на этом	2	2
135	отличается от	2	2
136	в начале	2	2
137	совпадает с	2	2
138	хотя и	3	2
139	в равной	2	2
140	и др	8	2
141	произведение в	6	2
142	например в	3	2
143	оно не	3	2
144	точка зрения	3	2
145	и тем	3	2
146	не есть	6	2
147	того или	2	2
148	себя в	2	2
149	в культуре	2	2
150	в форме	4	2
151	данном случае	4	2
152	приводит к	3	2
153	за пределы	12	2
154	дело с	6	2
155	как к	2	2
156	отношения к	6	2
157	может и	4	2
158	человека в	2	2
159	как мы	7	2
160	и что	2	2
161	и он	2	2
162	и его	16	2
163	или в	2	2
164	не следует	2	2
165	здесь в	2	2
166	мы имеем	2	2
167	можно определить	2	2
168	и ее	2	2
169	но как	2	2
170	к которому	4	2
171	в другом	2	2
172	и вообще	2	2
173	же самое	2	2
174	определить как	2	2
175	они не	3	2
176	едва ли	3	2
177	в виду	4	2
178	событием и	2	2
