N	2gram	Propp_Isto_4	FransuaR
1	и в	26	45
2	и не	9	15
3	не только	15	14
4	в этом	7	14
5	но в	5	14
6	в его	5	13
7	и его	10	13
8	как бы	3	12
9	во время	7	12
10	что в	14	12
11	в своем	2	11
12	то же	8	11
13	в том	3	10
14	в нем	2	10
15	но и	12	10
16	как и	7	10
17	право на	2	10
18	и с	5	10
19	вовсе не	4	8
20	как мы	5	8
21	с миром	3	8
22	и др	5	8
23	таким образом	10	8
24	так же	18	8
25	том что	3	7
26	не в	5	7
27	что и	9	7
28	мы видели	6	7
29	все это	2	7
30	потому что	6	7
31	и все	2	7
32	что он	10	6
33	в этой	2	6
34	он не	7	6
35	здесь не	4	6
36	так и	10	6
37	связи с	3	6
38	так как	9	6
39	есть и	2	5
40	человека с	3	5
41	это и	5	5
42	мы видим	6	5
43	но это	3	5
44	на этом	2	5
45	например в	3	5
46	хотя и	2	5
47	и их	2	5
48	не может	6	5
49	в связи	2	5
50	все эти	3	5
51	и у	5	5
52	и как	5	5
53	и на	2	5
54	его в	9	5
55	перед нами	3	4
56	же как	13	4
57	об этом	7	4
58	и во	2	4
59	у него	5	4
60	и здесь	5	4
61	его как	2	4
62	но не	5	4
63	ничего не	5	4
64	мы уже	5	4
65	а также	3	4
66	не мог	3	4
67	эта связь	5	4
68	а не	6	4
69	и даже	4	4
70	а в	8	4
71	сказать что	2	4
72	в доме	4	4
73	с этим	2	4
74	только в	3	4
75	о том	4	4
76	как это	3	4
77	не менее	2	3
78	связанных с	2	3
79	и другие	3	3
80	как в	7	3
81	это не	5	3
82	в одной	3	3
83	из этих	3	3
84	в одном	5	3
85	своего отца	3	3
86	что на	2	3
87	ни в	2	3
88	по существу	3	3
89	есть в	2	3
90	связанные с	3	3
91	в своей	4	3
92	от того	2	3
93	до сих	5	3
94	не могло	2	3
95	вместе с	6	3
96	сих пор	5	3
97	что она	3	3
98	связь с	12	3
99	этот момент	2	3
100	и вот	2	3
101	с помощью	2	3
102	того что	2	3
103	на этот	2	3
104	и он	3	3
105	не имеет	3	3
106	в которых	4	3
107	но он	4	3
108	в другом	5	3
109	но этот	2	3
110	как он	6	3
111	там где	3	3
112	о чем	3	3
113	не могут	2	2
114	совершенно так	6	2
115	с тем	2	2
116	и там	2	2
117	средние века	2	2
118	и есть	2	2
119	тут же	2	2
120	превращается в	7	2
121	хотя бы	2	2
122	относится к	3	2
123	он должен	3	2
124	переходит в	3	2
125	к этому	5	2
126	еще один	2	2
127	видим что	2	2
128	то что	16	2
129	в средние	2	2
130	во все	2	2
131	в качестве	7	2
132	так например	2	2
133	у нее	2	2
134	было бы	2	2
135	что это	2	2
136	и если	3	2
137	не хочет	2	2
138	конечно не	2	2
139	может быть	14	2
140	вступают в	2	2
141	в этот	4	2
142	даже в	4	2
143	между человеком	2	2
144	человеком и	2	2
145	все же	9	2
146	в целом	2	2
147	когда он	6	2
148	и за	2	2
149	на том	2	2
150	на него	3	2
151	данном случае	3	2
152	а именно	3	2
153	в свете	3	2
154	что эта	3	2
155	так в	4	2
156	происходит в	2	2
157	и только	5	2
158	в особенности	2	2
159	на котором	3	2
160	при этом	3	2
161	но эта	4	2
162	в истории	2	2
163	всякого рода	3	2
164	лишь в	2	2
165	и что	5	2
166	к нему	6	2
167	в данном	3	2
168	мы можем	6	2
169	он в	4	2
170	с представлением	3	2
171	же самое	2	2
172	но мы	3	2
173	представлением о	2	2
174	том как	2	2
