N	2gram	Losev_Dial_1	FransuaR
1	и в	18	41
2	в этом	12	15
3	и все	3	14
4	как и	2	14
5	то же	10	13
6	все эти	2	13
7	в его	3	12
8	прежде всего	10	11
9	в том	9	11
10	как мы	4	11
11	в себе	11	11
12	никто не	2	10
13	так и	9	10
14	все это	11	10
15	в то	6	10
16	в качестве	2	9
17	не в	6	9
18	же время	4	9
19	но и	7	9
20	в своем	5	9
21	что в	13	9
22	в конце	4	8
23	и от	2	8
24	то что	13	8
25	но в	6	8
26	в них	3	7
27	вовсе не	7	7
28	как бы	11	7
29	в нем	16	7
30	и не	30	7
31	в эпоху	2	7
32	это не	9	6
33	ни в	15	6
34	мы видим	4	6
35	для него	2	6
36	только в	3	6
37	о том	4	6
38	к этому	2	5
39	не только	13	5
40	на этом	2	5
41	в ней	3	5
42	что и	3	5
43	как в	2	5
44	и у	2	5
45	а в	5	5
46	к нему	8	5
47	и для	2	5
48	так же	4	5
49	точки зрения	17	5
50	и это	2	5
51	потому что	14	5
52	на земле	2	4
53	что это	11	4
54	хотя и	4	4
55	в одну	3	4
56	том что	9	4
57	но все	3	4
58	было бы	12	4
59	может быть	17	4
60	он не	3	4
61	в виду	5	4
62	должно быть	3	4
63	та же	3	4
64	и с	5	4
65	конце концов	3	4
66	ничего не	17	4
67	поэтому и	2	3
68	я не	5	3
69	и есть	16	3
70	в отношении	5	3
71	и потому	3	3
72	в мире	2	3
73	но это	8	3
74	такой же	2	3
75	в своей	2	3
76	есть и	5	3
77	из них	2	3
78	но есть	2	3
79	несмотря на	10	3
80	и их	2	3
81	и эта	2	3
82	что он	11	3
83	жизни и	3	3
84	в их	3	3
85	не может	12	3
86	не было	6	3
87	с точки	12	3
88	не имеет	15	3
89	можно было	5	3
90	с ними	2	3
91	ничем не	3	3
92	пространстве и	2	3
93	как о	2	3
94	не знает	2	3
95	связанные с	2	3
96	так как	11	3
97	от этого	3	3
98	учение о	11	2
99	ни было	2	2
100	именно в	2	2
101	никогда не	9	2
102	в отдельности	2	2
103	в этих	5	2
104	другими словами	2	2
105	и так	2	2
106	с этим	2	2
107	на самом	3	2
108	есть не	3	2
109	к тому	4	2
110	и еще	3	2
111	нас не	2	2
112	и как	7	2
113	более или	3	2
114	точка зрения	2	2
115	одно и	4	2
116	отношение к	5	2
117	еще не	2	2
118	того что	2	2
119	и может	2	2
120	на всю	4	2
121	дело не	2	2
122	не есть	40	2
123	и образ	6	2
124	образом и	2	2
125	или менее	3	2
126	в особенности	5	2
127	в разных	3	2
128	этом отношении	2	2
129	еще более	3	2
130	не просто	7	2
131	и вот	6	2
132	только на	3	2
133	а не	14	2
134	говорит что	3	2
135	а только	3	2
136	уже не	2	2
137	жизнь и	3	2
138	у них	3	2
139	в данном	3	2
140	и то	9	2
141	во всяком	4	2
142	может иметь	3	2
143	к самому	2	2
144	в которых	2	2
145	также и	7	2
146	и смысл	3	2
147	как он	4	2
148	бы в	3	2
149	пространства и	2	2
150	в чем	6	2
151	с ним	6	2
152	мы имеем	2	2
153	нет ни	2	2
154	это было	2	2
