N	2gram	Vygotskiy__3	VLabPisa
1	таким образом	12	27
2	в этом	13	26
3	и в	38	25
4	и т	14	24
5	не только	12	22
6	может быть	19	21
7	хотя бы	2	20
8	и не	10	19
9	не может	7	17
10	в его	5	15
11	т д	4	15
12	в том	25	13
13	все это	3	12
14	как это	6	12
15	с другой	7	11
16	в силу	2	11
17	из них	6	11
18	не могут	2	10
19	в качестве	2	10
20	о том	6	10
21	к этому	3	9
22	что в	20	9
23	для него	2	9
24	но и	5	9
25	то же	10	9
26	т п	5	9
27	все эти	4	8
28	в своем	5	8
29	другой стороны	5	8
30	из этих	3	7
31	же в	2	7
32	как и	8	7
33	том что	14	7
34	было бы	12	7
35	говорит о	2	7
36	во всех	4	7
37	вместе с	5	7
38	а не	7	7
39	у него	4	6
40	в себе	4	6
41	то что	35	6
42	главным образом	3	6
43	в нем	4	6
44	и его	6	6
45	их в	2	6
46	между тем	7	6
47	в то	3	6
48	тому что	6	5
49	все же	8	5
50	очевидно что	2	5
51	как бы	14	5
52	один из	6	5
53	следует понимать	2	5
54	сказать что	4	5
55	действующих лиц	5	5
56	только в	4	5
57	не в	12	5
58	в плане	3	5
59	он говорит	6	5
60	к тому	6	4
61	никогда не	4	4
62	перед нами	8	4
63	в одном	8	4
64	в целом	4	4
65	что все	3	4
66	что он	11	4
67	в ее	7	4
68	одна из	4	4
69	в своей	5	4
70	в самом	25	4
71	должен быть	3	4
72	когда он	4	4
73	как раз	8	4
74	в них	3	4
75	рассказывает о	3	4
76	в этой	13	4
77	это только	3	4
78	утверждать что	2	4
79	и к	3	3
80	всех этих	2	3
81	и ее	2	3
82	с тем	8	3
83	и как	8	3
84	в конце	2	3
85	только что	2	3
86	у нас	2	3
87	по существу	2	3
88	мы видели	6	3
89	что они	4	3
90	видели что	2	3
91	но как	2	3
92	или в	5	3
93	с этим	8	3
94	что не	3	3
95	например в	2	3
96	далеко не	3	3
97	в виду	4	3
98	в котором	6	3
99	его в	3	3
100	что и	4	3
101	ее в	4	3
102	того что	4	3
103	и по	2	3
104	так же	2	3
105	в которых	6	3
106	никак не	7	3
107	как на	3	3
108	точки зрения	16	3
109	она не	6	3
110	бы в	3	3
111	том как	2	3
112	на время	2	2
113	в стихах	3	2
114	своих героев	2	2
115	вовсе не	8	2
116	показывает что	2	2
117	что его	2	2
118	ли это	2	2
119	до сих	6	2
120	так например	2	2
121	одной стороны	5	2
122	и может	2	2
123	же самое	10	2
124	для того	8	2
125	в общем	2	2
126	то это	2	2
127	если бы	14	2
128	к ним	3	2
129	в ней	15	2
130	что она	16	2
131	и даже	4	2
132	всяком случае	2	2
133	и этот	3	2
134	отнюдь не	2	2
135	при помощи	4	2
136	он может	2	2
137	только то	2	2
138	плана в	4	2
139	сих пор	5	2
140	и дальше	2	2
141	все они	2	2
142	бы не	3	2
143	а в	7	2
144	еще и	2	2
145	с одной	6	2
146	что оно	2	2
147	в течение	4	2
148	заключается в	7	2
149	того чтобы	9	2
150	из которых	4	2
151	и для	4	2
152	по его	3	2
153	у них	2	2
154	в своих	4	2
155	во всяком	2	2
156	он в	2	2
157	он не	6	2
158	они не	2	2
159	к его	2	2
160	в другом	5	2
161	что даже	2	2
162	на это	3	2
163	в которой	5	2
164	могло бы	2	2
165	но в	3	2
