N	2gram	Vygotskiy__7	Komedia
1	и в	26	22
2	том что	17	12
3	в том	18	11
4	но и	11	11
5	не только	24	10
6	в то	3	10
7	как и	15	9
8	может быть	7	9
9	таким образом	23	8
10	должны были	2	8
11	и не	18	8
12	и его	12	8
13	о том	4	8
14	едва ли	4	7
15	в этой	3	7
16	и других	2	7
17	что в	12	6
18	в отношении	2	6
19	в конце	4	6
20	одного из	2	6
21	что он	8	6
22	к тому	7	6
23	ни в	2	6
24	и по	3	6
25	то же	8	6
26	не в	4	6
27	а в	2	6
28	в которой	11	6
29	уже в	2	5
30	с другой	4	5
31	во время	2	5
32	прежде всего	7	5
33	о которых	2	5
34	в его	4	5
35	один из	2	5
36	на его	2	5
37	так и	3	5
38	как в	4	5
39	все это	3	5
40	то время	2	5
41	потому что	16	5
42	именно в	6	4
43	в их	2	4
44	к этому	2	4
45	несмотря на	2	4
46	как мы	14	4
47	что они	10	4
48	в качестве	5	4
49	в котором	4	4
50	в нем	2	4
51	что и	3	4
52	тем что	9	4
53	время как	2	4
54	точки зрения	28	4
55	ли не	2	4
56	так как	14	4
57	но в	4	4
58	мы можем	3	4
59	же как	8	3
60	казалось бы	2	3
61	не менее	4	3
62	вопрос о	6	3
63	идет о	2	3
64	на то	4	3
65	у нас	2	3
66	по своему	9	3
67	одной стороны	5	3
68	во второй	5	3
69	одной из	4	3
70	в начале	5	3
71	и о	3	3
72	он не	3	3
73	даже в	2	3
74	все же	6	3
75	отношению к	5	3
76	в целом	5	3
77	отношение к	2	3
78	всего в	2	3
79	на основании	2	3
80	так же	14	3
81	по отношению	6	3
82	того как	2	3
83	этом отношении	3	3
84	с одной	5	3
85	не мог	2	3
86	мы не	7	3
87	как раз	3	3
88	за счет	2	3
89	в этом	29	3
90	и с	5	3
91	могут быть	2	3
92	и ее	2	3
93	только в	8	3
94	его в	2	3
95	в чем	3	3
96	как это	5	3
97	ничего не	2	3
98	в сознании	6	3
99	в известном	2	2
100	и здесь	2	2
101	поэтому мы	2	2
102	столь же	2	2
103	нельзя не	2	2
104	и во	4	2
105	вовсе не	2	2
106	образом в	2	2
107	в свою	2	2
108	тем не	3	2
109	мы знаем	2	2
110	раз в	2	2
111	мы видели	3	2
112	из всех	5	2
113	такой же	3	2
114	но не	3	2
115	как известно	2	2
116	до конца	5	2
117	до сих	3	2
118	еще не	4	2
119	было бы	6	2
120	в действительности	2	2
121	мог бы	3	2
122	в самом	9	2
123	относится к	2	2
124	для себя	24	2
125	и тем	6	2
126	с ее	2	2
127	то что	24	2
128	в первой	3	2
129	наряду с	2	2
130	вместе с	12	2
131	ее в	8	2
132	все что	6	2
133	находится в	2	2
134	только что	5	2
135	то и	4	2
136	для этого	3	2
137	в сущности	9	2
138	не может	11	2
139	не раз	2	2
140	даже если	2	2
141	видно из	2	2
142	которых мы	2	2
143	что у	4	2
144	в период	2	2
145	из которых	2	2
146	к нему	3	2
147	в силу	5	2
148	почти всегда	2	2
149	или в	2	2
150	нас в	2	2
151	но это	3	2
152	во всяком	2	2
153	к ней	2	2
154	но он	2	2
155	в своих	2	2
156	в себе	9	2
157	по своей	10	2
158	ту же	2	2
159	же самое	5	2
160	отличие от	2	2
161	в области	4	2
162	что по	2	2
163	вывод что	2	2
164	сих пор	3	2
