N	2gram	Ircho_Kome_3	Myshleni
1	в развитии	2	28
2	то что	4	26
3	что он	8	25
4	в этом	8	25
5	потому что	10	21
6	таким образом	12	19
7	в том	12	18
8	не может	3	18
9	точки зрения	4	18
10	того чтобы	6	17
11	что в	5	16
12	и в	22	16
13	так как	11	16
14	не только	5	16
15	так же	4	15
16	том что	13	15
17	для того	6	14
18	в сущности	2	13
19	между собой	4	13
20	отношению к	3	12
21	по отношению	5	12
22	и не	21	12
23	и что	6	12
24	в области	2	12
25	отношение к	5	11
26	в его	8	11
27	из того	3	11
28	с помощью	4	10
29	было бы	3	10
30	как мы	2	10
31	а не	4	10
32	в силу	2	10
33	в отношении	4	9
34	может быть	6	9
35	с точки	3	9
36	о том	8	8
37	как это	5	8
38	в основе	2	8
39	если бы	8	8
40	как и	3	8
41	он не	5	8
42	то же	7	8
43	в нем	3	7
44	того же	6	7
45	так и	4	7
46	представляет собой	3	7
47	приводит к	3	7
48	если мы	2	7
49	в какой	3	6
50	не в	4	6
51	в этой	3	6
52	но если	3	6
53	но и	4	6
54	и на	2	6
55	как он	3	6
56	но в	5	6
57	у него	4	6
58	состоит в	2	6
59	к тому	6	6
60	мы можем	3	6
61	в другом	2	6
62	на вопрос	2	5
63	самого начала	4	5
64	никогда не	3	5
65	тому что	2	5
66	в своем	8	5
67	что они	2	5
68	что с	2	5
69	как бы	3	5
70	не является	4	5
71	хотя бы	4	5
72	этом отношении	2	5
73	не знает	3	5
74	в то	6	5
75	с ним	5	5
76	сравнению с	2	5
77	по сравнению	2	5
78	тот же	2	5
79	как в	2	5
80	только что	7	5
81	с самого	4	5
82	можно было	2	5
83	тем что	5	5
84	в которой	3	5
85	ничего не	3	5
86	не могут	2	4
87	с другой	4	4
88	это не	2	4
89	с этой	3	4
90	то время	2	4
91	так что	6	4
92	в свою	7	4
93	в пределах	2	4
94	при этом	7	4
95	в самом	9	4
96	на этот	3	4
97	в целом	3	4
98	не имеет	3	4
99	время как	2	4
100	что мы	2	4
101	же самое	3	4
102	в результате	2	4
103	бы в	4	4
104	тем более	4	4
105	в качестве	2	4
106	еще не	6	4
107	за пределы	2	4
108	к началу	3	4
109	вместе с	9	4
110	не менее	5	3
111	в частности	3	3
112	прежде всего	5	3
113	мы знаем	2	3
114	в известной	2	3
115	самом деле	6	3
116	на которые	3	3
117	свою очередь	6	3
118	одной стороны	3	3
119	и тот	3	3
120	до конца	4	3
121	к нему	5	3
122	от того	2	3
123	в их	2	3
124	с одной	3	3
125	а в	7	3
126	больше чем	2	3
127	и с	4	3
128	говорить о	3	3
129	к этой	2	3
130	между тем	2	3
131	мы не	2	3
132	с тем	4	3
133	с этим	3	3
134	в одном	2	3
135	к этому	6	3
136	этом случае	2	3
137	все же	4	3
138	по существу	2	3
139	чем в	3	3
140	по своему	3	3
141	одной из	3	3
142	что и	8	3
143	сих пор	9	3
144	из которых	2	3
145	и его	6	3
146	связи с	5	3
147	что эта	2	3
148	до сих	9	3
149	только для	2	2
150	до того	2	2
151	себя и	2	2
152	больше того	2	2
153	столь же	3	2
154	именно потому	2	2
155	но все	4	2
156	не дает	4	2
157	на его	2	2
158	одним из	2	2
159	в ней	4	2
160	в виду	2	2
161	совершенно не	2	2
162	в котором	2	2
163	только один	2	2
164	в своей	5	2
165	из них	5	2
166	представляют собой	2	2
167	что она	4	2
168	все это	5	2
169	другой стороны	2	2
170	отношения к	2	2
171	то обстоятельство	2	2
172	и даже	3	2
173	что для	2	2
174	к ним	3	2
175	в своих	2	2
176	все равно	3	2
177	обстоятельство что	2	2
178	и здесь	4	2
179	их в	3	2
180	том как	3	2
181	о чем	7	2
182	в них	3	2
183	но при	2	2
184	если он	2	2
185	вовсе не	4	2
186	его в	8	2
187	стороны и	2	2
188	не с	2	2
189	то это	5	2
190	и к	3	2
191	отличие от	2	2
192	все что	3	2
193	когда он	4	2
194	в свое	2	2
195	один шаг	2	2
196	во всех	2	2
197	на основании	2	2
198	тому же	6	2
199	такое же	2	2
200	его на	2	2
201	ситуация в	3	2
202	во всяком	3	2
203	вывод что	2	2
204	из этого	2	2
205	и поэтому	4	2
