N	3gram	Losev_Vesc_1	Dialekti
1	и т д	19	15
2	с точки зрения	3	9
3	не есть ни	3	9
4	в том что	4	9
5	что иное как	7	8
6	не что иное	7	8
7	по крайней мере	4	7
8	это значит что	19	7
9	не может быть	6	6
10	есть то что	4	5
11	сама по себе	3	5
12	есть не что	5	5
13	для того чтобы	2	5
14	что она есть	2	4
15	только тогда когда	2	4
16	я утверждаю что	2	4
17	все это –	2	4
18	подобно тому как	4	4
19	т д и	5	3
20	на то что	2	3
21	тех или других	4	3
22	что это есть	3	3
23	той или другой	2	3
24	не есть просто	4	3
25	есть прежде всего	2	3
26	по сравнению с	6	2
27	вещи с ее	5	2
28	т е не	2	2
29	то и другое	4	2
30	в свою очередь	4	2
31	сам по себе	3	2
32	идеи и материи	2	2
33	тем не менее	3	2
34	ту или иную	2	2
35	ни от чего	2	2
36	в собственном смысле	2	2
37	от всего иного	3	2
38	по смыслу своему	2	2
39	что оно есть	4	2
40	равно как и	2	2
41	то что мы	2	2
42	д и т	5	2
43	в чем же	3	2
44	т е в	7	2
