N	2gram	Potebnia_M_1	Problemy
1	и в	39	46
2	то есть	42	40
3	и не	18	27
4	может быть	27	23
5	как бы	6	19
6	не может	22	19
7	в нем	20	17
8	в этом	15	16
9	не только	21	14
10	слова в	2	13
11	но и	20	12
12	как и	9	12
13	как мы	2	12
14	точки зрения	8	11
15	в одном	8	11
16	а не	21	11
17	не в	15	10
18	прежде всего	4	9
19	в том	26	9
20	в самом	3	9
21	и все	3	9
22	вовсе не	5	9
23	в его	5	9
24	с точки	3	9
25	или в	2	8
26	и с	3	7
27	по себе	10	7
28	еще не	6	7
29	в сущности	2	7
30	в себе	13	7
31	слова и	4	7
32	никогда не	4	6
33	в каждом	4	6
34	но это	5	6
35	есть в	2	6
36	хотя и	3	6
37	к одному	2	6
38	друг друга	5	6
39	но в	9	6
40	мы увидим	3	6
41	то же	6	6
42	и его	5	6
43	только в	25	6
44	это не	7	5
45	же время	4	5
46	при этом	6	5
47	жизни и	2	5
48	по отношению	13	5
49	в самой	3	5
50	в то	4	5
51	так как	21	5
52	в жизни	3	5
53	за пределы	2	5
54	о том	2	5
55	если же	5	5
56	отношению к	13	5
57	во всех	5	5
58	если мы	3	5
59	речи и	10	5
60	так сказать	2	5
61	что в	22	4
62	в этих	7	4
63	слова но	2	4
64	к ним	2	4
65	в виду	2	4
66	по мере	6	4
67	в словах	3	4
68	в их	2	4
69	таким образом	13	4
70	и других	4	4
71	должно быть	7	4
72	потому что	52	4
73	во всем	4	4
74	мы не	10	4
75	мы можем	2	4
76	как в	10	4
77	том что	16	4
78	но не	8	4
79	том же	2	4
80	он не	3	4
81	все же	6	4
82	то что	10	4
83	но эти	2	4
84	так и	13	4
85	уже не	2	4
86	с другой	7	3
87	из этих	4	3
88	не могут	4	3
89	на то	2	3
90	словом и	2	3
91	в мире	3	3
92	в своем	3	3
93	слова то	2	3
94	эти явления	3	3
95	одним из	2	3
96	но если	2	3
97	то это	5	3
98	и для	5	3
99	и их	3	3
100	образом и	2	3
101	другой стороны	5	3
102	так же	5	3
103	и только	2	3
104	и даже	4	3
105	но он	2	3
106	бы в	4	3
107	но при	3	3
108	если бы	14	3
109	в единстве	2	3
110	и во	3	3
111	эти отношения	3	3
112	бытия и	3	3
113	с ее	2	3
114	и при	3	3
115	того же	3	3
116	и что	10	3
117	слов и	4	3
118	она не	3	3
119	было бы	12	3
120	в своей	3	3
121	и о	2	3
122	никак не	2	3
123	что и	6	3
124	на него	3	3
125	что же	2	3
126	только на	3	3
127	еще более	2	3
128	тем же	2	3
129	той же	3	3
130	в слове	8	3
131	тем что	9	3
132	в этой	3	3
133	и это	3	3
134	дело в	2	3
135	не менее	6	2
136	сама по	3	2
137	но на	2	2
138	должна быть	3	2
139	для этого	2	2
140	мысли и	9	2
141	на все	2	2
142	вопрос о	4	2
143	переходим к	2	2
144	его к	2	2
145	к тому	4	2
146	есть уже	3	2
147	все в	2	2
148	для нас	9	2
149	слова мы	3	2
150	мы будем	2	2
151	следовательно и	2	2
152	в одно	2	2
153	так что	16	2
154	и как	6	2
155	но все	2	2
156	оно и	3	2
157	времени и	2	2
158	для него	4	2
159	к другим	2	2
160	и следовательно	2	2
161	и тем	3	2
162	но дело	2	2
163	языка и	17	2
164	то и	7	2
165	влияние на	2	2
166	в других	2	2
167	не было	4	2
168	речь и	2	2
169	и по	6	2
170	а в	5	2
171	увидим что	4	2
172	сказать что	3	2
173	языка в	6	2
174	о котором	3	2
175	что мы	4	2
176	с ним	3	2
177	могло бы	3	2
178	между тем	5	2
179	а как	2	2
180	с этим	7	2
181	с нею	4	2
182	этом смысле	4	2
183	из одного	3	2
184	стороны и	2	2
185	бы ни	4	2
186	о которых	2	2
187	но с	2	2
188	у нас	2	2
189	все что	2	2
190	слова не	2	2
191	и слова	2	2
192	со словом	3	2
193	к ней	2	2
194	оно должно	2	2
195	не могло	3	2
196	вместе с	8	2
197	в языке	33	2
198	бы не	6	2
199	связи между	2	2
200	есть если	2	2
201	он есть	2	2
202	на этот	2	2
203	хотя бы	2	2
204	этот вопрос	2	2
205	тем как	3	2
206	во всяком	3	2
207	могут быть	9	2
208	там где	4	2
209	не могли	2	2
210	а между	3	2
211	того как	6	2
