N	2gram	Losev_Prob_3	Vladivir
1	и в	44	40
2	то что	23	28
3	и не	35	25
4	не только	14	25
5	то есть	34	24
6	но и	10	18
7	в том	21	18
8	том что	12	18
9	еще и	7	18
10	что в	8	17
11	также и	16	17
12	в этом	17	16
13	так что	12	14
14	в его	9	14
15	не может	7	14
16	точки зрения	5	13
17	вовсе не	37	13
18	в виде	6	13
19	только в	19	13
20	а именно	8	12
21	сказать что	16	12
22	даже и	16	12
23	в конце	5	12
24	никогда не	6	11
25	таким образом	9	11
26	потому что	25	11
27	о том	6	11
28	едва ли	5	11
29	прежде всего	3	10
30	тем не	10	10
31	ни в	8	10
32	это есть	3	10
33	то это	10	10
34	не просто	23	10
35	и потому	7	10
36	не есть	35	10
37	как раз	8	10
38	и его	5	10
39	не менее	10	9
40	что это	3	9
41	уже не	7	9
42	есть только	4	9
43	и с	9	9
44	и то	14	9
45	в своей	5	9
46	что же	8	9
47	в себе	8	9
48	не был	2	8
49	в своем	5	8
50	в этой	3	8
51	для него	3	8
52	может быть	28	8
53	так же	5	8
54	и что	7	8
55	раз и	4	8
56	он не	8	8
57	а также	4	8
58	как мы	8	8
59	а не	18	8
60	что все	2	7
61	к тому	3	7
62	а только	5	7
63	и как	3	7
64	и если	6	7
65	хотя и	5	7
66	необходимо сказать	3	7
67	а в	5	7
68	так как	9	7
69	с тем	5	7
70	того что	8	7
71	в то	9	7
72	что и	9	7
73	вместе с	2	7
74	как и	10	7
75	и здесь	5	6
76	да и	5	6
77	смысле слова	8	6
78	это значит	4	6
79	кроме того	3	6
80	и даже	14	6
81	и от	9	6
82	по себе	25	6
83	об этом	3	6
84	то в	3	6
85	так и	10	6
86	иной раз	3	6
87	если не	3	6
88	хотя бы	3	6
89	с точки	2	6
90	но это	8	6
91	и это	9	6
92	значит что	7	6
93	содержит в	3	5
94	с другой	7	5
95	для нас	16	5
96	совсем не	2	5
97	но если	6	5
98	отношения к	3	5
99	в отношении	2	5
100	не было	5	5
101	все эти	7	5
102	только и	8	5
103	никакого отношения	4	5
104	в ней	5	5
105	тут же	4	5
106	тоже не	5	5
107	отнюдь не	10	5
108	же касается	4	5
109	что он	9	5
110	у нас	10	5
111	мы уже	4	5
112	между прочим	2	5
113	некоторого рода	10	5
114	для себя	2	5
115	только на	5	5
116	можно было	4	5
117	конце концов	3	5
118	в данном	9	5
119	тем что	4	5
120	ничего общего	7	5
121	дело в	4	5
122	ничего не	3	5
123	но даже	4	4
124	тому что	4	4
125	точно так	3	4
126	на то	3	4
127	и можно	2	4
128	такого рода	6	4
