N	2gram	Propp_Isto_4	VerxiiNi
1	и в	26	26
2	таким образом	10	22
3	с тем	2	18
4	вместе с	6	15
5	в этом	7	15
6	как бы	3	12
7	в том	3	11
8	может быть	14	10
9	не только	15	10
10	и с	5	10
11	из этих	3	10
12	связи с	3	9
13	что в	14	9
14	но и	12	9
15	в области	2	9
16	так как	9	9
17	с другой	4	8
18	главным образом	2	8
19	но не	5	8
20	и не	9	8
21	и у	5	8
22	связанные с	3	7
23	том что	3	7
24	но все	5	7
25	из них	2	7
26	к нему	6	7
27	то что	16	7
28	потому что	6	7
29	но в	5	7
30	что и	9	6
31	все же	9	6
32	так и	10	6
33	все это	2	6
34	все эти	3	6
35	в себе	2	6
36	мы должны	5	6
37	о том	4	6
38	отношение к	2	5
39	до сих	5	5
40	в его	5	5
41	никогда не	2	5
42	сих пор	5	5
43	так же	18	5
44	лишь в	2	5
45	а не	6	5
46	не имеет	3	5
47	в силу	5	5
48	должен был	3	4
49	в этих	7	4
50	попадает в	3	4
51	что он	10	4
52	в нем	2	4
53	из которых	5	4
54	не может	6	4
55	и только	5	4
56	а в	8	4
57	то же	8	4
58	и что	5	4
59	на этот	2	4
60	и по	5	4
61	в которых	4	4
62	во время	7	4
63	в виде	2	4
64	он не	7	4
65	только в	3	4
66	в этой	2	4
67	при жизни	2	4
68	не менее	2	3
69	же как	13	3
70	и другие	3	3
71	что это	2	3
72	если бы	2	3
73	хотя бы	2	3
74	точно так	5	3
75	к этому	5	3
76	так что	2	3
77	и как	5	3
78	и при	3	3
79	представляет собой	2	3
80	в своем	2	3
81	в качестве	7	3
82	и если	3	3
83	большей частью	3	3
84	к ним	2	3
85	тем не	2	3
86	когда он	6	3
87	в связи	2	3
88	при этом	3	3
89	уже не	5	3
90	того что	2	3
91	и даже	4	3
92	с этой	2	3
93	в других	2	3
94	в одном	5	3
95	уже в	2	2
96	не могут	2	2
97	он в	4	2
98	связанных с	2	2
99	к которым	5	2
100	связана с	2	2
101	сравнению с	3	2
102	превращается в	7	2
103	в образе	3	2
104	не всегда	6	2
105	на то	3	2
106	от них	2	2
107	ему в	2	2
108	а также	3	2
109	и здесь	5	2
110	его от	2	2
111	по существу	3	2
112	мы видели	6	2
113	все что	4	2
114	так например	2	2
115	что мы	3	2
116	с целью	2	2
117	еще не	6	2
118	конечно не	2	2
119	в русских	2	2
120	с того	3	2
121	не могло	2	2
122	не к	2	2
123	связь с	12	2
124	только что	3	2
125	те же	3	2
126	мы имеем	7	2
127	и на	2	2
128	связан с	3	2
129	сказать что	2	2
130	не в	5	2
131	мы можем	6	2
132	по своей	2	2
133	по сравнению	3	2
134	же самое	2	2
135	этот факт	2	2
136	и все	2	2
137	относится к	3	2
138	и действительно	3	2
