N	2gram	Voloshinov_1	Myshleni
1	внутренней речи	9	67
2	речи и	3	30
3	в этом	16	29
4	точки зрения	34	28
5	речи в	3	27
6	и в	19	26
7	не только	8	24
8	то что	8	24
9	таким образом	17	23
10	с точки	20	21
11	и речи	2	19
12	того чтобы	5	19
13	в том	6	18
14	и не	26	18
15	для того	4	18
16	том что	3	17
17	для других	2	15
18	внутренняя речь	9	15
19	как и	12	15
20	этом случае	3	14
21	того что	3	14
22	так же	7	14
23	так как	2	14
24	как мы	13	14
25	с помощью	6	13
26	что в	4	12
27	и его	19	12
28	в которой	3	11
29	но и	8	11
30	мысли и	4	11
31	в слове	10	11
32	не может	24	11
33	словом и	2	10
34	слова и	3	10
35	тому что	2	9
36	в самом	10	9
37	мысли в	2	9
38	значения слова	2	9
39	в сущности	3	9
40	тем что	2	9
41	в себе	2	9
42	же как	2	8
43	то же	7	8
44	сказать что	4	8
45	свое выражение	2	8
46	что он	2	8
47	той же	2	8
48	только в	9	8
49	самого начала	4	7
50	к тому	2	7
51	прежде всего	13	7
52	с самого	4	7
53	может быть	26	7
54	по мере	2	7
55	и к	3	7
56	мы не	6	7
57	в какой	3	6
58	вопрос о	4	6
59	в смысле	6	6
60	по отношению	3	6
61	именно в	5	6
62	мы должны	3	6
63	как бы	15	6
64	между собой	2	6
65	в ее	7	6
66	было бы	4	6
67	во всех	7	6
68	все эти	7	6
69	все же	8	6
70	речи как	2	6
71	самом деле	10	6
72	а не	7	6
73	выражение в	4	6
74	в сознании	2	6
75	с этой	2	5
76	можно сказать	3	5
77	как она	2	5
78	до конца	5	5
79	если бы	2	5
80	и следовательно	3	5
81	в виду	2	5
82	и их	2	5
83	речь и	2	5
84	и с	2	5
85	в начале	5	5
86	же самое	3	5
87	бы в	2	5
88	в качестве	2	5
89	она не	2	5
90	отношению к	2	5
91	в процессе	14	5
92	слова как	7	5
93	в направлении	7	5
94	связи между	5	5
95	если мы	11	5
96	и для	11	5
97	в данном	4	5
98	является в	3	5
99	не менее	4	4
100	не могут	3	4
101	никогда не	2	4
102	в нашем	2	4
103	с другой	5	4
104	и от	3	4
105	в конце	5	4
106	имеет место	2	4
107	в котором	3	4
108	целый ряд	3	4
109	друг друга	8	4
110	и во	2	4
111	в его	6	4
112	о том	2	4
113	но в	7	4
114	связи с	11	4
115	еще не	4	4
116	одной из	3	4
117	не есть	3	4
118	как в	4	4
119	это и	3	4
120	должны быть	3	4
121	не в	5	4
122	и только	2	4
123	в области	3	4
124	связана с	2	3
125	мысль и	2	3
126	все это	3	3
127	из этих	2	3
128	слова но	2	3
129	тем не	2	3
130	совершается в	5	3
131	момент в	3	3
132	для него	9	3
133	из важнейших	2	3
134	мог бы	2	3
135	совпадает с	2	3
136	в ней	4	3
137	и является	2	3
138	в основе	2	3
139	смысле этого	3	3
140	между ними	4	3
141	не является	4	3
142	в первой	2	3
143	как к	2	3
144	этом отношении	3	3
145	во втором	2	3
146	он не	3	3
147	нуждается в	3	3
148	мы уже	2	3
149	в первом	3	3
150	нашей работы	3	3
151	первом случае	3	3
152	к другому	3	3
153	по себе	4	3
154	в то	3	3
155	в одной	2	3
156	до сих	8	3
157	в основном	6	3
158	и потому	5	3
159	этого слова	2	3
160	нет и	4	3
161	что и	2	3
162	в своей	3	3
163	сих пор	8	3
164	так и	11	3
165	только на	4	3
166	как раз	2	3
167	на самом	3	3
168	менее всего	2	3
169	это положение	2	3
170	с другими	3	3
171	мы можем	2	3
172	между двумя	3	3
173	психологии в	4	3
174	в чем	2	3
175	его значением	2	2
176	точку зрения	2	2
177	одного из	3	2
178	что все	2	2
179	следовательно не	2	2
180	его к	2	2
181	входит в	5	2
182	что делает	3	2
183	мы знаем	5	2
184	ни в	2	2
185	его значение	2	2
186	является не	6	2
187	свою очередь	2	2
188	в большинстве	3	2
189	противоречие между	2	2
190	в свою	2	2
191	в действительности	2	2
192	и той	2	2
193	или в	2	2
194	одним из	2	2
195	направлении к	5	2
196	но для	2	2
197	но если	2	2
198	в нем	10	2
199	с ее	2	2
200	то как	2	2
201	это отношение	2	2
202	где они	2	2
203	и других	2	2
204	форм и	4	2
205	лишь в	9	2
206	делает слово	2	2
207	действительности в	2	2
208	ситуации и	2	2
209	не имеет	3	2
210	должно быть	2	2
211	а в	4	2
212	в своих	2	2
213	от одного	3	2
214	к его	2	2
215	и есть	3	2
216	его в	3	2
217	большинстве случаев	3	2
218	к этой	2	2
219	от нее	2	2
220	что слово	4	2
221	с этим	4	2
222	к этому	5	2
223	вовсе не	5	2
224	себя от	2	2
225	и здесь	6	2
226	она может	3	2
227	у нас	2	2
228	то в	2	2
229	и при	3	2
230	из основных	3	2
231	но именно	3	2
232	совершенно не	3	2
233	мы говорили	3	2
234	благодаря этому	2	2
235	из этого	2	2
236	что же	4	2
237	в отношении	4	2
238	в отличие	5	2
239	одной и	2	2
240	что не	2	2
241	из которых	2	2
242	и он	2	2
243	можно было	2	2
244	во всяком	5	2
245	которой она	2	2
246	могут быть	2	2
247	и ее	3	2
248	ту же	2	2
249	отличие от	5	2
250	ничего не	6	2
