N	2gram	Voloshinov_1	RusskieA
1	и в	12	36
2	не только	4	22
3	что в	2	19
4	том что	5	19
5	в том	6	17
6	но и	3	16
7	так как	9	15
8	и другие	2	13
9	в этом	4	12
10	это не	2	10
11	как и	5	10
12	вместе с	2	10
13	и на	4	10
14	может быть	14	8
15	и по	3	8
16	о том	3	8
17	как это	2	8
18	что и	2	7
19	так и	4	7
20	между тем	3	7
21	и не	10	6
22	для нас	7	6
23	при этом	6	6
24	в них	3	6
25	уже не	4	6
26	таким образом	12	6
27	мы не	3	6
28	все это	3	6
29	то что	5	6
30	все же	4	5
31	как бы	13	5
32	как в	5	5
33	к этому	2	4
34	как уже	2	4
35	еще не	3	4
36	и др	5	4
37	в некоторых	3	4
38	не может	16	4
39	мы имеем	2	4
40	и что	2	4
41	того что	3	4
42	но это	2	4
43	только в	6	4
44	не менее	3	3
45	в этих	2	3
46	в своем	2	3
47	но все	2	3
48	так называемой	3	3
49	и к	4	3
50	тем не	3	3
51	только на	3	3
52	к ним	2	3
53	в основном	2	3
54	в настоящее	2	3
55	окно и	2	3
56	то же	5	3
57	с точки	2	3
58	так же	3	3
59	и те	2	3
60	ничего не	2	3
61	точки зрения	14	3
62	настоящее время	2	3
63	и более	3	2
64	независимо от	2	2
65	могут быть	2	2
66	в нашем	11	2
67	но тем	2	2
68	между собой	2	2
69	и потому	2	2
70	на все	2	2
71	его к	2	2
72	в нем	6	2
73	в жизни	5	2
74	такой же	2	2
75	но не	2	2
76	быть и	3	2
77	но что	2	2
78	до конца	2	2
79	она не	2	2
80	отнюдь не	5	2
81	когда он	3	2
82	к слову	2	2
83	к материалу	4	2
84	имеет место	2	2
85	в ней	6	2
86	в его	2	2
87	какой степени	2	2
88	и с	3	2
89	как не	2	2
90	его как	2	2
91	значения и	2	2
92	весны и	2	2
93	в особенности	2	2
94	все эти	3	2
95	в какой	2	2
96	на самом	4	2
97	а не	5	2
98	и пр	3	2
99	и для	3	2
100	с ним	3	2
101	мы можем	2	2
102	себя и	2	2
103	и здесь	2	2
104	но в	5	2
105	там где	2	2
