N	2gram	Vygotskiy__5	Mirosoze
1	и в	16	46
2	в нем	7	22
3	у него	6	22
4	может быть	9	21
5	в этом	25	20
6	никогда не	5	18
7	для него	5	18
8	и не	12	18
9	не только	16	18
10	но и	6	15
11	не может	18	15
12	как и	8	13
13	не есть	4	13
14	а не	10	13
15	прежде всего	3	12
16	потому что	21	12
17	в ней	2	11
18	но он	7	11
19	у нас	2	11
20	но в	6	10
21	он не	8	10
22	не в	6	9
23	не знает	5	9
24	и есть	7	8
25	но это	3	8
26	как бы	5	8
27	в своем	5	8
28	так как	16	8
29	отношение к	11	8
30	в этой	6	7
31	что он	25	7
32	и к	2	7
33	и потому	2	7
34	как в	5	7
35	хотя бы	5	7
36	вопрос о	12	6
37	так же	15	6
38	того что	16	6
39	и здесь	2	6
40	жизни и	2	6
41	то же	8	5
42	я не	2	5
43	в отношении	9	5
44	что все	6	5
45	в самом	4	5
46	не способен	2	5
47	что она	2	5
48	те же	2	5
49	это не	4	5
50	есть не	2	5
51	во всем	2	5
52	к тому	6	5
53	то что	26	5
54	в своей	2	5
55	для того	14	5
56	и его	3	5
57	в его	11	5
58	что в	16	4
59	тому что	5	4
60	все что	2	4
61	до конца	3	4
62	его отношение	2	4
63	что у	2	4
64	они не	3	4
65	не имеет	4	4
66	должны быть	2	4
67	в жизни	2	4
68	в свою	4	4
69	мысль что	4	4
70	том что	15	4
71	что и	3	4
72	так и	7	4
73	того чтобы	17	4
74	вопроса о	3	4
75	его на	2	4
76	же как	7	3
77	себя и	2	3
78	и от	2	3
79	на все	5	3
80	в такой	5	3
81	в том	18	3
82	высшей степени	2	3
83	что они	5	3
84	в своих	2	3
85	и на	6	3
86	сказать что	13	3
87	и с	3	3
88	по своей	3	3
89	о том	8	3
90	его в	2	3
91	в высшей	2	3
92	как он	6	3
93	с ним	5	3
94	к которому	4	3
95	если бы	8	3
96	в них	2	3
97	что было	2	3
98	это и	3	3
99	до сих	3	3
100	сих пор	3	3
101	от того	3	3
102	того как	5	3
103	все равно	2	3
104	той же	4	3
105	тем что	5	3
106	он в	3	3
107	только в	10	3
108	в чем	3	3
109	способность к	3	2
110	в этих	3	2
111	на высшую	5	2
112	так что	4	2
113	это есть	4	2
114	в действительности	3	2
115	этого вопроса	3	2
116	на его	2	2
117	в сфере	5	2
118	отношением к	2	2
119	к нему	3	2
120	не имеют	2	2
121	по отношению	12	2
122	отношения к	2	2
123	стоит в	4	2
124	должно быть	8	2
125	а в	3	2
126	в более	2	2
127	в основе	8	2
128	точки зрения	18	2
129	в мысли	6	2
130	приходит к	3	2
131	но этот	2	2
132	бы в	4	2
133	между тем	3	2
134	на этом	3	2
135	поэтому он	2	2
136	не означает	4	2
137	не до	2	2
138	тогда когда	5	2
139	если он	2	2
140	по себе	7	2
141	мы видим	4	2
142	то в	3	2
143	связи с	3	2
144	чем в	3	2
145	и что	12	2
146	тот же	5	2
147	и тот	3	2
148	в сущности	13	2
149	во всех	2	2
150	еще в	3	2
151	с таким	3	2
152	отношению к	12	2
153	принадлежит к	2	2
154	вместе с	4	2
155	ее в	3	2
156	в центре	2	2
157	еще более	5	2
158	но с	2	2
159	говорит что	5	2
160	ни одного	2	2
161	вот почему	3	2
162	можно было	5	2
163	тому как	4	2
164	подобно тому	4	2
165	сознания и	2	2
166	как будто	2	2
167	в которой	5	2
168	ничего не	5	2
169	и поэтому	2	2
