N	2gram	Bakhtin_Pr_4	Hudozhes
1	в мире	3	23
2	то есть	40	18
3	и не	27	16
4	в том	9	15
5	и в	46	15
6	не только	14	15
7	может быть	23	13
8	при этом	5	12
9	а в	2	12
10	и его	6	12
11	но не	4	11
12	в этом	16	11
13	в себе	7	11
14	как бы	19	10
15	отношению к	5	10
16	но и	12	10
17	так и	4	10
18	по отношению	5	10
19	то же	6	10
20	а не	11	10
21	в его	9	9
22	точки зрения	11	9
23	себя в	3	8
24	своего рода	4	8
25	с другой	3	7
26	или иной	2	7
27	в отличие	3	7
28	в то	5	7
29	отличие от	3	7
30	но в	6	7
31	с его	5	6
32	что в	4	6
33	том что	4	6
34	не в	10	6
35	же время	5	6
36	отношение к	3	6
37	приводит к	4	6
38	не может	19	6
39	по своей	3	6
40	могут быть	2	5
41	можно сказать	4	5
42	ни в	6	5
43	только в	6	5
44	в самом	9	5
45	той или	2	5
46	в нем	17	5
47	с ее	3	5
48	то что	4	5
49	и одновременно	2	5
50	между ними	10	5
51	или менее	3	5
52	и т.п	14	5
53	другой стороны	3	5
54	в их	4	5
55	уже не	4	5
56	героя и	4	5
57	более или	3	5
58	в этих	4	4
59	прежде всего	9	4
60	к тому	2	4
61	и как	2	4
62	в другом	2	4
63	для него	2	4
64	еще не	7	4
65	например в	4	4
66	хотя и	6	4
67	он не	4	4
68	и тем	2	4
69	в своей	3	4
70	отношения к	2	4
71	в слове	3	4
72	самим собой	2	4
73	сказать что	2	4
74	между тем	2	4
75	речи и	5	4
76	мы имеем	3	4
77	не знает	4	4
78	и т.д	3	4
79	не менее	2	3
80	если бы	3	3
81	в отношении	3	3
82	это не	5	3
83	этом смысле	2	3
84	что он	6	3
85	и к	9	3
86	в пределах	10	3
87	того же	3	3
88	к области	2	3
89	как раз	7	3
90	далеко не	3	3
91	к нему	5	3
92	так в	2	3
93	таким образом	4	3
94	как и	12	3
95	в той	3	3
96	лишь в	2	3
97	и что	3	3
98	с точки	9	3
99	и для	3	3
100	в рассказе	2	3
101	их в	3	3
102	потому что	4	3
103	автора и	2	3
104	но он	3	3
105	в данном	2	3
106	в структуре	5	3
107	в художественном	2	3
108	в произведении	2	3
109	в виду	4	3
110	слова в	13	2
111	на этом	3	2
112	том числе	4	2
113	сама по	2	2
114	но на	2	2
115	себя и	3	2
116	числе и	3	2
117	в своем	3	2
118	превращается в	4	2
119	не как	3	2
120	в одном	11	2
121	человека и	3	2
122	этих двух	4	2
123	вовсе не	9	2
124	по себе	7	2
125	для понимания	2	2
126	к своему	3	2
127	об этом	2	2
128	с самим	5	2
129	есть в	6	2
130	одна из	2	2
131	времени и	2	2
132	слова не	2	2
133	и сам	5	2
134	за пределы	5	2
135	во всех	5	2
136	и о	3	2
137	к жизни	2	2
138	на почве	2	2
139	не могло	2	2
140	могут оказаться	2	2
141	но она	2	2
142	образом и	3	2
143	как в	4	2
144	слова как	3	2
145	здесь не	4	2
146	в романе	6	2
147	все эти	4	2
148	в себя	4	2
149	не входит	2	2
150	и по	2	2
151	или в	8	2
152	к другому	5	2
153	высказывания и	2	2
154	так же	3	2
155	с ним	2	2
156	и на	11	2
157	между двумя	3	2
158	у него	5	2
159	самим собою	3	2
160	языка в	2	2
161	о себе	5	2
162	в этой	3	2
163	отношении к	2	2
164	о том	5	2
165	и это	3	2
166	бы не	2	2
