N	2gram	Bakhtin_Pr_4	Vladivir
1	и в	46	30
2	то что	4	20
3	в этом	16	20
4	у него	5	19
5	в том	9	18
6	и не	27	18
7	и с	7	14
8	что он	6	13
9	в конце	3	13
10	том что	4	12
11	что в	4	12
12	не только	14	12
13	в его	9	11
14	а в	2	11
15	как мы	12	11
16	сказать что	2	11
17	и даже	3	10
18	не было	2	10
19	не в	10	9
20	для него	2	9
21	кроме того	4	9
22	было бы	3	9
23	все же	4	9
24	потому что	4	9
25	не может	19	9
26	в то	5	9
27	в своем	3	8
28	вместе с	2	8
29	но и	12	8
30	что же	3	8
31	но в	6	8
32	не менее	2	7
33	никогда не	6	7
34	точки зрения	11	7
35	и все	9	7
36	ни в	6	7
37	до конца	4	7
38	может быть	23	7
39	которую он	2	7
40	для нас	2	7
41	а не	11	7
42	то есть	40	7
43	еще и	4	6
44	хотя и	6	6
45	прежде всего	9	6
46	и к	9	6
47	об этом	2	6
48	у нас	2	6
49	только в	6	6
50	во всяком	2	6
51	в себе	7	6
52	жизни и	5	6
53	и его	6	6
54	также и	3	6
55	по себе	7	5
56	как и	12	5
57	так что	2	5
58	при этом	5	5
59	того же	3	5
60	в своей	3	5
61	он уже	2	5
62	как бы	19	5
63	в котором	5	5
64	так и	4	5
65	все это	6	5
66	с этим	2	5
67	и что	3	5
68	в результате	2	5
69	все эти	4	5
70	так как	5	5
71	с ним	2	5
72	с его	5	4
73	вовсе не	9	4
74	можно сказать	4	4
75	в этой	3	4
76	конечно не	8	4
77	и о	3	4
78	он не	4	4
79	в нем	17	4
80	то это	3	4
81	в этих	4	4
82	него в	3	4
83	то же	6	4
84	и наконец	4	4
85	на этот	2	4
86	и он	6	4
87	так же	3	4
88	той же	3	4
89	и на	11	4
90	но это	6	4
91	о том	5	4
92	здесь не	4	4
93	отношение к	3	4
94	уже в	4	3
95	мы будем	2	3
96	в отношении	3	3
97	хотя бы	2	3
98	из этих	3	3
99	же время	5	3
100	что и	3	3
101	да и	4	3
102	по существу	3	3
103	и как	2	3
104	что я	6	3
105	более или	3	3
106	но не	4	3
107	он и	4	3
108	в данном	2	3
109	и для	3	3
110	том же	4	3
111	никак не	3	3
112	еще более	3	3
113	с точки	9	3
114	во всех	5	3
115	в последний	2	3
116	нам кажется	5	3
117	или менее	3	3
118	как в	4	3
119	в отличие	3	3
120	отношения к	2	3
121	таким образом	4	3
122	только и	2	3
123	те же	2	3
124	уже не	4	3
125	должно быть	4	3
126	отличие от	3	3
127	к ней	2	3
128	но он	3	3
129	и это	3	3
130	дело в	3	3
131	не могли	2	3
132	к нему	5	2
133	он сам	2	2
134	у достоевского	16	2
135	это не	5	2
136	правда в	3	2
137	раз и	4	2
138	бытия и	3	2
139	на все	2	2
140	здесь в	2	2
141	к тому	2	2
142	в общем	2	2
143	без всякого	2	2
144	друг друга	6	2
145	мы сказали	3	2
146	на этом	3	2
147	а то	3	2
148	есть и	2	2
149	она не	3	2
150	и сам	5	2
151	достоевского но	3	2
152	кажется что	3	2
153	мы уже	3	2
154	себе и	3	2
155	в самом	9	2
156	в сущности	7	2
157	во сне	2	2
158	же и	4	2
159	на то	3	2
160	о нем	6	2
161	в виду	4	2
162	а что	4	2
163	людей в	2	2
164	себя в	3	2
165	и до	3	2
166	в их	4	2
167	но дело	2	2
168	того как	2	2
169	но все	2	2
170	мы находим	5	2
171	в той	3	2
172	и по	2	2
173	можно было	2	2
174	мысли и	2	2
175	их в	3	2
176	и при	3	2
177	сам по	3	2
178	и во	3	2
179	того и	2	2
180	как он	3	2
181	ничего не	2	2
182	мы не	4	2
