N	3gram	Voloshinov_2	Problema
1	по отношению к	8	19
2	не может быть	10	11
3	с точки зрения	13	6
4	в большинстве случаев	5	5
5	в отличие от	3	5
6	в высшей степени	3	5
7	и прежде всего	2	5
8	то же время	8	3
9	в самом деле	5	3
10	в то же	8	3
11	с одной стороны	3	3
12	в противном случае	2	3
13	бы то ни	4	3
14	на самом деле	4	3
15	в том что	6	3
16	лишь там где	2	2
17	то ни было	4	2
18	той или иной	4	2
19	в коем случае	2	2
20	то же самое	5	2
21	ни в коем	2	2
22	того или иного	2	2
23	и не может	3	2
24	мы можем сказать	2	2
25	но и в	2	2
26	точки зрения самого	2	2
27	для того чтобы	6	2
