N	2gram	Tiupa_Lite_2	Myshleni
1	в этом	9	29
2	точки зрения	4	28
3	и в	19	26
4	не только	8	24
5	для себя	2	24
6	то что	7	24
7	с точки	3	21
8	представляет собой	2	19
9	в том	10	18
10	и не	11	18
11	для того	2	18
12	том что	7	17
13	потому что	2	16
14	как и	10	15
15	этом случае	2	14
16	того что	5	14
17	так как	3	14
18	что в	4	12
19	вместе с	5	12
20	и его	3	12
21	но и	10	11
22	мысли и	2	11
23	не может	9	11
24	слова и	7	10
25	в сущности	3	9
26	тем что	4	9
27	в себе	6	9
28	же как	2	8
29	то же	12	8
30	что он	3	8
31	тем самым	3	8
32	той же	2	8
33	прежде всего	4	7
34	может быть	17	7
35	и к	2	7
36	в ситуации	2	7
37	мы не	4	7
38	и то	3	7
39	в какой	2	6
40	по отношению	4	6
41	от слова	3	6
42	как на	3	6
43	как бы	2	6
44	в ее	2	6
45	все что	2	6
46	и что	2	6
47	было бы	2	6
48	во всех	3	6
49	все же	2	6
50	а не	20	6
51	с этой	2	5
52	до конца	2	5
53	одной стороны	6	5
54	в виду	2	5
55	в целом	2	5
56	данном случае	3	5
57	с одной	7	5
58	и с	3	5
59	одно из	2	5
60	в начале	3	5
61	как это	2	5
62	с тем	2	5
63	в качестве	5	5
64	отношению к	3	5
65	тем же	3	5
66	и для	3	5
67	в данном	3	5
68	не менее	6	4
69	никогда не	3	4
70	в нашем	2	4
71	с другой	8	4
72	в конце	2	4
73	в такой	2	4
74	так что	4	4
75	если в	2	4
76	не по	2	4
77	то и	3	4
78	и наконец	2	4
79	друг друга	2	4
80	в его	4	4
81	о том	2	4
82	но в	2	4
83	еще не	2	4
84	одной из	2	4
85	не в	4	4
86	речь в	2	4
87	и только	2	4
88	едва ли	4	4
89	в области	4	4
90	я не	5	3
91	для этого	2	3
92	одно и	2	3
93	тем не	2	3
94	но это	3	3
95	такой же	3	3
96	очевидно что	2	3
97	для него	4	3
98	в ней	4	3
99	в основе	2	3
100	не является	2	3
101	как к	3	3
102	этом отношении	3	3
103	но только	2	3
104	было сказано	2	3
105	он не	5	3
106	с ним	2	3
107	состоит в	9	3
108	в то	9	3
109	но не	5	3
110	и столь	2	3
111	что и	2	3
112	так и	7	3
113	как раз	2	3
114	из того	2	3
115	в этой	3	3
116	уже в	2	2
117	себя и	2	2
118	столь же	5	2
119	для нас	2	2
120	ли не	4	2
121	одним из	3	2
122	в конечном	5	2
123	один из	4	2
124	в нем	3	2
125	с ее	2	2
126	то как	2	2
127	в их	3	2
128	и других	4	2
129	на первом	2	2
130	слово не	2	2
131	а в	3	2
132	в своих	2	2
133	к этой	2	2
134	поэзии и	2	2
135	как феномен	2	2
136	конечном счете	5	2
137	вовсе не	2	2
138	что было	2	2
139	а затем	2	2
140	у нас	5	2
141	идет о	3	2
142	то в	2	2
143	ведь это	2	2
144	наконец в	2	2
145	даже в	4	2
146	и до	2	2
147	но с	3	2
148	ко всему	2	2
149	что не	2	2
150	из которых	2	2
151	и он	3	2
152	могут быть	2	2
153	с другим	2	2
154	ту же	2	2
155	не раз	2	2
156	ничего не	3	2
