N	2gram	Voloshinov_1	Problema
1	то что	5	42
2	и в	12	32
3	и не	10	31
4	не есть	2	29
5	не менее	3	19
6	в этом	4	19
7	тем не	3	18
8	не только	4	17
9	по себе	3	15
10	а не	5	15
11	в себе	3	15
12	как бы	13	14
13	может быть	14	14
14	но в	5	14
15	в нем	6	13
16	сказать что	7	13
17	что мы	5	13
18	что в	2	12
19	вещи и	2	12
20	том что	5	12
21	так и	4	12
22	о том	3	11
23	так как	9	11
24	то же	5	10
25	прежде всего	8	10
26	отнюдь не	5	10
27	нет ничего	2	10
28	ничего не	2	10
29	но не	2	9
30	в том	6	9
31	но и	3	9
32	и что	2	9
33	так же	3	9
34	же самое	2	9
35	еще не	3	9
36	в данном	2	9
37	данном случае	2	8
38	не может	16	8
39	все эти	3	8
40	и на	4	8
41	общего с	2	8
42	в своей	3	8
43	но это	2	8
44	и ее	3	8
45	никогда не	5	7
46	ни в	3	7
47	и является	4	7
48	все это	3	7
49	того что	3	7
50	в них	3	7
51	и все	2	7
52	только в	6	7
53	здесь не	3	7
54	при этом	6	6
55	в самом	4	6
56	в виду	5	6
57	таким образом	12	6
58	это не	2	6
59	и здесь	2	6
60	и то	2	6
61	его в	4	6
62	как это	2	6
63	в то	2	6
64	за пределы	4	6
65	в его	2	6
66	на самом	4	6
67	самом деле	3	6
68	в своем	2	5
69	можно сказать	5	5
70	для нас	7	5
71	в котором	3	5
72	не в	4	4
73	и пр	3	4
74	ни на	2	4
75	если бы	9	4
76	в литературе	4	4
77	литературы и	4	4
78	как в	5	4
79	только на	3	4
80	и притом	2	4
81	и для	3	4
82	мы можем	2	4
83	и вообще	3	4
84	уже в	2	3
85	что не	4	3
86	в этих	2	3
87	в отношении	2	3
88	с другой	4	3
89	как же	2	3
90	но все	2	3
91	но для	3	3
92	искусства и	2	3
93	в настоящее	2	3
94	хотя бы	5	3
95	и уже	3	3
96	другой стороны	2	3
97	смысл и	2	3
98	и его	13	3
99	и вполне	2	3
100	но отнюдь	2	3
101	или не	3	3
102	точки зрения	14	3
103	настоящее время	2	3
104	и следовательно	5	3
105	с ним	3	3
106	бы мы	3	3
107	в жизни	5	3
108	ясно что	3	3
109	как и	5	3
110	или события	2	3
111	до сих	3	3
112	мы в	2	3
113	он не	2	3
114	мы никогда	2	3
115	оно не	2	3
116	быть и	3	3
117	сих пор	3	3
118	да и	3	3
119	уже не	4	3
120	бы оно	2	3
121	к нему	4	3
122	с точки	2	3
123	в каком	3	3
124	дело в	4	3
125	в чем	2	3
126	все время	6	2
127	делает его	2	2
128	всех актов	2	2
129	его как	2	2
130	но что	2	2
131	для него	3	2
132	кроме того	2	2
133	от всех	2	2
134	и с	3	2
135	известной степени	2	2
136	к его	2	2
137	мы имеем	2	2
138	между тем	3	2
139	с его	2	2
140	могут быть	2	2
141	не сможем	2	2
142	он должен	3	2
143	и так	2	2
144	конечно в	2	2
145	она не	2	2
146	на один	2	2
147	и потому	2	2
148	вместе с	2	2
149	сколько бы	3	2
150	мы не	3	2
151	с другими	2	2
152	едва ли	2	2
