N	2gram	Voloshinov_1	Mirosoze
1	может быть	26	30
2	не только	8	29
3	и в	19	28
4	не может	24	28
5	но и	8	25
6	а не	7	25
7	он не	3	24
8	в этом	16	20
9	не было	3	18
10	не в	5	16
11	это –	4	16
12	в ней	4	15
13	в своей	3	15
14	и есть	3	14
15	никогда не	2	14
16	до конца	5	14
17	в нем	10	13
18	человека в	2	13
19	он –	3	12
20	и он	2	12
21	и это	3	12
22	для него	9	11
23	в самом	10	11
24	и не	26	11
25	что в	4	10
26	в своем	2	10
27	прежде всего	13	10
28	и все	5	10
29	что он	2	10
30	было бы	4	10
31	и потому	5	10
32	в его	6	9
33	не есть	3	9
34	и его	19	9
35	есть лишь	2	9
36	в котором	3	8
37	того что	3	7
38	в конце	5	7
39	но в	7	7
40	нет ничего	3	7
41	менее всего	2	7
42	в себе	2	7
43	должна быть	2	6
44	в том	6	6
45	все это	3	6
46	лишь в	9	6
47	и на	4	6
48	все в	2	6
49	только в	9	6
50	в которой	3	6
51	не могут	3	5
52	– не	6	5
53	мира и	2	5
54	если он	2	5
55	от нее	2	5
56	у нас	2	5
57	как и	12	5
58	то что	8	5
59	нет и	4	5
60	с этой	2	4
61	не знает	2	4
62	мог бы	2	4
63	а в	4	4
64	точки зрения	34	4
65	и этот	2	4
66	не как	2	4
67	xix века	3	4
68	это и	3	4
69	от него	2	4
70	она не	2	4
71	за пределы	5	4
72	что и	2	4
73	или к	2	4
74	тем что	2	4
75	к тому	2	3
76	но если	2	3
77	и их	2	3
78	этот процесс	3	3
79	не имеет	3	3
80	должно быть	2	3
81	с этим	4	3
82	его в	3	3
83	так как	2	3
84	и с	2	3
85	для них	2	3
86	– говорит	4	3
87	в ее	7	3
88	том что	3	3
89	ничего не	6	3
90	конечно не	5	3
91	бы и	2	3
92	– все	3	3
93	хотя бы	5	3
94	место в	3	2
95	связана с	2	2
96	и от	3	2
97	вопрос о	4	2
98	момент в	3	2
99	высшей степени	3	2
100	в свою	2	2
101	для того	4	2
102	он ни	2	2
103	одним из	2	2
104	на этот	3	2
105	в виду	2	2
106	себе и	2	2
107	жизни и	2	2
108	могут быть	2	2
109	по отношению	3	2
110	все эти	7	2
111	и те	7	2
112	сказать что	4	2
113	в начале	5	2
114	в истории	3	2
115	как бы	15	2
116	о том	2	2
117	как он	2	2
118	бы в	2	2
119	не существует	3	2
120	в основе	2	2
121	а как	3	2
122	к этой	2	2
123	если бы	2	2
124	жизни в	4	2
125	в высшей	3	2
126	и во	2	2
127	к этому	5	2
128	различие между	3	2
129	отношению к	2	2
130	его понимания	2	2
131	в то	3	2
132	до сих	8	2
133	и к	3	2
134	все же	8	2
135	сих пор	8	2
136	не остается	2	2
137	как в	4	2
138	и сама	2	2
139	мысли и	4	2
140	она может	3	2
141	входит в	5	2
142	того чтобы	5	2
143	и как	3	2
144	и для	11	2
145	к этим	3	2
146	конце концов	3	2
147	образ и	2	2
148	от этого	2	2
149	в каком	3	2
150	отношении к	4	2
151	не все	2	2
