N	2gram	Propp_Isto_5	FransuaR
1	и в	25	65
2	и др	3	24
3	как бы	2	22
4	и не	11	22
5	вовсе не	2	18
6	в том	6	16
7	в этом	10	15
8	в нем	7	13
9	мы уже	4	12
10	прежде всего	6	11
11	и на	8	11
12	и его	9	10
13	и потому	2	10
14	не только	13	10
15	но и	13	10
16	все эти	8	10
17	в его	12	9
18	во всех	2	9
19	все это	4	9
20	в дальнейшем	4	8
21	формы и	2	7
22	его в	9	7
23	жизни и	2	7
24	точки зрения	2	7
25	только в	7	7
26	никогда не	3	6
27	том что	8	6
28	все же	10	6
29	как мы	5	6
30	еще не	8	6
31	может быть	17	6
32	в ней	5	6
33	сказать что	2	6
34	так как	11	6
35	в частности	7	5
36	превращается в	7	5
37	потому что	7	5
38	и пр	3	5
39	в своей	2	5
40	связь с	8	5
41	как в	6	5
42	как и	7	5
43	и все	3	5
44	связи с	8	4
45	это уже	2	4
46	не в	6	4
47	в этой	3	4
48	совершенно не	2	4
49	из них	2	4
50	сих пор	2	4
51	до сих	2	4
52	для нас	5	4
53	во время	7	4
54	входит в	5	4
55	что в	8	3
56	это не	6	3
57	что он	22	3
58	в ее	4	3
59	но все	5	3
60	но это	7	3
61	мы и	2	3
62	самом деле	2	3
63	но для	2	3
64	о нем	3	3
65	даже в	2	3
66	к нему	3	3
67	то что	7	3
68	на этой	4	3
69	не может	6	3
70	и других	2	3
71	в себя	3	3
72	в форме	3	3
73	уже не	11	3
74	с другой	9	3
75	друг друга	3	3
76	в других	2	3
77	в более	3	3
78	и вообще	3	3
79	связан с	2	3
80	и здесь	7	3
81	с ним	4	3
82	ничего не	2	3
83	и с	3	3
84	но не	5	2
85	в книге	3	2
86	представления о	3	2
87	его к	3	2
88	можно сказать	2	2
89	так например	2	2
90	же в	2	2
91	а затем	7	2
92	мы видим	8	2
93	это время	2	2
94	одной стороны	7	2
95	в это	2	2
96	и он	6	2
97	несмотря на	2	2
98	например в	5	2
99	наряду с	4	2
100	он не	4	2
101	в основном	4	2
102	его на	4	2
103	в свое	2	2
104	в таких	3	2
105	и для	2	2
106	в целом	3	2
107	в некоторых	4	2
108	время в	2	2
109	на него	8	2
110	в свете	3	2
111	особенно в	2	2
112	с одной	7	2
113	на них	2	2
114	и этим	2	2
115	на тех	2	2
116	мы здесь	4	2
117	того что	2	2
118	что мы	2	2
119	и по	2	2
120	одним из	2	2
121	роль в	2	2
122	или в	6	2
123	образом в	2	2
124	их в	3	2
125	в этих	6	2
126	могут быть	6	2
127	во всем	2	2
128	о том	7	2
129	и это	4	2
130	в особенности	3	2
131	здесь еще	3	2
132	это было	2	2
