N	2gram	Losev_Dial_3	formyVre
1	и в	24	50
2	в этом	8	25
3	в нем	3	24
4	и его	5	16
5	прежде всего	8	15
6	и не	27	14
7	как мы	2	14
8	вовсе не	13	13
9	как раз	7	13
10	в его	2	13
11	по существу	2	12
12	так и	5	12
13	может быть	13	11
14	таким образом	13	11
15	мы уже	3	11
16	то же	6	11
17	и как	8	10
18	но в	2	10
19	в том	5	9
20	же время	3	9
21	в особенности	7	9
22	все эти	3	9
23	в то	5	9
24	не только	23	9
25	с его	2	9
26	ничего не	17	9
27	в самом	7	8
28	и т	24	8
29	но и	9	8
30	и на	3	8
31	как и	7	8
32	жизни и	5	8
33	ни в	9	8
34	не было	3	7
35	и во	2	7
36	в условиях	2	7
37	для себя	2	7
38	все же	3	6
39	в частности	2	6
40	это не	4	6
41	например в	2	6
42	в их	2	6
43	не может	19	6
44	так же	4	6
45	так как	6	6
46	у него	2	6
47	с этим	3	6
48	и все	6	6
49	то что	14	6
50	что в	7	5
51	не в	3	5
52	этот ряд	2	5
53	только и	2	5
54	время как	4	5
55	в основе	3	5
56	точки зрения	25	5
57	если бы	6	5
58	отнюдь не	10	5
59	но не	2	5
60	еще не	2	5
61	он не	5	5
62	для того	3	5
63	и у	2	5
64	могут быть	2	5
65	но на	2	4
66	в своем	3	4
67	мы и	4	4
68	кроме того	6	4
69	и следовательно	2	4
70	все это	6	4
71	не имеет	11	4
72	потому что	7	4
73	и с	6	4
74	в ней	2	4
75	именно как	3	4
76	нет ничего	9	4
77	пространства и	2	4
78	в них	5	4
79	то время	4	4
80	конечно не	4	4
81	жизнь и	4	4
82	том что	8	4
83	и для	2	4
84	и то	4	4
85	только в	5	4
86	и это	4	4
87	не могут	4	3
88	себя и	2	3
89	к тому	4	3
90	при этом	2	3
91	не имеют	2	3
92	хотя и	5	3
93	в виду	7	3
94	и уже	2	3
95	со всеми	2	3
96	с одной	3	3
97	именно в	2	3
98	они не	2	3
99	друг друга	3	3
100	а в	2	3
101	вообще не	2	3
102	их в	2	3
103	сказать что	4	3
104	одно из	5	3
105	ни к	3	3
106	но они	2	3
107	не знает	3	3
108	есть не	9	3
109	же в	2	3
110	одно и	5	3
111	в сущности	10	3
112	и потому	2	3
113	только к	2	3
114	что и	6	3
115	только на	7	3
116	а не	26	3
117	что не	5	3
118	мы не	5	3
119	в таком	14	3
120	или в	2	3
121	нас в	2	3
122	во всяком	2	3
123	быть только	2	3
124	и ее	3	3
125	в себе	2	3
126	же как	2	2
127	никогда не	7	2
128	с другой	4	2
129	никто не	2	2
130	мир и	3	2
131	и нет	7	2
132	что все	14	2
133	была бы	3	2
134	вопрос о	5	2
135	или иной	4	2
136	для нас	2	2
137	тому же	2	2
138	лишь как	2	2
139	есть в	3	2
140	для него	4	2
141	одной стороны	3	2
142	но для	2	2
143	не о	2	2
144	есть только	12	2
145	природы и	2	2
146	еще и	2	2
147	на них	2	2
148	можно только	4	2
149	того что	12	2
150	и даже	13	2
151	и по	2	2
152	или не	5	2
153	также и	2	2
154	личности и	5	2
155	же и	2	2
156	той или	2	2
157	и является	2	2
158	во всем	3	2
159	в истории	4	2
160	что мы	8	2
161	мир в	3	2
162	из нее	2	2
163	он должен	3	2
164	раз и	3	2
165	исторического процесса	2	2
166	тогда когда	5	2
167	ясно что	7	2
168	по себе	20	2
169	и к	5	2
170	об этом	6	2
171	в чем	4	2
172	одна из	3	2
173	есть именно	6	2
174	было бы	5	2
175	нет и	4	2
176	оно не	6	2
177	но она	3	2
178	как бы	3	2
179	быть и	3	2
180	ее в	2	2
181	всего этого	2	2
182	даже не	6	2
183	и прежде	3	2
184	совершенно не	2	2
185	разного рода	2	2
186	уже не	5	2
187	а мы	3	2
188	с точки	14	2
189	хотя бы	4	2
190	той же	3	2
191	в данном	2	2
192	тем что	3	2
193	на себя	3	2
194	в каком	3	2
195	того и	2	2
196	и вообще	2	2
197	его на	2	2
