N	2gram	Trubetskoy_1	Analitik
1	в качестве	3	31
2	может быть	9	29
3	в том	17	27
4	не может	22	22
5	и не	19	21
6	в частности	2	19
7	и в	14	18
8	а не	2	17
9	но и	10	17
10	отнюдь не	7	15
11	не только	9	15
12	тогда как	2	14
13	не в	4	14
14	как и	4	13
15	в его	4	13
16	в этом	17	13
17	том что	9	12
18	при этом	5	12
19	состоит в	2	11
20	в себе	9	11
21	но не	4	10
22	то же	11	9
23	а в	5	9
24	в то	10	9
25	в мире	4	8
26	не есть	3	8
27	но в	2	8
28	к тому	7	7
29	том чтобы	3	7
30	тем самым	2	7
31	прежде всего	8	6
32	или иной	5	6
33	же время	10	6
34	в самом	3	6
35	себя в	4	6
36	той или	3	6
37	то что	13	6
38	в своей	5	6
39	по отношению	2	6
40	точки зрения	11	6
41	только в	5	6
42	и как	3	5
43	в этой	4	5
44	что в	4	5
45	как бы	4	5
46	в их	4	5
47	и состоит	2	5
48	сводится к	3	5
49	лишь в	3	5
50	между тем	5	5
51	и на	5	5
52	о том	7	5
53	того что	3	4
54	и более	2	4
55	себя и	5	4
56	лишь при	5	4
57	по себе	2	4
58	ни в	2	4
59	для того	6	4
60	в области	2	4
61	все же	4	4
62	вместе с	4	4
63	именно в	3	4
64	уже не	2	4
65	из которых	5	4
66	с точки	9	4
67	в другом	3	4
68	с ним	2	4
69	место в	2	3
70	не могут	4	3
71	и есть	2	3
72	то ни	4	3
73	хотя бы	5	3
74	или иного	2	3
75	в нем	5	3
76	и к	6	3
77	что он	6	3
78	она может	3	3
79	и т	3	3
80	в силу	2	3
81	еще не	3	3
82	он не	5	3
83	в котором	2	3
84	если в	6	3
85	что и	3	3
86	не будет	7	3
87	бы то	4	3
88	таким образом	11	3
89	а с	2	3
90	того чтобы	8	3
91	того или	2	3
92	к нему	2	3
93	в таком	2	3
94	как будто	2	3
95	если бы	6	3
96	только для	2	2
97	и то	4	2
98	одному из	2	2
99	взгляде на	2	2
100	никогда не	5	2
101	все эти	2	2
102	его и	2	2
103	между собой	5	2
104	для этого	3	2
105	из этих	3	2
106	тогда когда	4	2
107	не просто	2	2
108	том и	2	2
109	вопрос о	5	2
110	бы ни	2	2
111	не должен	2	2
112	в начале	2	2
113	то в	3	2
114	и потому	3	2
115	должно быть	3	2
116	для него	6	2
117	было бы	5	2
118	несмотря на	3	2
119	говоря о	2	2
120	и о	2	2
121	не о	2	2
122	и является	2	2
123	не к	2	2
124	из них	3	2
125	данном случае	3	2
126	со стороны	4	2
127	что же	4	2
128	и тогда	2	2
129	отличается от	2	2
130	отношения к	2	2
131	на самом	6	2
132	самом деле	7	2
133	и по	3	2
134	на себя	2	2
135	самим собой	12	2
136	культуры в	3	2
137	для себя	2	2
138	в данном	7	2
139	так как	4	2
140	потому что	5	2
141	в сознании	3	2
142	и с	7	2
