N	2gram	Potebnia_M_2	EvropaiC
1	таким образом	11	32
2	в том	18	31
3	и в	24	24
4	том что	8	20
5	все эти	2	19
6	не может	12	18
7	то что	20	17
8	может быть	23	15
9	все же	5	15
10	до сих	4	12
11	сих пор	4	12
12	самом деле	2	12
13	в этом	8	12
14	все это	2	11
15	между тем	6	11
16	с этим	7	11
17	мы знаем	2	10
18	как бы	9	10
19	из себя	2	10
20	по отношению	2	10
21	все что	3	10
22	во всех	7	10
23	так и	5	10
24	на то	5	9
25	при этом	13	9
26	как и	7	9
27	того же	14	9
28	что в	16	9
29	не в	13	8
30	в самом	4	8
31	так же	2	8
32	если бы	11	8
33	и все	3	8
34	а и	5	8
35	касается до	2	8
36	не менее	5	7
37	но и	9	7
38	и не	19	7
39	и что	4	7
40	из этих	4	7
41	о котором	2	7
42	о том	5	7
43	что он	4	7
44	о которых	3	7
45	или менее	8	7
46	на самом	2	7
47	того чтобы	2	7
48	для того	5	7
49	более или	8	7
50	а между	4	7
51	с другой	6	6
52	так что	10	6
53	в общем	2	6
54	того что	7	6
55	как на	3	6
56	и на	8	6
57	так как	10	6
58	с ним	5	6
59	в сознании	23	6
60	и при	3	6
61	еще не	4	6
62	что и	11	6
63	тогда как	10	6
64	мы можем	12	6
65	только в	11	6
66	вместе с	11	6
67	что это	3	5
68	столь же	5	5
69	и от	3	5
70	на все	3	5
71	что все	2	5
72	у него	2	5
73	что с	2	5
74	в целом	3	5
75	и их	5	5
76	другой стороны	2	5
77	потому что	49	5
78	его в	3	5
79	между собою	7	5
80	но в	4	5
81	ничем не	2	5
82	к этому	2	5
83	в то	6	5
84	и если	4	5
85	в его	2	5
86	не только	15	5
87	и для	3	5
88	но все	2	5
89	между двумя	6	5
90	в себе	10	5
91	далеко не	3	5
92	в которой	5	5
93	на вопрос	3	4
94	не могут	7	4
95	никогда не	4	4
96	и проч	10	4
97	тем не	6	4
98	что его	3	4
99	хотя и	3	4
100	из них	5	4
101	которых мы	3	4
102	а потому	5	4
103	факт что	2	4
104	не так	3	4
105	должно быть	2	4
106	и то	3	4
107	всех этих	2	4
108	в состоянии	6	4
109	связи с	6	4
110	мы должны	2	4
111	не есть	6	4
112	то же	12	4
113	а с	2	4
114	если мы	3	4
115	и у	3	4
116	хотя бы	2	4
117	в таком	4	4
118	с одной	4	3
119	но даже	3	3
120	в нашем	2	3
121	в этих	3	3
122	с в	2	3
123	одного и	6	3
124	вопрос о	2	3
125	для нас	31	3
126	очевидно что	3	3
127	указывают на	2	3
128	в нем	9	3
129	от того	5	3
130	что оно	4	3
131	и других	2	3
132	образом в	4	3
133	и по	2	3
134	а в	8	3
135	это не	3	3
136	что только	2	3
137	что мы	11	3
138	и потому	2	3
139	бы в	2	3
140	с тем	4	3
141	можно назвать	2	3
142	прежде всего	7	3
143	на нас	3	3
144	в жизни	2	3
145	и того	6	3
146	у нас	2	3
147	во всем	2	3
148	от него	4	3
149	тот же	5	3
150	и может	3	3
151	что если	6	3
152	как для	2	3
153	только что	3	3
154	должны быть	4	3
155	ко всем	2	3
156	которые не	3	3
157	в связи	2	3
158	и вообще	3	3
159	и это	2	3
160	не то	2	3
161	свою очередь	6	2
162	и весь	2	2
163	но на	2	2
164	независимо от	9	2
165	себя и	2	2
166	тому что	2	2
167	что у	2	2
168	как при	3	2
169	что на	3	2
170	для него	10	2
171	такой же	4	2
172	что они	5	2
173	на этом	2	2
174	же время	2	2
175	в свою	6	2
176	одной стороны	3	2
177	от себя	2	2
178	в ней	3	2
179	но если	2	2
180	всяком случае	7	2
181	в котором	4	2
182	только один	4	2
183	и уже	5	2
184	при виде	3	2
185	что она	3	2
186	заключает в	4	2
187	то и	9	2
188	имеет место	2	2
189	что для	3	2
190	те же	3	2
191	в самой	3	2
192	в одно	8	2
193	они не	4	2
194	ни было	3	2
195	к таким	2	2
196	с ними	3	2
197	одно из	3	2
198	на более	2	2
199	не было	6	2
200	а это	2	2
201	во всяком	7	2
202	то есть	30	2
203	в них	5	2
204	же что	3	2
205	тогда когда	10	2
206	вовсе не	9	2
207	этого последнего	3	2
208	только тогда	3	2
209	а к	2	2
210	одна из	4	2
211	но не	12	2
212	было бы	13	2
213	не от	5	2
214	общего с	2	2
215	между прочим	4	2
216	тем как	2	2
217	как не	3	2
218	на него	3	2
219	одной и	2	2
220	в себя	2	2
221	о которой	3	2
222	тем самым	4	2
223	между ними	2	2
224	для самого	4	2
225	которой мы	2	2
226	невозможно но	2	2
227	в другом	2	2
228	если это	2	2
229	с общим	2	2
230	этого слова	6	2
231	есть в	2	2
232	и только	6	2
233	которые могут	4	2
234	в эту	3	2
235	и поэтому	2	2
