N	2gram	Voloshinov_1	Problemy
1	и в	38	35
2	как бы	28	31
3	и не	14	27
4	что он	2	24
5	в его	6	21
6	но в	5	19
7	не может	12	18
8	как и	10	18
9	в нем	4	16
10	то есть	4	16
11	то же	14	15
12	с самим	2	15
13	и все	4	15
14	но и	13	14
15	для него	3	14
16	может быть	13	14
17	все это	4	14
18	и его	7	14
19	в этом	10	14
20	к нему	2	13
21	он не	2	13
22	прежде всего	21	12
23	и с	5	12
24	и к	4	12
25	в то	9	11
26	слова и	5	11
27	не в	6	10
28	самом деле	4	10
29	же время	7	10
30	не только	27	10
31	то что	8	10
32	в отношении	2	9
33	на самом	3	9
34	самого начала	4	8
35	так и	6	8
36	с самого	4	8
37	потому что	5	8
38	мы уже	10	8
39	все же	7	8
40	как мы	9	8
41	и слово	3	8
42	и для	3	8
43	и сам	2	7
44	лишь в	4	7
45	так же	4	7
46	а в	5	7
47	и наконец	5	7
48	точки зрения	10	7
49	с ним	2	7
50	с его	7	7
51	вовсе не	2	7
52	еще не	3	7
53	себе и	2	7
54	что же	8	7
55	таким образом	7	7
56	слова в	5	6
57	к тому	4	6
58	но это	2	6
59	отношение к	2	6
60	в самом	4	6
61	что у	3	6
62	и на	6	6
63	не знает	3	6
64	в одном	3	6
65	но не	2	6
66	и т.п	21	6
67	в слове	3	6
68	только в	6	6
69	в конце	6	5
70	в том	2	5
71	да и	4	5
72	и даже	3	5
73	этого слова	3	5
74	на него	4	5
75	как в	2	5
76	внутренней речи	18	5
77	к своему	4	5
78	и то	3	5
79	в себе	9	5
80	и это	7	5
81	все время	5	4
82	никогда не	7	4
83	друг другу	2	4
84	та же	3	4
85	его внутренней	4	4
86	или иной	4	4
87	в мире	2	4
88	слова о	3	4
89	но все	4	4
90	на его	5	4
91	и вот	3	4
92	между тем	3	4
93	и так	6	4
94	теперь в	3	4
95	той или	3	4
96	но как	2	4
97	ведь и	2	4
98	его в	4	4
99	так как	7	4
100	бы в	5	4
101	это слово	2	4
102	по своему	3	4
103	тот же	2	4
104	нет и	3	4
105	в своей	2	4
106	только на	3	4
107	в той	5	4
108	а не	6	4
109	и без	4	4
110	тем что	2	4
111	внутреннюю речь	3	4
112	что это	4	4
113	уже в	5	3
114	и от	7	3
115	словом и	3	3
116	тому же	2	3
117	о своей	4	3
118	в виду	3	3
119	если б	4	3
120	в целом	4	3
121	из них	3	3
122	его и	3	3
123	в форме	6	3
124	все эти	2	3
125	не мог	3	3
126	того что	4	3
127	должно быть	2	3
128	это не	3	3
129	сказать что	3	3
130	даже и	2	3
131	нуждается в	2	3
132	в начале	3	3
133	мы должны	10	3
134	человека с	2	3
135	или как	6	3
136	в котором	3	3
137	с тем	8	3
138	внутренняя речь	5	3
139	эти слова	8	3
140	с этим	2	3
141	в ее	3	3
142	том что	3	3
143	одно и	4	3
144	слов и	7	3
145	было бы	7	3
146	во всех	6	3
147	конце концов	3	3
148	что и	3	3
149	а с	5	3
150	уже не	4	3
151	другого человека	2	3
152	слов в	4	3
153	и т.д	21	3
154	ничего не	8	3
155	так сказать	4	2
156	времени и	2	2
157	в душе	2	2
158	приведенных нами	2	2
159	в этих	2	2
160	тому что	5	2
161	в кругозор	2	2
162	и речь	2	2
163	вопрос о	2	2
164	слова мы	2	2
165	в дальнейшем	2	2
166	но что	3	2
167	при этом	9	2
168	было в	4	2
169	на другого	4	2
170	ничего что	2	2
171	хотя и	3	2
172	мы видели	5	2
173	на слушателя	4	2
174	что оно	3	2
175	те же	4	2
176	не просто	2	2
177	но эта	2	2
178	увидим что	2	2
179	каждый из	2	2
180	но для	3	2
181	в которых	2	2
182	их в	3	2
183	в ней	8	2
184	теперь же	2	2
185	по своей	2	2
186	ни на	3	2
187	но ведь	6	2
188	о том	4	2
189	и определяется	2	2
190	и ни	2	2
191	слово в	2	2
192	я и	2	2
193	смысле этого	2	2
194	однако в	2	2
195	того времени	4	2
196	в жизни	2	2
197	своего героя	2	2
198	с собой	2	2
199	точек зрения	4	2
200	слово не	4	2
201	должна была	2	2
202	почему же	2	2
203	мы увидим	5	2
204	одной из	2	2
205	конечно не	3	2
206	мы говорили	2	2
207	друг друга	2	2
208	себя в	4	2
209	войти в	2	2
210	слова не	2	2
211	вместе с	5	2
212	этот процесс	2	2
213	бы и	2	2
214	бы не	2	2
215	слово и	3	2
216	и он	2	2
217	и как	9	2
218	про себя	2	2
219	хотя бы	18	2
220	с точки	5	2
221	в которой	7	2
222	той же	5	2
223	да еще	2	2
224	у человека	2	2
225	или в	2	2
226	можно было	4	2
227	с другими	2	2
228	мы можем	7	2
229	между двумя	2	2
230	внутренней жизни	3	2
231	и вообще	2	2
232	глаза и	2	2
