N	2gram	Propp_Isto_4	formyVre
1	и в	26	50
2	в этом	7	25
3	в нем	2	24
4	в греческом	2	24
5	и его	10	16
6	и не	9	14
7	как мы	5	14
8	вовсе не	4	13
9	в его	5	13
10	по существу	3	12
11	так и	10	12
12	может быть	14	11
13	таким образом	10	11
14	мы уже	5	11
15	то же	8	11
16	и как	5	10
17	но в	5	10
18	в том	3	9
19	и др	5	9
20	в особенности	2	9
21	все эти	3	9
22	в других	2	9
23	не только	15	9
24	ничего не	5	9
25	и т	27	8
26	и их	2	8
27	но и	12	8
28	и на	2	8
29	как и	7	8
30	ни в	2	8
31	и во	2	7
32	все же	9	6
33	в частности	2	6
34	это не	5	6
35	в дальнейшем	6	6
36	например в	3	6
37	не может	6	6
38	лишь в	2	6
39	так же	18	6
40	так как	9	6
41	у него	5	6
42	с этим	2	6
43	и все	2	6
44	связи с	3	6
45	то что	16	6
46	как в	7	6
47	между двумя	12	6
48	что в	14	5
49	и другие	3	5
50	в образе	3	5
51	не в	5	5
52	в связи	2	5
53	превращения в	2	5
54	но все	5	5
55	если бы	2	5
56	но не	5	5
57	еще не	6	5
58	наряду с	3	5
59	он не	7	5
60	не могло	2	5
61	и у	5	5
62	могут быть	6	5
63	в своем	2	4
64	здесь на	2	4
65	все это	2	4
66	не имеет	3	4
67	потому что	6	4
68	и с	5	4
69	к себе	3	4
70	конечно не	2	4
71	том что	3	4
72	и то	6	4
73	только в	3	4
74	здесь не	4	4
75	не могут	2	3
76	в этих	7	3
77	формы и	2	3
78	с тем	2	3
79	при этом	3	3
80	хотя и	2	3
81	в форме	2	3
82	и других	3	3
83	но эта	4	3
84	а в	8	3
85	их в	7	3
86	сказать что	2	3
87	его в	9	3
88	в одном	5	3
89	а как	2	3
90	к этому	5	3
91	же в	3	3
92	в качестве	7	3
93	что и	9	3
94	вместе с	6	3
95	сих пор	5	3
96	а не	6	3
97	между ними	3	3
98	мы видим	6	3
99	или в	3	3
100	в себе	2	3
101	до сих	5	3
102	уже в	2	2
103	же как	13	2
104	никогда не	2	2
105	его и	2	2
106	к своей	3	2
107	с другой	4	2
108	вопрос о	4	2
109	для нас	3	2
110	его от	2	2
111	происходит в	2	2
112	есть в	2	2
113	но для	2	2
114	есть только	3	2
115	в целом	2	2
116	не к	2	2
117	отношение к	2	2
118	в некоторых	5	2
119	к своему	3	2
120	те же	3	2
121	с помощью	2	2
122	всякого рода	3	2
123	он становится	2	2
124	того что	2	2
125	и даже	4	2
126	и по	5	2
127	к ним	2	2
128	в которых	4	2
129	но он	4	2
130	во всем	3	2
131	в истории	2	2
132	что мы	3	2
133	мы должны	5	2
134	как он	6	2
135	тех же	2	2
136	сравнению с	3	2
137	он должен	3	2
138	по себе	2	2
139	об этом	7	2
140	одна из	2	2
141	во все	2	2
142	эта форма	2	2
143	с этими	2	2
144	было бы	2	2
145	а также	3	2
146	в этот	4	2
147	по сравнению	3	2
148	в своей	4	2
149	как бы	3	2
150	связь между	2	2
151	уже не	5	2
152	хотя бы	2	2
153	в данном	3	2
154	тем что	5	2
155	на себя	4	2
156	его на	4	2
157	попадает в	3	2
158	там где	3	2
