N	2gram	Propp_Isto_1	Hudozhes
1	и в	28	28
2	том что	7	19
3	в ее	2	18
4	и не	9	18
5	в том	9	15
6	а не	15	14
7	не в	9	13
8	в этом	8	13
9	о том	9	12
10	перед нами	3	11
11	как и	4	11
12	при этом	3	11
13	в его	5	11
14	не только	12	11
15	уже не	3	10
16	но и	10	9
17	в себе	2	9
18	что он	10	8
19	может быть	25	8
20	себя в	2	8
21	так и	9	8
22	между тем	2	8
23	я не	3	7
24	к тому	6	7
25	об этом	4	7
26	в частности	2	7
27	отношению к	3	7
28	что она	5	7
29	по отношению	3	7
30	с ним	2	7
31	как это	3	7
32	это не	7	6
33	в котором	3	6
34	то что	9	6
35	если бы	8	6
36	то же	12	6
37	а в	7	6
38	и с	4	6
39	тем что	3	6
40	в то	3	6
41	что это	8	5
42	и другие	4	5
43	не менее	6	5
44	в своем	5	5
45	как бы	2	5
46	как в	2	5
47	в этой	6	5
48	что в	12	5
49	наряду с	3	5
50	никогда не	14	5
51	и его	3	5
52	для него	2	5
53	ничего не	2	5
54	превращается в	4	4
55	у вас	2	4
56	тем не	6	4
57	говорит о	2	4
58	но не	5	4
59	что они	5	4
60	в качестве	5	4
61	вслед за	6	4
62	он не	2	4
63	в конечном	2	4
64	что и	6	4
65	и т	25	4
66	как раз	2	4
67	то и	2	4
68	не может	15	4
69	как будто	4	4
70	только в	11	4
71	была бы	2	3
72	столь же	2	3
73	с другой	6	3
74	в одном	5	3
75	прежде всего	10	3
76	в нем	2	3
77	для нас	13	3
78	как о	2	3
79	еще не	7	3
80	одной стороны	4	3
81	было бы	7	3
82	одной из	2	3
83	в ней	7	3
84	не все	4	3
85	в этих	7	3
86	на него	4	3
87	со стороны	2	3
88	все это	4	3
89	а с	2	3
90	с одной	4	3
91	чтобы не	3	3
92	и он	3	3
93	по его	2	3
94	так же	7	3
95	или в	5	3
96	можно было	5	3
97	о смерти	6	3
98	и на	4	3
99	же самое	3	3
100	будто бы	3	3
101	как он	2	3
102	в основе	4	2
103	еще одна	2	2
104	только для	2	2
105	т е	10	2
106	однако в	2	2
107	его и	2	2
108	именно так	2	2
109	именно в	3	2
110	не как	3	2
111	и от	2	2
112	вовсе не	2	2
113	как уже	2	2
114	не с	3	2
115	ему в	3	2
116	как мы	3	2
117	мы знаем	4	2
118	а по	2	2
119	ли он	3	2
120	же как	2	2
121	одна из	2	2
122	на этом	3	2
123	говорит в	2	2
124	мысль о	2	2
125	без другого	2	2
126	что не	2	2
127	не по	2	2
128	о нем	2	2
129	до сих	5	2
130	один из	4	2
131	это было	2	2
132	все же	10	2
133	из них	3	2
134	вместе с	6	2
135	дело не	5	2
136	сих пор	5	2
137	что же	3	2
138	приводит к	2	2
139	и тогда	3	2
140	дело с	2	2
141	здесь не	4	2
142	т д	22	2
143	того как	3	2
144	еще и	2	2
145	именно на	2	2
146	не более	2	2
147	между ними	2	2
148	хотя бы	4	2
149	и для	4	2
150	самое что	2	2
151	сказать что	5	2
152	потому что	4	2
153	в виде	2	2
154	в другом	3	2
155	и только	2	2
156	с того	3	2
157	его в	6	2
158	ответ на	2	2
159	но в	8	2
160	тоже не	2	2
161	же не	3	2
162	а для	2	2
163	том как	2	2
