N	2gram	Tiupa_Narr_1	Literetu
1	а не	12	20
2	и в	19	19
3	может быть	25	17
4	своего рода	12	13
5	то же	4	12
6	и не	20	11
7	и т.п	8	10
8	в том	18	10
9	как и	7	10
10	но и	23	10
11	состоит в	13	9
12	же время	4	9
13	такого рода	7	9
14	не может	10	9
15	тогда как	12	9
16	в мире	9	9
17	в этом	17	9
18	в то	3	9
19	с другой	8	8
20	не только	32	8
21	и даже	3	8
22	том что	14	7
23	то что	11	7
24	так и	9	7
25	с одной	7	7
26	и т.д	7	7
27	не менее	3	6
28	однако в	2	6
29	в себе	8	6
30	одной стороны	7	6
31	при этом	9	6
32	себя в	5	6
33	и на	3	6
34	конечном счете	2	5
35	столь же	3	5
36	одна из	3	5
37	но не	5	5
38	в качестве	21	5
39	он не	3	5
40	в конечном	3	5
41	в принципе	4	5
42	то есть	19	5
43	в рамках	12	4
44	что в	3	4
45	в частности	14	4
46	жизни в	3	4
47	прежде всего	4	4
48	не в	14	4
49	отнюдь не	5	4
50	для него	2	4
51	в ней	3	4
52	в его	9	4
53	даже в	2	4
54	один из	3	4
55	жизни и	3	4
56	человека в	2	4
57	другой стороны	4	4
58	по отношению	7	4
59	каждый из	2	4
60	тем что	3	4
61	точки зрения	10	4
62	не случайно	2	4
63	в области	2	4
64	никогда не	3	3
65	быть может	2	3
66	личности в	2	3
67	в себя	6	3
68	что он	6	3
69	идет о	2	3
70	в нем	4	3
71	по существу	2	3
72	и как	5	3
73	одним из	2	3
74	в этой	5	3
75	в противовес	4	3
76	и он	3	3
77	в сущности	3	3
78	вплоть до	2	3
79	речь идет	4	3
80	и др	2	3
81	не с	3	3
82	отношению к	6	3
83	коммуникативное событие	3	3
84	в культуре	2	3
85	данном случае	4	3
86	со стороны	9	3
87	а именно	3	3
88	и для	2	3
89	этом отношении	3	3
90	всего лишь	2	3
91	тем самым	6	3
92	с точки	2	3
93	а в	11	3
94	и его	5	3
95	не столько	4	3
96	и с	4	3
97	следует признать	2	3
98	всей своей	2	3
99	в данном	5	3
100	как к	2	3
101	как правило	4	3
102	ничего не	2	3
103	том числе	6	2
104	уже в	3	2
105	не было	2	2
106	ни было	3	2
107	же как	3	2
108	у него	4	2
109	восходит к	3	2
110	себя и	2	2
111	не является	8	2
112	в какой	2	2
113	в противоположность	2	2
114	в третьем	3	2
115	а также	7	2
116	жизни как	3	2
117	в ее	3	2
118	тем не	3	2
119	присутствия в	3	2
120	еще не	7	2
121	было бы	4	2
122	одной из	4	2
123	жизни а	2	2
124	при всей	4	2
125	наконец в	2	2
126	в роли	2	2
127	как бы	4	2
128	по характеристике	4	2
129	картина мира	5	2
130	если в	3	2
131	себе не	2	2
132	все же	7	2
133	с ее	3	2
134	же в	4	2
135	из них	3	2
136	могут быть	3	2
137	и до	2	2
138	при всем	2	2
139	как раз	2	2
140	и одновременно	2	2
141	и только	2	2
142	коммуникативной стратегии	3	2
143	уже не	5	2
144	коммуникативного события	12	2
145	героя в	8	2
146	что не	4	2
147	из которых	4	2
148	хотя бы	4	2
149	являет собой	2	2
150	то в	6	2
151	в результате	2	2
152	в основе	5	2
153	одно из	2	2
154	подобно тому	2	2
155	на себя	3	2
156	но как	2	2
157	о том	6	2
158	представляет собой	13	2
159	тому как	2	2
160	а если	2	2
161	как это	6	2
162	но в	6	2
163	мира в	5	2
