N	2gram	Voloshinov_1	Problema
1	то что	5	38
2	и не	10	37
3	и в	12	35
4	не есть	2	33
5	сказать что	7	24
6	не только	4	24
7	том что	5	19
8	о том	3	18
9	может быть	14	18
10	в этом	4	17
11	в настоящее	2	16
12	но и	3	16
13	и вообще	3	16
14	настоящее время	2	16
15	что мы	5	14
16	только в	6	14
17	не менее	3	13
18	и что	2	13
19	не может	16	13
20	тем не	3	12
21	в том	6	12
22	того что	3	12
23	хотя бы	5	12
24	что в	2	11
25	прежде всего	8	11
26	значения и	2	11
27	и с	3	10
28	еще не	3	10
29	да и	3	10
30	а не	5	10
31	в данном	2	10
32	и то	2	10
33	ничего не	2	10
34	для нас	7	9
35	едва ли	2	9
36	только на	3	9
37	уже не	4	8
38	в виду	5	8
39	ясно что	3	8
40	по себе	3	8
41	все же	4	8
42	все эти	3	7
43	в его	2	7
44	так и	4	7
45	так как	9	7
46	мы не	3	7
47	с другой	4	6
48	можно сказать	5	6
49	ни в	3	6
50	но это	2	6
51	в то	2	6
52	же самое	2	6
53	относится к	2	6
54	и для	3	6
55	мы можем	2	6
56	но в	5	6
57	кроме того	2	5
58	в самом	4	5
59	отнюдь не	5	5
60	данном случае	2	5
61	содержания и	2	5
62	с одной	2	5
63	так же	3	5
64	и на	4	5
65	и более	3	5
66	между собой	2	5
67	и все	2	5
68	как и	5	5
69	то же	5	5
70	одной стороны	2	5
71	что не	4	5
72	другой стороны	2	5
73	с другими	2	5
74	в себе	3	5
75	в этих	2	4
76	в своем	2	4
77	в отношении	2	4
78	как же	2	4
79	и следовательно	5	4
80	как бы	13	4
81	и вполне	2	4
82	все это	3	4
83	таким образом	12	4
84	и значение	2	4
85	и здесь	2	4
86	если бы	9	4
87	стороны и	2	4
88	но не	2	4
89	до сих	3	4
90	сих пор	3	4
91	на самом	4	4
92	самом деле	3	4
93	в каком	3	4
94	слова и	6	4
95	как только	2	3
96	уже в	2	3
97	в нашем	11	3
98	мы все	4	3
99	которые мы	2	3
100	и является	4	3
101	но мы	2	3
102	то ни	3	3
103	при этом	6	3
104	и наконец	3	3
105	и по	3	3
106	его в	4	3
107	к предмету	5	3
108	перестает быть	2	3
109	что слово	2	3
110	тогда когда	2	3
111	и к	4	3
112	она не	2	3
113	мы в	2	3
114	если же	2	3
115	оно не	2	3
116	бы не	2	3
117	и притом	2	3
118	быть только	2	3
119	но зато	2	2
120	не в	4	2
121	но все	2	2
122	ясность и	2	2
123	независимо от	2	2
124	совпадает с	2	2
125	в зависимости	2	2
126	и др	5	2
127	вещи и	2	2
128	к нему	4	2
129	бы то	3	2
130	допустим что	2	2
131	не так	2	2
132	как на	2	2
133	или не	3	2
134	в ней	6	2
135	точки зрения	14	2
136	имеем в	2	2
137	ведь и	3	2
138	нет ничего	2	2
139	слово в	3	2
140	бы мы	3	2
141	в них	3	2
142	в такой	3	2
143	в условиях	2	2
144	зависимости от	4	2
145	нашего сознания	2	2
146	в корне	2	2
147	общего с	2	2
148	конечно не	3	2
149	является для	2	2
150	он не	2	2
151	мы ни	5	2
152	что и	2	2
153	вместе с	2	2
154	быть и	3	2
155	на него	2	2
156	эта последняя	2	2
157	и ее	3	2
158	на это	2	2
159	из этого	3	2
160	здесь не	3	2
