N	2gram	Bakhtin_Fr_1	Myshleni
1	то что	3	26
2	что он	3	25
3	в этом	15	25
4	потому что	5	21
5	в том	16	18
6	не может	3	18
7	точки зрения	7	18
8	что в	3	16
9	и в	65	16
10	того что	2	16
11	так как	6	16
12	не только	10	16
13	том что	6	15
14	в сущности	16	13
15	сказать что	6	13
16	в процессе	2	13
17	и не	22	12
18	в области	7	12
19	отношение к	4	11
20	в его	9	11
21	но не	2	10
22	как мы	6	10
23	только в	7	10
24	в отношении	6	9
25	может быть	6	9
26	с точки	3	9
27	о том	2	8
28	в основе	8	8
29	как и	5	8
30	он не	2	8
31	в нем	13	7
32	так и	10	7
33	приводит к	2	7
34	не в	4	6
35	в этой	4	6
36	но и	10	6
37	и на	11	6
38	но в	14	6
39	к тому	2	6
40	в той	5	6
41	этот вопрос	2	6
42	речи и	2	6
43	никогда не	6	5
44	в своем	8	5
45	на все	2	5
46	мы и	3	5
47	для него	5	5
48	как бы	22	5
49	не является	3	5
50	еще более	5	5
51	этом отношении	3	5
52	не знает	6	5
53	с ним	3	5
54	можно сказать	2	5
55	как в	5	5
56	мысли и	4	5
57	ничего не	3	5
58	не могут	3	4
59	все эти	10	4
60	с другой	3	4
61	это не	3	4
62	при этом	6	4
63	в самом	4	4
64	на этот	2	4
65	в целом	2	4
66	и их	3	4
67	в свете	2	4
68	в системе	3	4
69	и по	2	4
70	что мы	2	4
71	в состоянии	3	4
72	мы видим	2	4
73	с их	5	4
74	еще не	6	4
75	за пределы	8	4
76	могут быть	2	4
77	в частности	5	3
78	прежде всего	11	3
79	из основных	2	3
80	в известной	3	3
81	но это	3	3
82	самом деле	3	3
83	одной стороны	2	3
84	но как	3	3
85	до конца	2	3
86	к нему	3	3
87	от того	2	3
88	в их	4	3
89	еще и	5	3
90	с одной	2	3
91	и с	3	3
92	по своей	3	3
93	в этих	2	3
94	между тем	5	3
95	к жизни	2	3
96	в одном	5	3
97	этих двух	2	3
98	все же	6	3
99	по своему	8	3
100	сих пор	4	3
101	в себя	3	3
102	и его	10	3
103	связи с	4	3
104	в чем	2	3
105	до сих	4	3
106	как чисто	2	2
107	мы будем	3	2
108	и другие	8	2
109	и от	2	2
110	на всю	4	2
111	но все	3	2
112	на его	2	2
113	одним из	2	2
114	в ней	6	2
115	в виду	3	2
116	совершенно не	4	2
117	в своей	5	2
118	из них	4	2
119	в отличие	4	2
120	все это	9	2
121	отношения к	2	2
122	форм и	9	2
123	образом в	2	2
124	на отдельные	2	2
125	свое время	2	2
126	и даже	8	2
127	в своих	5	2
128	и здесь	3	2
129	их в	2	2
130	в более	3	2
131	в них	5	2
132	представления о	2	2
133	в жизни	4	2
134	но при	2	2
135	вовсе не	18	2
136	его в	7	2
137	и к	4	2
138	нам кажется	2	2
139	же в	2	2
140	отличие от	5	2
141	во всем	2	2
142	во второй	2	2
143	жизни и	7	2
144	в свое	2	2
145	и потому	10	2
146	во всех	9	2
147	только на	2	2
148	но с	2	2
149	его на	2	2
150	от всякого	2	2
151	ни на	2	2
152	совершенно иной	2	2
153	на протяжении	5	2
154	связанная с	2	2
