N	3gram	Vygotskiy__7	Freidism
1	с точки зрения	21	11
2	по отношению к	5	8
3	не может быть	4	7
4	в самом деле	4	6
5	в большинстве случаев	2	5
6	в данном случае	5	4
7	можно сказать что	3	4
8	как мы видели	3	4
9	на самом деле	2	4
10	с самого начала	7	3
11	в свою очередь	2	3
12	в собственном смысле	3	3
13	в конечном счете	2	3
14	и той же	2	3
15	одной и той	2	3
16	для того чтобы	18	3
17	то же самое	5	2
18	с одной стороны	5	2
19	тем не менее	3	2
20	в отличие от	2	2
21	в этом отношении	3	2
22	до сих пор	3	2
23	благодаря тому что	2	2
