N	2gram	Voloshinov_1	formyVre
1	и в	19	46
2	в этом	16	22
3	прежде всего	13	14
4	вовсе не	5	13
5	в романе	2	13
6	и его	19	12
7	только в	9	11
8	не только	8	11
9	во всех	7	11
10	в том	6	10
11	как бы	15	10
12	точки зрения	34	10
13	но в	7	10
14	не в	5	9
15	мы уже	2	9
16	мира и	2	9
17	но и	8	9
18	и не	26	9
19	и для	11	9
20	в связи	7	8
21	связи с	11	8
22	как и	12	8
23	в его	6	8
24	жизни и	2	8
25	то же	7	8
26	того чтобы	5	8
27	для того	4	8
28	с точки	20	8
29	из них	3	8
30	в основном	6	8
31	может быть	26	7
32	то что	8	7
33	так и	11	7
34	и на	4	7
35	так сказать	6	7
36	никогда не	2	6
37	и во	2	6
38	и все	5	6
39	при этом	8	6
40	как мы	13	6
41	здесь в	3	6
42	еще не	4	6
43	его в	3	6
44	все же	8	6
45	все это	3	6
46	те же	5	6
47	человека в	2	6
48	в основе	2	6
49	так как	2	6
50	и с	2	6
51	громадное значение	2	5
52	в частности	2	5
53	в своем	2	5
54	с этим	4	5
55	этих форм	3	5
56	в дальнейшем	3	5
57	в пределах	6	5
58	в то	3	5
59	он не	3	5
60	и др	2	5
61	в нем	10	5
62	что в	4	5
63	все эти	7	5
64	в смысле	6	5
65	должно быть	2	5
66	в разрезе	6	5
67	место в	3	4
68	отнюдь не	6	4
69	жизни в	4	4
70	с этой	2	4
71	из этих	2	4
72	же время	3	4
73	том что	3	4
74	в котором	3	4
75	и их	2	4
76	конечно не	5	4
77	как в	4	4
78	а не	7	4
79	и он	2	4
80	в себе	2	4
81	в истории	3	4
82	о том	2	4
83	том числе	2	3
84	не было	3	3
85	не является	4	3
86	того же	6	3
87	к этому	5	3
88	переходим к	3	3
89	с помощью	6	3
90	к тому	2	3
91	на первый	2	3
92	что он	2	3
93	следовательно и	2	3
94	и как	3	3
95	в качестве	2	3
96	в большинстве	3	3
97	для него	9	3
98	кроме того	6	3
99	тот же	4	3
100	имеет место	2	3
101	зрения не	2	3
102	нет и	4	3
103	точка зрения	7	3
104	что и	2	3
105	слова и	3	3
106	целый ряд	3	3
107	таким образом	17	3
108	на границе	3	3
109	здесь мы	4	3
110	того что	3	3
111	и даже	2	3
112	и прежде	2	3
113	а в	4	3
114	для других	2	3
115	тем что	2	3
116	в другом	2	3
117	же самое	3	3
118	большинстве случаев	3	3
119	исторического времени	2	3
120	в виду	2	3
121	и более	2	2
122	и есть	3	2
123	и та	2	2
124	числе и	2	2
125	дано в	2	2
126	с другой	5	2
127	и других	2	2
128	в одной	2	2
129	эти формы	2	2
130	что все	2	2
131	первый план	2	2
132	по себе	4	2
133	дело идет	4	2
134	или иной	3	2
135	можно сказать	3	2
136	ту и	2	2
137	в отношении	4	2
138	все в	2	2
139	именно в	5	2
140	у нас	2	2
141	дана как	2	2
142	во все	2	2
143	между ними	4	2
144	до конца	5	2
145	и пр	12	2
146	она не	2	2
147	было бы	4	2
148	и к	3	2
149	в сущности	3	2
150	словом и	2	2
151	в разрешении	2	2
152	и потому	5	2
153	явлений и	2	2
154	жизни но	2	2
155	сих пор	8	2
156	этом случае	3	2
157	в корне	3	2
158	быть и	3	2
159	и т.п	10	2
160	не может	24	2
161	по аналогии	2	2
162	и только	2	2
163	этом отношении	3	2
164	в двух	2	2
165	связи между	5	2
166	лишь в	9	2
167	так же	7	2
168	рядом с	5	2
169	все идеологические	2	2
170	в данном	4	2
171	то в	2	2
172	от этого	2	2
173	и от	3	2
174	могут быть	2	2
175	в литературе	2	2
176	ту же	2	2
177	не знает	2	2
178	как необходимый	2	2
179	далеко не	4	2
180	в конце	5	2
181	как он	2	2
182	и это	3	2
183	там где	2	2
184	во всяком	5	2
185	до сих	8	2
