N	2gram	Ircho_Kome_2	Myshleni
1	в том	11	28
2	и в	26	28
3	то что	6	28
4	в этом	10	27
5	в развитии	2	24
6	потому что	6	22
7	не может	3	19
8	том что	9	19
9	таким образом	6	18
10	что он	5	18
11	только в	4	18
12	что в	9	17
13	в силу	2	17
14	не только	7	16
15	может быть	11	13
16	точки зрения	4	13
17	тому что	4	11
18	и не	14	11
19	как бы	2	11
20	к тому	12	10
21	как мы	4	10
22	но и	10	10
23	от того	2	10
24	по отношению	3	10
25	так как	4	10
26	но не	3	10
27	отношению к	3	10
28	того чтобы	6	10
29	было бы	8	9
30	мы можем	3	9
31	в самом	4	8
32	еще не	6	8
33	для того	5	8
34	тем что	3	8
35	того же	3	7
36	с самого	2	7
37	если бы	9	7
38	в нем	6	7
39	в своем	6	7
40	как известно	2	7
41	отношение к	2	7
42	он не	2	7
43	вместе с	9	7
44	то же	3	7
45	можно было	4	7
46	в которой	5	7
47	и к	2	6
48	так что	5	6
49	и что	2	6
50	не имеет	3	6
51	в то	6	6
52	его в	4	6
53	как и	4	6
54	то время	3	6
55	так и	12	6
56	мы не	2	6
57	это не	2	5
58	вопрос о	3	5
59	друг с	2	5
60	время как	2	5
61	и на	7	5
62	и все	2	5
63	но в	3	5
64	с тем	5	5
65	с другом	2	5
66	того как	3	5
67	в этой	3	5
68	в частности	4	4
69	в нашем	2	4
70	что на	3	4
71	мы знаем	3	4
72	не в	2	4
73	на этом	2	4
74	например в	3	4
75	на этот	4	4
76	но если	3	4
77	целый ряд	2	4
78	с этим	5	4
79	самом начале	2	4
80	друг друга	3	4
81	в одной	2	4
82	в первом	2	4
83	мы имеем	2	4
84	ясно что	8	4
85	в качестве	5	4
86	что и	7	4
87	во всех	3	4
88	в той	2	4
89	той же	3	4
90	которые в	2	4
91	за собой	2	3
92	что их	2	3
93	независимо от	5	3
94	в другой	2	3
95	из этих	4	3
96	в каждом	3	3
97	все время	2	3
98	как это	4	3
99	в первую	3	3
100	хотя и	4	3
101	в целом	4	3
102	в их	3	3
103	больше чем	5	3
104	и здесь	6	3
105	бы в	2	3
106	от этого	2	3
107	с его	5	3
108	в них	4	3
109	представить себе	3	3
110	связи с	3	3
111	первую очередь	3	3
112	до сих	2	3
113	не по	4	3
114	один из	5	3
115	в его	4	3
116	сих пор	2	3
117	как в	3	3
118	и его	12	3
119	не менее	4	2
120	и другие	2	2
121	в этих	4	2
122	друг другу	3	2
123	с другой	2	2
124	с этой	3	2
125	в конце	2	2
126	прежде всего	4	2
127	что именно	2	2
128	для нас	3	2
129	является не	2	2
130	а из	2	2
131	в пользу	2	2
132	одним из	2	2
133	и от	4	2
134	в котором	3	2
135	из них	7	2
136	все это	3	2
137	в связи	3	2
138	в других	2	2
139	с ними	2	2
140	с достаточной	2	2
141	к его	2	2
142	что у	4	2
143	у него	4	2
144	для всех	3	2
145	представления о	2	2
146	в одном	2	2
147	этом смысле	2	2
148	интерес к	3	2
149	чем в	2	2
150	по своему	2	2
151	в своей	3	2
152	из этого	2	2
153	еще в	4	2
154	все же	4	2
155	каждой из	2	2
156	дело с	3	2
157	а в	3	2
