N	2gram	Voloshinov_1	Dialekti
1	и не	16	30
2	по себе	2	25
3	это –	9	24
4	и в	15	18
5	он –	2	18
6	ничего не	2	17
7	может быть	13	17
8	точки зрения	13	17
9	в нем	4	16
10	и есть	2	16
11	ни в	6	15
12	а не	2	14
13	потому что	4	14
14	что в	6	13
15	то что	10	13
16	не только	5	13
17	и даже	2	13
18	если бы	3	12
19	было бы	6	12
20	и что	3	12
21	с точки	10	12
22	в этом	13	12
23	не может	13	12
24	что это	3	11
25	что он	8	11
26	как бы	11	11
27	учение о	2	11
28	все это	5	11
29	– не	7	11
30	в себе	4	11
31	так как	9	11
32	прежде всего	11	10
33	то же	7	10
34	что такое	3	10
35	сказать что	6	10
36	никогда не	7	9
37	отнюдь не	2	9
38	это не	2	9
39	в том	4	9
40	так и	10	9
41	том что	5	9
42	– это	15	9
43	и то	2	9
44	но это	2	8
45	совершенно не	2	8
46	к нему	7	8
47	в каком	3	8
48	не существует	3	7
49	вовсе не	2	7
50	но и	4	7
51	что она	2	7
52	можно сказать	4	6
53	хотя бы	7	6
54	она не	2	6
55	– все	4	6
56	не было	4	6
57	и вот	6	6
58	не в	4	6
59	в то	6	6
60	ни на	2	6
61	в чем	4	6
62	с ним	12	6
63	но в	9	6
64	сам по	2	6
65	я не	3	5
66	он сам	4	5
67	в этих	2	5
68	в своем	2	5
69	– как	2	5
70	идеи и	2	5
71	в дальнейшем	2	5
72	есть и	2	5
73	и пр	9	5
74	но если	2	5
75	не нуждается	2	5
76	все же	5	5
77	отношение к	7	5
78	в отношении	2	5
79	что оно	2	5
80	а в	6	5
81	и с	7	5
82	мы должны	7	5
83	– в	13	4
84	к тому	4	4
85	во всяком	4	4
86	об этом	4	4
87	но не	5	4
88	же время	5	4
89	миф и	2	4
90	только то	3	4
91	быть и	2	4
92	наука и	2	4
93	как раз	2	4
94	как мы	10	4
95	мы можем	12	4
96	к ней	2	4
97	ничего общего	2	4
98	всех этих	5	3
99	сознания и	5	3
100	тому что	3	3
101	думать что	2	3
102	точку зрения	4	3
103	не является	3	3
104	что и	2	3
105	религии и	2	3
106	– и	5	3
107	конечно не	3	3
108	и о	3	3
109	или иное	2	3
110	он не	4	3
111	в его	9	3
112	и потому	8	3
113	один из	4	3
114	жизни и	5	3
115	отношения к	2	3
116	что же	4	3
117	мысли и	4	3
118	только на	2	3
119	в самом	6	3
120	еще более	2	3
121	но все	2	3
122	на самом	2	3
123	обе стороны	2	3
124	самом деле	7	3
125	оно –	3	3
126	учение об	2	3
127	должно быть	2	3
128	то или	2	3
129	в данном	3	3
130	в основе	3	3
131	в ней	5	3
132	могут быть	6	3
133	нуждается в	2	3
134	только в	6	3
135	и все	4	3
136	бы в	2	3
137	в сознании	3	3
138	– одно	2	2
139	на этом	5	2
140	не менее	3	2
141	того что	2	2
142	бы и	2	2
143	именно в	3	2
144	же –	2	2
145	не знает	3	2
146	в качестве	2	2
147	как в	3	2
148	из этих	4	2
149	с другими	5	2
150	к этому	7	2
151	себе самом	3	2
152	как и	6	2
153	мы и	4	2
154	и при	3	2
155	чем он	2	2
156	связанные с	2	2
157	для него	5	2
158	до сих	3	2
159	еще не	7	2
160	и может	4	2
161	мы увидим	4	2
162	– или	2	2
163	в него	2	2
164	всяком случае	3	2
165	– очень	2	2
166	другими словами	3	2
167	в своей	9	2
168	сих пор	3	2
169	со стороны	2	2
170	для этого	4	2
171	с этим	6	2
172	этом отношении	2	2
173	все эти	9	2
174	из того	2	2
175	если мы	5	2
176	в эпоху	3	2
177	чтобы не	2	2
178	уже не	5	2
179	и у	6	2
180	можем сказать	2	2
181	и для	2	2
182	с ними	4	2
183	он и	2	2
184	ко всему	2	2
185	о своих	3	2
186	об его	3	2
