N	2gram	Bakhtin_Fr_4	Komedia
1	и в	29	22
2	по адресу	2	14
3	том что	3	12
4	в том	7	11
5	но и	9	11
6	не только	10	10
7	из них	6	10
8	в то	10	10
9	как и	12	9
10	может быть	2	9
11	таким образом	20	8
12	и не	16	8
13	и его	8	8
14	о том	2	8
15	в этой	13	7
16	и других	3	7
17	в конце	9	6
18	что он	4	6
19	к тому	2	6
20	ни в	2	6
21	и по	5	6
22	то же	10	6
23	в которой	4	6
24	уже в	2	5
25	с другой	4	5
26	во время	10	5
27	прежде всего	8	5
28	когда же	2	5
29	при этом	3	5
30	в его	8	5
31	один из	4	5
32	на его	2	5
33	так и	11	5
34	как в	2	5
35	до нас	2	5
36	все это	4	5
37	другой стороны	3	5
38	нового времени	2	5
39	то время	2	5
40	и даже	3	5
41	именно в	2	4
42	в их	2	4
43	к этому	2	4
44	как мы	10	4
45	что они	2	4
46	в качестве	3	4
47	же время	8	4
48	а также	2	4
49	в котором	2	4
50	в нем	5	4
51	тем что	4	4
52	и вот	3	4
53	в результате	4	4
54	точки зрения	4	4
55	конце концов	4	4
56	так как	7	4
57	но в	12	4
58	мы можем	3	4
59	место в	2	3
60	и одновременно	4	3
61	в них	7	3
62	в образе	4	3
63	и как	3	3
64	по своему	4	3
65	перед лицом	2	3
66	здесь в	6	3
67	тот же	3	3
68	одной стороны	2	3
69	и сам	3	3
70	во второй	2	3
71	одной из	2	3
72	и у	2	3
73	в частности	3	3
74	и о	5	3
75	у него	5	3
76	да и	2	3
77	хотя и	2	3
78	он не	3	3
79	все же	3	3
80	так же	7	3
81	под видом	2	3
82	с одной	2	3
83	в году	3	3
84	там же	3	3
85	не мог	2	3
86	все остальные	3	3
87	как раз	2	3
88	и на	11	3
89	за счет	3	3
90	в этом	11	3
91	и с	9	3
92	только в	2	3
93	и все	13	3
94	его в	9	3
95	в чем	3	3
96	к которому	2	3
97	времени и	2	2
98	и здесь	3	2
99	одному из	2	2
100	еще и	7	2
101	связанные с	4	2
102	были в	4	2
103	здесь и	3	2
104	вовсе не	9	2
105	образом в	3	2
106	он был	2	2
107	раз в	2	2
108	мы видели	7	2
109	такой же	3	2
110	на этом	2	2
111	но не	2	2
112	того же	5	2
113	в себя	2	2
114	как известно	2	2
115	время и	2	2
116	до конца	5	2
117	еще не	4	2
118	в доме	3	2
119	между прочим	2	2
120	которую он	4	2
121	выступает с	2	2
122	с ее	3	2
123	то что	4	2
124	со стороны	2	2
125	также в	2	2
126	или менее	3	2
127	в сущности	6	2
128	не может	2	2
129	в других	2	2
130	что у	3	2
131	к нему	3	2
132	их было	2	2
133	или в	2	2
134	где он	2	2
135	но это	4	2
136	но он	6	2
137	в своих	2	2
138	в себе	3	2
139	этой же	3	2
140	по своей	3	2
141	в споре	2	2
142	как будто	2	2
143	на нем	2	2
