N	2gram	Losev_Vlad_3	KulturaY
1	потому что	11	25
2	и в	40	23
3	не только	25	20
4	в том	18	19
5	в этом	16	18
6	и не	25	16
7	ни к	2	15
8	было бы	4	15
9	так как	7	15
10	может быть	8	15
11	точки зрения	13	14
12	если бы	3	12
13	у нас	5	12
14	в самом	4	12
15	все эти	5	12
16	том что	18	11
17	того чтобы	3	11
18	но в	4	11
19	что в	17	10
20	по себе	6	10
21	а не	8	10
22	вовсе не	13	9
23	вопрос о	4	9
24	в сущности	2	9
25	то что	28	9
26	для того	2	9
27	хотя бы	6	9
28	можно было	5	9
29	не может	14	9
30	с другой	5	8
31	прежде всего	10	8
32	не в	3	8
33	в качестве	3	8
34	уже не	9	8
35	и что	8	8
36	с точки	6	8
37	что это	9	7
38	не менее	9	7
39	в нашем	2	7
40	в силу	2	7
41	все же	4	7
42	но и	18	7
43	другой стороны	2	7
44	и с	9	7
45	это не	3	6
46	да и	6	6
47	в этой	8	6
48	но не	4	6
49	тем не	10	6
50	то же	4	6
51	и на	6	6
52	что мы	2	6
53	я не	3	5
54	не могут	2	5
55	должна быть	2	5
56	что все	7	5
57	этом смысле	3	5
58	что он	5	5
59	подобного рода	3	5
60	об этом	6	5
61	по существу	4	5
62	еще не	4	5
63	несмотря на	7	5
64	в его	14	5
65	всяком случае	3	5
66	и тем	3	5
67	вместе с	7	5
68	что же	9	5
69	таким образом	11	5
70	как это	4	5
71	и то	9	5
72	во всяком	3	5
73	само по	3	5
74	и здесь	6	5
75	только в	13	5
76	также и	17	5
77	мы имеем	3	5
78	можно ли	2	4
79	отнюдь не	5	4
80	перед нами	3	4
81	к этому	2	4
82	бы и	4	4
83	на то	4	4
84	если мы	4	4
85	к тому	7	4
86	что на	2	4
87	но только	2	4
88	мы знаем	3	4
89	для нас	5	4
90	ни в	10	4
91	но все	3	4
92	должно быть	5	4
93	в нашей	2	4
94	от того	4	4
95	хотя и	7	4
96	как бы	3	4
97	в нем	3	4
98	со стороны	2	4
99	так же	8	4
100	в связи	3	4
101	не было	5	4
102	и о	4	4
103	не имеет	4	4
104	в данном	5	4
105	в результате	4	4
106	сказать что	12	4
107	в каком	4	4
108	в то	7	4
109	в конце	12	4
110	ничего не	5	4
111	так и	6	4
112	чем в	4	3
113	уже в	3	3
114	нисколько не	3	3
115	у него	24	3
116	точно так	4	3
117	этого не	3	3
118	же время	2	3
119	а только	7	3
120	а также	8	3
121	о которых	2	3
122	же в	3	3
123	но это	6	3
124	того же	2	3
125	до конца	4	3
126	совершенно не	2	3
127	связи с	2	3
128	но для	3	3
129	никак не	4	3
130	в ней	5	3
131	он не	8	3
132	что и	7	3
133	не все	3	3
134	как не	2	3
135	что она	2	3
136	отличается от	3	3
137	как раз	10	3
138	с этим	2	3
139	то и	2	3
140	этом отношении	2	3
141	именно в	3	3
142	как мы	8	3
143	сводится к	3	3
144	того что	7	3
145	и по	2	3
146	или иначе	2	3
147	а в	7	3
148	и его	10	3
149	конце концов	5	3
150	тем что	5	3
151	знаем что	2	3
152	и это	6	3
153	здесь не	3	3
154	к этой	2	3
155	в виду	3	3
156	в отношении	5	2
157	том случае	3	2
158	мы будем	2	2
159	и более	2	2
160	же как	3	2
161	с тем	7	2
162	никогда не	11	2
163	но даже	4	2
164	случае если	2	2
165	оно не	3	2
166	с этой	2	2
167	не как	2	2
168	и от	6	2
169	и все	4	2
170	не просто	10	2
171	как можно	2	2
172	всякого рода	3	2
173	в другом	2	2
174	и потому	10	2
175	только о	3	2
176	с одной	3	2
177	что если	4	2
178	смысле слова	6	2
179	но что	2	2
180	она не	2	2
181	при этом	3	2
182	и если	7	2
183	между прочим	5	2
184	что касается	2	2
185	по преимуществу	2	2
186	он уже	2	2
187	же и	2	2
188	и даже	6	2
189	так или	2	2
190	был бы	3	2
191	к нему	3	2
192	мы видели	3	2
193	но уже	2	2
194	в своей	9	2
195	все они	2	2
196	вопросе о	3	2
197	данном случае	2	2
198	не хочет	2	2
199	а именно	12	2
200	в их	2	2
201	но можно	2	2
202	в своем	8	2
203	не на	2	2
204	в отличие	3	2
205	о значении	2	2
206	и для	3	2
207	которых мы	2	2
208	еще и	18	2
209	на самом	3	2
210	как и	7	2
211	в году	10	2
212	и сейчас	2	2
213	но оно	2	2
214	тем самым	2	2
215	и вовсе	3	2
216	и у	3	2
217	бы на	2	2
218	роль в	2	2
219	от этого	2	2
220	однако и	4	2
221	не говорит	5	2
222	даже и	12	2
223	в своих	7	2
224	и еще	2	2
225	и вообще	3	2
226	ни на	2	2
227	мы должны	4	2
228	но вот	3	2
229	интересно что	2	2
230	что эта	2	2
231	иметь в	2	2
232	то не	2	2
233	а если	2	2
234	отличие от	3	2
235	отношения к	5	2
