N	2gram	Vinokur_Ku_2	formyVre
1	и в	23	46
2	в этом	18	22
3	прежде всего	8	14
4	и т	39	14
5	вовсе не	9	13
6	и его	3	12
7	только в	5	11
8	не только	20	11
9	т п	24	11
10	в том	19	10
11	как бы	4	10
12	точки зрения	14	10
13	но в	11	10
14	у него	3	9
15	не в	8	9
16	вместе с	5	9
17	но и	7	9
18	и не	16	9
19	и для	2	9
20	в связи	4	8
21	связи с	3	8
22	как и	2	8
23	в его	5	8
24	то же	6	8
25	того чтобы	11	8
26	для того	9	8
27	с точки	8	8
28	потому что	25	8
29	всех этих	3	7
30	в них	4	7
31	может быть	15	7
32	то что	9	7
33	так и	4	7
34	и на	6	7
35	никогда не	2	6
36	и все	2	6
37	при этом	2	6
38	как мы	3	6
39	еще не	5	6
40	все же	7	6
41	все это	5	6
42	в особенности	4	6
43	те же	3	6
44	так как	15	6
45	и с	7	6
46	в частности	2	5
47	в своем	2	5
48	с этим	3	5
49	связанные с	2	5
50	по существу	5	5
51	в пределах	4	5
52	в то	4	5
53	но не	6	5
54	он не	3	5
55	в нем	4	5
56	что в	10	5
57	все эти	12	5
58	и у	2	5
59	должно быть	4	5
60	уже в	3	4
61	отнюдь не	4	4
62	с этой	2	4
63	же время	3	4
64	же в	3	4
65	том что	11	4
66	что они	2	4
67	вопросу о	3	4
68	за ними	2	4
69	конечно не	2	4
70	как в	3	4
71	отношения к	2	4
72	а не	10	4
73	также и	5	4
74	не было	4	3
75	мы будем	2	3
76	все они	2	3
77	того же	3	3
78	а следовательно	2	3
79	к этому	4	3
80	с помощью	7	3
81	к тому	4	3
82	что он	5	3
83	следовательно и	2	3
84	к вопросу	3	3
85	как у	2	3
86	в качестве	8	3
87	тот же	5	3
88	хотя и	4	3
89	а также	3	3
90	что на	4	3
91	как можно	2	3
92	что и	3	3
93	слова и	5	3
94	всего в	3	3
95	в форме	3	3
96	целый ряд	5	3
97	т д	14	3
98	за счет	2	3
99	не на	2	3
100	таким образом	5	3
101	в их	2	3
102	уже не	8	3
103	здесь мы	2	3
104	того что	3	3
105	и даже	2	3
106	и по	3	3
107	а в	3	3
108	роль в	2	3
109	в которых	2	3
110	тем что	3	3
111	в другом	2	3
112	большинстве случаев	2	3
113	в виду	3	3
114	на этом	3	2
115	только для	2	2
116	и более	2	2
117	и есть	2	2
118	смысла и	2	2
119	говорить о	4	2
120	с другой	8	2
121	это не	6	2
122	но здесь	2	2
123	что все	5	2
124	их не	2	2
125	по себе	10	2
126	очень часто	2	2
127	можно сказать	4	2
128	в отношении	2	2
129	в самой	2	2
130	именно в	3	2
131	у нас	12	2
132	в этой	6	2
133	с тем	2	2
134	в день	2	2
135	а на	2	2
136	смысле слова	2	2
137	до конца	3	2
138	и пр	8	2
139	она не	2	2
140	в плоскости	2	2
141	было бы	15	2
142	отсюда и	2	2
143	в сущности	9	2
144	и о	4	2
145	и потому	2	2
146	характерное для	2	2
147	один из	5	2
148	мы видели	2	2
149	этом случае	2	2
150	в корне	2	2
151	и до	2	2
152	не может	9	2
153	здесь не	3	2
154	этом отношении	3	2
155	с одной	2	2
156	и вот	5	2
157	в той	2	2
158	лишь в	5	2
159	сюда же	2	2
160	тем же	2	2
161	так же	4	2
162	рядом с	2	2
163	почти всегда	2	2
164	в данном	4	2
165	но это	3	2
166	от этого	2	2
167	и от	2	2
168	мы имеем	5	2
169	могут быть	4	2
170	ту же	6	2
171	не знает	3	2
172	в конце	4	2
173	и это	3	2
174	там где	5	2
175	как это	5	2
176	во всяком	5	2
