N	2gram	Vygotskiy__2	Istorich
1	и т	10	27
2	и в	32	26
3	т д	2	24
4	так же	18	18
5	то что	21	16
6	не только	12	15
7	что в	20	14
8	может быть	18	14
9	же как	4	13
10	но и	10	12
11	что он	13	10
12	показывает что	3	10
13	так и	3	10
14	таким образом	21	10
15	и его	7	10
16	при помощи	10	10
17	что и	17	9
18	все же	4	9
19	и не	10	9
20	так как	12	9
21	мы знаем	7	8
22	то же	13	8
23	а в	4	8
24	в этих	2	7
25	об этом	3	7
26	как и	10	7
27	он не	6	7
28	знаем что	4	7
29	как в	9	7
30	их в	2	7
31	в этом	13	7
32	мы имеем	4	7
33	мы видим	4	6
34	что они	7	6
35	еще не	2	6
36	когда он	10	6
37	вместе с	2	6
38	не может	17	6
39	а не	7	6
40	к нему	2	6
41	и то	3	6
42	потому что	21	6
43	мы можем	3	6
44	могут быть	4	6
45	как он	2	6
46	к которым	3	5
47	и как	7	5
48	это не	2	5
49	точно так	3	5
50	в одном	2	5
51	но не	2	5
52	и только	2	5
53	ничего не	4	5
54	в его	2	5
55	и у	2	5
56	до сих	5	5
57	то это	3	5
58	сих пор	5	5
59	и что	22	5
60	из которых	2	5
61	и по	4	5
62	не в	8	5
63	и с	4	5
64	тем что	9	5
65	и здесь	2	5
66	мы должны	3	5
67	но в	3	5
68	с другой	3	4
69	вовсе не	2	4
70	такое же	2	4
71	частный случай	2	4
72	а на	4	4
73	все что	2	4
74	указывает на	3	4
75	в своей	3	4
76	он в	3	4
77	другой стороны	2	4
78	так в	2	4
79	того как	4	4
80	но эта	2	4
81	и даже	5	4
82	что этот	2	4
83	но он	3	4
84	в которых	3	4
85	о том	6	4
86	на вопрос	2	3
87	и более	4	3
88	сравнению с	2	3
89	что у	5	3
90	по сравнению	2	3
91	к своему	2	3
92	для нас	2	3
93	в том	37	3
94	по существу	3	3
95	том что	21	3
96	и других	3	3
97	но это	2	3
98	и при	2	3
99	во всем	3	3
100	при этом	13	3
101	она не	2	3
102	например в	3	3
103	на его	2	3
104	относится к	3	3
105	как бы	6	3
106	все эти	7	3
107	и он	3	3
108	на то	11	3
109	наряду с	4	3
110	на него	2	3
111	данном случае	4	3
112	что она	16	3
113	не на	2	3
114	или же	3	3
115	как это	4	3
116	те же	6	3
117	в свете	2	3
118	не имеет	4	3
119	есть только	5	3
120	как нечто	2	3
121	в данном	4	3
122	только в	7	3
123	с того	2	3
124	там где	2	3
125	должен был	2	3
126	не могут	3	2
127	можно показать	2	2
128	с тем	11	2
129	не менее	8	2
130	никогда не	9	2
131	мы опять	2	2
132	формы и	6	2
133	с этим	4	2
134	и все	4	2
135	главным образом	3	2
136	по себе	12	2
137	и тем	4	2
138	человеком и	3	2
139	видим что	3	2
140	тем не	4	2
141	ни в	2	2
142	его от	2	2
143	говорит о	2	2
144	так что	3	2
145	это происходит	2	2
146	на этом	3	2
147	эта форма	2	2
148	после того	2	2
149	с этими	2	2
150	и тот	2	2
151	говорит что	7	2
152	было бы	11	2
153	том как	2	2
154	вот этот	2	2
155	если бы	6	2
156	в частности	3	2
157	он говорит	5	2
158	к ним	2	2
159	указывает что	4	2
160	указывают на	2	2
161	что на	4	2
162	хотя бы	3	2
163	в нем	4	2
164	с той	4	2
165	в целом	4	2
166	не к	3	2
167	отношение к	2	2
168	из них	4	2
169	на том	2	2
170	от того	4	2
171	и их	3	2
172	все это	5	2
173	что это	8	2
174	в языке	4	2
175	в других	2	2
176	и наоборот	2	2
177	этот вопрос	3	2
178	и вот	3	2
179	здесь мы	2	2
180	совершенно ясно	7	2
181	того что	8	2
182	на этот	2	2
183	увидим что	2	2
184	и на	5	2
185	с этой	4	2
186	сказать что	7	2
187	показывают что	2	2
188	имеем в	2	2
189	его с	2	2
190	в себе	2	2
191	же самое	6	2
192	в этой	6	2
193	на это	3	2
194	в особенности	2	2
195	могло бы	2	2
