N	2gram	Losev_Prob_2	Marksizm
1	может быть	18	28
2	и в	35	19
3	как бы	4	19
4	и не	37	19
5	не может	13	18
6	точки зрения	2	17
7	то же	5	16
8	языка и	5	15
9	как мы	5	15
10	в этом	17	15
11	таким образом	4	14
12	лишь в	3	14
13	не только	24	13
14	связи с	5	13
15	если бы	4	11
16	вовсе не	37	11
17	не в	2	10
18	но и	16	10
19	том что	19	10
20	так и	7	10
21	при этом	3	9
22	в основе	3	9
23	языка как	2	9
24	как и	5	9
25	самом деле	4	9
26	а не	10	9
27	отнюдь не	5	8
28	не является	7	8
29	в то	6	8
30	только в	14	8
31	в связи	5	7
32	в том	12	7
33	его в	3	7
34	но в	6	7
35	и более	5	7
36	прежде всего	11	7
37	одна из	3	7
38	в языке	15	7
39	на самом	4	7
40	и для	6	7
41	в таком	11	7
42	язык как	3	6
43	к тому	3	6
44	ни в	6	6
45	и как	4	6
46	того чтобы	2	6
47	в самом	5	6
48	и следовательно	4	6
49	и значение	4	6
50	же самое	6	6
51	и все	5	6
52	мы уже	3	6
53	во всех	2	6
54	слова и	4	6
55	быть и	2	6
56	если мы	9	6
57	для того	3	6
58	хотя бы	12	6
59	мы можем	6	6
60	самого начала	2	5
61	то ни	3	5
62	или иной	5	5
63	является не	2	5
64	смысле слова	7	5
65	к нему	2	5
66	на этой	2	5
67	в их	3	5
68	так же	5	5
69	и на	5	5
70	и здесь	4	5
71	и того	3	5
72	совершенно не	2	5
73	в его	7	5
74	мы ни	2	5
75	все же	8	5
76	значения слова	4	5
77	в той	2	5
78	с самого	3	5
79	в данном	10	5
80	тем более	10	5
81	тому что	3	4
82	в отношении	4	4
83	на то	6	4
84	той или	5	4
85	то что	38	4
86	и тем	4	4
87	бы то	2	4
88	и их	3	4
89	значение в	4	4
90	ведь если	4	4
91	того что	12	4
92	сказать что	24	4
93	бы в	3	4
94	как раз	8	4
95	что он	4	4
96	было бы	8	4
97	конечно не	2	4
98	точном смысле	2	4
99	для себя	9	4
100	только на	9	4
101	русском языке	2	4
102	в слове	3	4
103	и ее	2	4
104	в себе	5	4
105	ничего не	10	4
106	не существует	6	3
107	учение о	2	3
108	перед нами	2	3
109	каждый раз	3	3
110	в этих	4	3
111	язык не	2	3
112	с другой	6	3
113	и от	3	3
114	да и	10	3
115	здесь мы	3	3
116	в этой	9	3
117	одной стороны	5	3
118	в ней	2	3
119	значения и	11	3
120	в каком	4	3
121	а в	4	3
122	с этим	5	3
123	с одной	5	3
124	что оно	2	3
125	все эти	7	3
126	не имеет	7	3
127	должно быть	2	3
128	языка в	3	3
129	не было	3	3
130	в истории	3	3
131	но ведь	3	3
132	о том	18	3
133	так как	7	3
134	слово в	2	3
135	таком случае	10	3
136	сознания и	2	3
137	по себе	8	3
138	у нас	18	3
139	в качестве	2	3
140	до сих	4	3
141	еще не	10	3
142	в корне	2	3
143	он не	2	3
144	относится к	6	3
145	что и	2	3
146	не есть	33	3
147	не будет	11	3
148	мысли и	2	3
149	нами в	2	3
150	слово и	2	3
151	той же	2	3
152	с другими	5	3
153	и то	10	3
154	и значения	7	3
155	во всяком	13	3
156	и это	5	3
157	сих пор	4	3
158	уже в	3	2
159	а ведь	2	2
160	независимо от	2	2
161	что в	11	2
162	в нашем	3	2
163	иное как	3	2
164	не знает	3	2
165	вопрос о	3	2
166	в тех	2	2
167	является для	2	2
168	оно является	2	2
169	нас не	3	2
170	что они	3	2
171	более или	4	2
172	ведь все	2	2
173	как о	3	2
174	мы здесь	3	2
175	о чем	6	2
176	не так	2	2
177	является только	3	2
178	и самого	4	2
179	или может	2	2
180	всяком случае	10	2
181	одним и	2	2
182	в зависимости	2	2
183	другими словами	6	2
184	что значение	6	2
185	настоящего времени	2	2
186	в своем	4	2
187	в системе	2	2
188	и даже	11	2
189	значением и	2	2
190	как на	2	2
191	и с	10	2
192	по крайней	6	2
193	даже и	18	2
194	именно как	4	2
195	допустим что	2	2
196	и является	3	2
197	но как	6	2
198	того или	7	2
199	это будет	3	2
200	то есть	39	2
201	или как	2	2
202	мы это	2	2
203	и всякое	2	2
204	в определении	2	2
205	языка а	2	2
206	или иного	5	2
207	значение и	8	2
208	стороны и	4	2
209	как системы	2	2
210	зависимости от	2	2
211	но не	4	2
212	мы возьмем	2	2
213	ведь это	2	2
214	ли это	2	2
215	и о	4	2
216	и особенно	2	2
217	крайней мере	6	2
218	или менее	4	2
219	и речи	3	2
220	и прежде	2	2
221	всем этим	3	2
222	бы не	3	2
223	еще более	2	2
224	сводится к	2	2
225	здесь как	2	2
226	в значительной	3	2
227	что не	5	2
228	мы не	7	2
229	или в	2	2
230	свидетельствует о	2	2
231	слова как	3	2
232	тем что	4	2
233	является в	2	2
234	в виде	6	2
235	далеко не	4	2
236	если же	3	2
237	только с	2	2
238	это было	2	2
239	вместе с	2	2
