N	2gram	Losev_Prob_5	Psycholo
1	то что	18	37
2	и в	30	30
3	в том	12	27
4	что в	5	24
5	и что	6	23
6	потому что	13	23
7	том что	17	21
8	все время	3	20
9	для того	3	20
10	таким образом	13	20
11	того чтобы	2	20
12	как бы	6	19
13	что он	7	17
14	на то	2	17
15	не только	18	16
16	в трагедии	4	15
17	в самом	5	14
18	в этом	17	14
19	так же	5	13
20	как раз	5	13
21	то есть	21	13
22	одной стороны	3	12
23	вместе с	7	12
24	с одной	3	12
25	может быть	7	11
26	о том	12	10
27	никогда не	7	9
28	с другой	6	9
29	не может	5	9
30	и то	5	9
31	сказать что	9	9
32	так как	6	9
33	с тем	5	8
34	мы имеем	2	8
35	к тому	2	8
36	не в	7	8
37	а не	5	8
38	при этом	4	8
39	того что	3	8
40	самом деле	2	8
41	по себе	2	7
42	в нем	6	7
43	и как	6	7
44	но не	7	7
45	мы можем	5	7
46	все же	9	7
47	то же	2	7
48	точки зрения	10	7
49	уже в	2	6
50	ясно что	4	6
51	в своем	11	6
52	именно в	3	6
53	как и	7	6
54	и тем	3	6
55	и для	6	6
56	но и	13	6
57	по мнению	2	6
58	и не	12	6
59	жизни и	2	6
60	факт что	2	6
61	и его	6	6
62	или в	4	6
63	никак не	8	6
64	тем что	2	6
65	о котором	3	6
66	как будто	3	6
67	по этому	2	5
68	что именно	2	5
69	несмотря на	6	5
70	как мы	2	5
71	в этой	10	5
72	что они	3	5
73	еще не	3	5
74	до сих	2	5
75	было бы	4	5
76	когда он	2	5
77	один из	2	5
78	сих пор	2	5
79	другой стороны	6	5
80	а с	4	5
81	именно на	2	5
82	в себе	4	5
83	но в	9	5
84	только в	9	5
85	в результате	7	4
86	в частности	4	4
87	и все	9	4
88	прежде всего	6	4
89	говорит о	7	4
90	у нас	7	4
91	указывает на	3	4
92	с такой	2	4
93	и к	4	4
94	в своей	22	4
95	в ней	3	4
96	в его	12	4
97	в них	2	4
98	этой трагедии	3	4
99	внимание на	3	4
100	этому поводу	2	4
101	а в	6	4
102	в конце	8	4
103	в виду	3	4
104	не могут	2	3
105	и другие	3	3
106	была бы	2	3
107	у него	11	3
108	что у	5	3
109	хотя бы	2	3
110	это не	2	3
111	к этому	2	3
112	вовсе не	8	3
113	для нас	10	3
114	об этом	4	3
115	так что	11	3
116	что здесь	2	3
117	в свою	2	3
118	тот же	3	3
119	он говорит	2	3
120	он не	3	3
121	в ее	3	3
122	что и	6	3
123	на его	2	3
124	ни в	4	3
125	данном случае	2	3
126	так и	7	3
127	как в	2	3
128	и только	2	3
129	по поводу	2	3
130	в трех	2	3
131	и сейчас	2	3
132	но только	3	3
133	и о	5	3
134	тем же	3	3
135	в таком	2	3
136	по его	2	3
137	мы не	2	3
138	можно было	2	3
139	в силу	5	3
140	но он	5	3
141	и на	6	3
142	в данном	2	3
143	в другом	3	3
144	в которой	5	3
145	что от	3	2
146	с этой	2	2
147	и ясно	2	2
148	в отношении	3	2
149	связи с	7	2
150	он в	3	2
151	в противоположность	3	2
152	в одной	2	2
153	в одном	3	2
154	этом смысле	3	2
155	с помощью	2	2
156	не что	3	2
157	можно сказать	6	2
158	дает ему	2	2
159	же в	3	2
160	он был	2	2
161	трагедии и	2	2
162	нас не	3	2
163	ли не	2	2
164	по существу	2	2
165	но все	4	2
166	любви и	4	2
167	того же	4	2
168	или вернее	3	2
169	в нашей	2	2
170	в большей	2	2
171	стороны он	2	2
172	обратить внимание	3	2
173	в качестве	4	2
174	еще в	5	2
175	в котором	2	2
176	гораздо более	4	2
177	говорится что	2	2
178	иное как	3	2
179	из них	2	2
180	и до	2	2
181	и дальше	2	2
182	по отношению	2	2
183	которого мы	2	2
184	но еще	2	2
185	того как	5	2
186	говорится о	4	2
187	мы находим	7	2
188	и другое	3	2
189	с точки	8	2
190	и даже	14	2
191	и он	4	2
192	бы на	2	2
193	есть только	3	2
194	он видит	3	2
195	время как	3	2
196	ничего не	2	2
197	нас и	2	2
198	и с	5	2
199	даже и	4	2
200	что касается	3	2
201	что иное	3	2
202	совсем не	3	2
203	в то	4	2
204	его на	2	2
205	все эти	2	2
206	дело в	2	2
207	из этого	4	2
208	конце концов	6	2
209	едва ли	4	2
210	же не	4	2
