N	2gram	Tiupa_Narr_1	Problemy
1	и в	11	35
2	как бы	6	31
3	и не	23	27
4	что он	3	24
5	в его	6	21
6	но в	7	19
7	не может	8	18
8	к себе	4	18
9	как и	13	18
10	в нем	4	16
11	то есть	9	16
12	то же	8	15
13	и все	3	15
14	но и	27	14
15	для него	4	14
16	может быть	15	14
17	в сущности	2	14
18	и его	10	14
19	в этом	12	14
20	к нему	4	13
21	он не	3	13
22	прежде всего	4	12
23	и с	3	12
24	в пределах	2	11
25	в то	4	11
26	не в	6	10
27	самом деле	3	10
28	же время	4	10
29	не только	31	10
30	то что	9	10
31	рассказа в	5	10
32	героя и	2	10
33	так и	5	8
34	потому что	5	8
35	все же	4	8
36	как мы	2	8
37	и для	2	8
38	лишь в	3	7
39	а в	13	7
40	точки зрения	5	7
41	с ним	2	7
42	с его	4	7
43	еще не	4	7
44	отношению к	3	7
45	слова в	4	6
46	он сам	3	6
47	что в	3	6
48	к тому	6	6
49	в самом	6	6
50	что у	4	6
51	чужого слова	4	6
52	и на	5	6
53	в одном	4	6
54	но не	4	6
55	и т.п	8	6
56	в слове	3	6
57	по отношению	3	6
58	только в	12	6
59	в конце	2	5
60	в том	8	5
61	да и	2	5
62	и даже	2	5
63	с ними	2	5
64	он и	2	5
65	как в	4	5
66	героя в	3	5
67	и то	3	5
68	в себе	6	5
69	на протяжении	7	5
70	никогда не	4	4
71	с другой	2	4
72	та же	2	4
73	или иной	4	4
74	но зато	2	4
75	в мире	4	4
76	до конца	2	4
77	не о	2	4
78	всяком случае	2	4
79	и вот	2	4
80	между тем	3	4
81	той или	5	4
82	но как	3	4
83	у него	7	4
84	как раз	6	4
85	по себе	4	4
86	по своему	2	4
87	еще в	3	4
88	в своей	5	4
89	только на	2	4
90	в той	2	4
91	а не	13	4
92	что не	2	4
93	во всяком	2	4
94	я в	2	4
95	как будто	3	4
96	в чем	2	4
97	и от	2	3
98	в повести	2	3
99	тому же	6	3
100	о своей	2	3
101	героя из	2	3
102	с ее	2	3
103	в целом	3	3
104	из них	4	3
105	другой стороны	2	3
106	его и	2	3
107	в форме	2	3
108	не мог	6	3
109	того что	4	3
110	вот я	2	3
111	это не	3	3
112	сказать что	2	3
113	в начале	3	3
114	этого не	2	3
115	установкой на	2	3
116	том что	7	3
117	одно и	2	3
118	он уже	2	3
119	только что	2	3
120	сводится к	3	3
121	уже не	8	3
122	слов в	2	3
123	и т.д	6	3
124	ничего не	2	3
125	так сказать	2	2
126	не менее	3	2
127	времени и	9	2
128	это уже	3	2
129	в этих	2	2
130	о них	3	2
131	столь же	5	2
132	что на	4	2
133	обращает на	3	2
134	она в	2	2
135	при этом	19	2
136	хотя и	4	2
137	в своем	3	2
138	особенно в	2	2
139	тому как	3	2
140	каждый из	2	2
141	друг на	2	2
142	но для	3	2
143	героя но	2	2
144	их в	3	2
145	в ней	4	2
146	на друга	2	2
147	о том	4	2
148	в первом	4	2
149	героя к	2	2
150	в произведении	2	2
151	обращается к	3	2
152	однако в	3	2
153	обращено к	2	2
154	в жизни	3	2
155	этих двух	2	2
156	точек зрения	2	2
157	раз в	2	2
158	и того	2	2
159	то в	4	2
160	но именно	3	2
161	о нем	3	2
162	друг друга	2	2
163	себя в	2	2
164	своего рода	10	2
165	вместе с	2	2
166	быть и	2	2
167	так в	4	2
168	в отличие	2	2
169	все равно	2	2
170	в речи	4	2
171	со словами	2	2
172	и он	6	2
173	и как	3	2
174	хотя бы	2	2
175	или в	6	2
176	в рассказе	8	2
177	мы можем	2	2
178	между двумя	5	2
179	подобно тому	3	2
180	отличие от	2	2
181	это было	2	2
