N	2gram	Tiupa_Anal_2	Problema
1	и не	12	28
2	то есть	9	27
3	не только	16	24
4	только в	4	23
5	вовсе не	2	21
6	в том	12	20
7	и в	16	20
8	то что	7	15
9	было бы	3	14
10	той или	3	14
11	но и	12	14
12	точки зрения	4	14
13	или иной	3	13
14	не в	4	13
15	в нашем	3	12
16	не есть	2	12
17	в себе	7	12
18	том что	12	12
19	прежде всего	3	11
20	по себе	2	11
21	с точки	2	11
22	как будто	3	11
23	не менее	4	10
24	тем не	3	10
25	отнюдь не	8	10
26	в качестве	11	10
27	так и	15	10
28	и его	4	10
29	едва ли	3	10
30	может быть	6	9
31	все это	4	9
32	и даже	9	9
33	в этом	18	9
34	содержит в	3	8
35	если бы	3	8
36	таким образом	2	8
37	в результате	3	8
38	и все	3	8
39	но в	6	8
40	с другой	6	7
41	есть в	3	7
42	еще не	2	7
43	такого рода	2	7
44	и тем	4	7
45	то же	4	7
46	именно в	3	7
47	а не	10	7
48	сказать что	2	7
49	по крайней	3	6
50	так что	3	6
51	а также	7	6
52	как и	14	6
53	при этом	10	6
54	крайней мере	3	6
55	другой стороны	2	6
56	в таком	2	6
57	в данном	8	6
58	мы имеем	3	6
59	но не	4	5
60	хотя и	4	5
61	здесь в	2	5
62	можно сказать	4	5
63	и если	3	5
64	вместе с	2	5
65	данном случае	5	5
66	как в	4	5
67	так же	2	5
68	не может	4	5
69	уже не	4	5
70	или в	3	5
71	в этих	2	5
72	о том	7	5
73	или даже	2	4
74	и для	2	4
75	и во	2	4
76	в одном	2	4
77	в этой	9	4
78	тем самым	4	4
79	только не	4	4
80	одной из	3	4
81	ни о	3	4
82	несмотря на	3	4
83	в своей	2	4
84	никак не	2	4
85	что она	2	4
86	тех или	2	4
87	как бы	10	4
88	не имеет	2	4
89	во всех	4	4
90	ни с	2	4
91	а в	3	4
92	можно было	3	4
93	как раз	4	4
94	в то	2	4
95	с ним	2	4
96	к тому	7	3
97	казалось бы	3	3
98	уже и	2	3
99	для всех	2	3
100	вообще не	2	3
101	о себе	2	3
102	этом смысле	2	3
103	или иного	3	3
104	и к	5	3
105	как мы	3	3
106	он был	2	3
107	для него	4	3
108	том или	2	3
109	имеем дело	3	3
110	на себе	3	3
111	и является	4	3
112	в его	2	3
113	не так	4	3
114	что и	3	3
115	что в	2	3
116	дело не	2	3
117	в своем	4	3
118	и на	6	3
119	тем что	3	3
120	из них	3	3
121	или иных	2	3
122	к его	2	3
123	в сознании	4	3
124	того или	3	3
125	как это	6	3
126	как о	3	3
127	в частности	16	2
128	столь же	4	2
129	в конце	4	2
130	была бы	2	2
131	ему в	3	2
132	тому же	4	2
133	в пределах	9	2
134	на его	3	2
135	в самом	6	2
136	за пределы	4	2
137	по преимуществу	4	2
138	свидетельствует о	2	2
139	некоторого рода	2	2
140	в обоих	2	2
141	он не	2	2
142	в котором	2	2
143	с ее	2	2
144	на этой	2	2
145	себя в	2	2
146	говорит о	5	2
147	только на	3	2
148	на всех	2	2
149	но эта	2	2
150	и он	2	2
151	с ними	3	2
152	а то	2	2
153	в значительной	2	2
154	говорить о	6	2
155	и то	3	2
156	в два	2	2
157	его в	2	2
158	к своему	2	2
159	того же	4	2
160	еще более	2	2
161	это было	2	2
