N	2gram	Voloshinov_1	Narrotol
1	не только	6	32
2	может быть	8	25
3	но и	3	23
4	и не	8	20
5	и в	13	19
6	в том	2	18
7	в этом	2	17
8	том что	2	14
9	не в	3	14
10	а не	2	12
11	своего рода	2	12
12	то что	6	11
13	а в	2	11
14	не может	8	10
15	точки зрения	7	10
16	при этом	2	9
17	так и	3	9
18	в его	7	9
19	с другой	2	8
20	не является	4	8
21	во времени	2	8
22	и т.п	7	8
23	в себе	3	8
24	и т.д	5	7
25	как и	3	7
26	к тому	2	7
27	а также	2	7
28	все же	5	7
29	как в	2	7
30	по отношению	3	7
31	с одной	2	7
32	одной стороны	2	7
33	отношению к	3	6
34	но в	4	6
35	нуждается в	2	5
36	и его	12	5
37	в данном	2	5
38	точку зрения	3	4
39	прежде всего	9	4
40	в нем	2	4
41	то же	4	4
42	да и	3	4
43	было бы	4	4
44	вслед за	2	4
45	имеет место	2	4
46	как бы	6	4
47	и тем	2	4
48	хотя бы	5	4
49	данном случае	2	4
50	другой стороны	2	4
51	те же	2	4
52	не мог	2	4
53	не столько	3	4
54	только в	6	4
55	героя и	2	4
56	не менее	2	3
57	что в	3	3
58	могут быть	2	3
59	никогда не	3	3
60	уже в	2	3
61	что они	2	3
62	в ней	2	3
63	мог бы	2	3
64	в ее	3	3
65	между тем	2	3
66	тем что	2	3
67	в произведении	2	3
68	в полном	2	2
69	от всех	2	2
70	не как	3	2
71	или иного	2	2
72	что иное	2	2
73	описания и	2	2
74	не что	2	2
75	для него	2	2
76	языка и	5	2
77	в пределах	3	2
78	несмотря на	2	2
79	наконец в	2	2
80	и др	2	2
81	не имеет	2	2
82	во всей	2	2
83	так же	2	2
84	не на	2	2
85	в связи	2	2
86	все эти	2	2
87	в двух	4	2
88	самом деле	3	2
89	того или	2	2
90	и для	3	2
91	с точки	5	2
92	роль в	2	2
93	всей своей	2	2
94	и ее	2	2
95	говорить о	3	2
96	в структуре	2	2
97	и все	3	2
98	иное как	2	2
