N	2gram	Vinokur_Ku_2	Dialekti
1	и не	16	30
2	по себе	10	25
3	т е	22	25
4	и т	39	21
5	т д	14	19
6	и в	23	18
7	ничего не	4	17
8	может быть	15	17
9	точки зрения	14	17
10	в нем	4	16
11	и есть	2	16
12	ни в	4	15
13	не имеет	4	15
14	а не	10	14
15	потому что	25	14
16	что в	10	13
17	то что	9	13
18	не только	20	13
19	и даже	2	13
20	если бы	12	12
21	было бы	15	12
22	и что	8	12
23	с точки	8	12
24	в этом	18	12
25	не может	9	12
26	что это	7	11
27	что он	5	11
28	как бы	4	11
29	все это	5	11
30	так как	15	11
31	прежде всего	8	10
32	несмотря на	5	10
33	то же	6	10
34	что такое	3	10
35	сказать что	4	10
36	никогда не	2	9
37	отнюдь не	4	9
38	это не	6	9
39	в том	19	9
40	так и	4	9
41	том что	11	9
42	и то	5	9
43	ясно что	5	8
44	но это	3	8
45	совершенно не	3	8
46	к нему	2	8
47	в каком	4	8
48	не просто	2	7
49	вовсе не	9	7
50	но и	7	7
51	что она	3	7
52	что не	6	7
53	также и	5	7
54	с другой	8	6
55	можно сказать	4	6
56	да и	6	6
57	хотя бы	9	6
58	она не	2	6
59	никак не	3	6
60	не было	4	6
61	и вот	5	6
62	не в	8	6
63	в то	4	6
64	ни на	2	6
65	не то	2	6
66	но в	11	6
67	я не	5	5
68	в своем	2	5
69	на то	4	5
70	и пр	8	5
71	себе не	2	5
72	все же	7	5
73	в отношении	2	5
74	в особенности	4	5
75	что оно	3	5
76	а в	3	5
77	само по	5	5
78	можно было	9	5
79	и с	7	5
80	говорить о	4	5
81	мы должны	2	5
82	в виду	3	5
83	нисколько не	3	4
84	и более	2	4
85	по крайней	6	4
86	в конце	4	4
87	к тому	4	4
88	что эта	2	4
89	во всяком	5	4
90	об этом	5	4
91	крайней мере	6	4
92	это и	3	4
93	не говорит	2	4
94	но не	6	4
95	же время	3	4
96	хотя и	4	4
97	так же	4	4
98	другой стороны	7	4
99	как раз	3	4
100	смысл и	3	4
101	мы говорим	2	4
102	как мы	3	4
103	почти всегда	2	4
104	и вообще	2	4
105	как это	5	4
106	всех этих	3	3
107	сознания и	2	3
108	в них	4	3
109	все равно	2	3
110	этом смысле	5	3
111	должна быть	5	3
112	в одну	2	3
113	что и	3	3
114	а только	3	3
115	только потому	8	3
116	чтобы понять	2	3
117	что я	4	3
118	что они	2	3
119	и формулы	3	3
120	но что	2	3
121	ли это	2	3
122	на себе	4	3
123	конечно не	2	3
124	и о	4	3
125	или иное	3	3
126	он не	3	3
127	в его	5	3
128	и потому	2	3
129	гораздо более	3	3
130	один из	5	3
131	но только	4	3
132	отношения к	2	3
133	что же	5	3
134	в их	2	3
135	в самом	12	3
136	еще и	2	3
137	но все	4	3
138	на самом	2	3
139	самом деле	9	3
140	была бы	4	3
141	должно быть	4	3
142	то или	3	3
143	что для	2	3
144	конце концов	3	3
145	в данном	4	3
146	в ней	3	3
147	могут быть	4	3
148	даже и	2	3
149	нуждается в	2	3
150	и еще	2	3
151	только в	5	3
152	утверждать что	2	3
153	но вот	2	3
154	и все	2	3
155	иметь в	2	3
156	от этого	2	3
157	как у	2	2
158	ни к	15	2
159	на этом	3	2
160	не менее	7	2
161	того что	3	2
162	же как	2	2
163	бы и	4	2
164	именно в	3	2
165	в частности	2	2
166	не знает	3	2
167	в качестве	8	2
168	как в	3	2
169	но так	2	2
170	с этой	2	2
171	не как	2	2
172	и от	2	2
173	точно так	3	2
174	к этому	4	2
175	вопрос о	9	2
176	этой точки	2	2
177	большею частью	2	2
178	и сейчас	2	2
179	о которых	3	2
180	как и	2	2
181	с той	2	2
182	что если	2	2
183	связанные с	2	2
184	еще не	5	2
185	только как	2	2
186	для того	9	2
187	но есть	2	2
188	в корне	2	2
189	по сравнению	2	2
190	и следовательно	2	2
191	всяком случае	5	2
192	а главное	3	2
193	как можно	2	2
194	как не	3	2
195	но уже	2	2
196	в своей	2	2
197	в современной	2	2
198	дело не	2	2
199	формулы и	2	2
200	со стороны	4	2
201	для этого	3	2
202	т п	24	2
203	с этим	3	2
204	этом отношении	3	2
205	с одной	2	2
206	все эти	12	2
207	мы имеем	5	2
208	если мы	4	2
209	чтобы не	2	2
210	уже не	8	2
211	можно говорить	2	2
212	и у	2	2
213	и для	2	2
214	отличается от	3	2
215	с ними	2	2
216	же и	2	2
217	то и	3	2
218	что касается	2	2
219	он и	2	2
220	и где	2	2
221	в которых	2	2
222	в другом	2	2
223	могла бы	2	2
224	и это	3	2
225	мне не	2	2
226	то не	2	2
227	это конечно	2	2
228	если и	3	2
