N	2gram	Trubetskoy_1	Psycholo
1	то что	7	32
2	и в	26	31
3	в том	11	30
4	то есть	4	26
5	что в	9	23
6	может быть	10	22
7	таким образом	22	20
8	ясно что	3	19
9	при этом	3	19
10	так как	9	18
11	не может	4	17
12	том что	7	16
13	и не	8	16
14	точки зрения	13	15
15	только в	4	14
16	а не	5	13
17	не только	10	13
18	что и	6	13
19	так же	5	12
20	в этом	15	12
21	в самом	4	11
22	не в	2	11
23	в области	9	11
24	на то	2	10
25	того что	3	10
26	потому что	7	10
27	никогда не	5	8
28	вместе с	15	8
29	все это	6	8
30	и что	4	8
31	во всяком	6	8
32	что мы	2	8
33	что он	4	7
34	того чтобы	5	7
35	сказать что	2	7
36	о том	6	7
37	что это	3	6
38	одной стороны	7	6
39	если бы	3	6
40	из этих	10	6
41	вслед за	2	6
42	всяком случае	6	6
43	целый ряд	4	6
44	а в	4	6
45	для того	5	6
46	и даже	3	6
47	в его	5	6
48	и все	2	5
49	тогда когда	2	5
50	этой точки	2	5
51	все же	6	5
52	так что	3	5
53	с одной	7	5
54	несмотря на	6	5
55	как бы	12	5
56	в процессе	2	5
57	оказывается что	3	5
58	и для	5	5
59	то же	4	5
60	с другой	8	5
61	в то	4	5
62	утверждать что	2	5
63	к тому	6	4
64	в которой	3	4
65	в котором	4	4
66	и другие	3	4
67	в виду	2	4
68	прежде всего	2	4
69	в себе	6	4
70	по существу	2	4
71	же как	3	4
72	со всеми	2	4
73	и если	3	4
74	и о	3	4
75	один из	2	4
76	в этих	4	4
77	к этому	3	4
78	те же	2	4
79	для всех	2	4
80	и у	8	4
81	с этой	3	4
82	в результате	3	4
83	мы можем	2	4
84	между тем	2	4
85	мы имеем	2	4
86	уже в	2	3
87	не могут	2	3
88	как на	8	3
89	с тем	18	3
90	только не	2	3
91	состоит в	2	3
92	к которым	2	3
93	в своем	3	3
94	по тому	2	3
95	точно так	3	3
96	что все	4	3
97	представление о	6	3
98	и другой	2	3
99	и к	5	3
100	тому же	5	3
101	в силу	5	3
102	но не	8	3
103	все что	2	3
104	до сих	5	3
105	из которых	4	3
106	в этой	4	3
107	он не	4	3
108	сих пор	5	3
109	жизни и	2	3
110	так и	6	3
111	не было	2	3
112	что оно	4	3
113	и по	4	3
114	в таком	3	3
115	в которых	4	3
116	и только	4	3
117	в конце	6	3
118	что эти	3	3
119	и это	2	3
120	конце концов	3	3
121	но в	7	3
122	не менее	3	2
123	или иное	2	2
124	главным образом	8	2
125	и как	3	2
126	в них	2	2
127	и от	4	2
128	не всегда	2	2
129	и здесь	2	2
130	и вместе	4	2
131	тем не	3	2
132	уже не	3	2
133	из всех	3	2
134	и сейчас	2	2
135	и потому	6	2
136	должна была	2	2
137	представляет собой	3	2
138	более или	5	2
139	в качестве	3	2
140	того же	6	2
141	всех других	2	2
142	ли это	2	2
143	тот же	2	2
144	без остатка	2	2
145	случае не	3	2
146	большей частью	3	2
147	из которого	3	2
148	далеко не	4	2
149	к жизни	5	2
150	наконец в	2	2
151	в нем	4	2
152	мы видели	2	2
153	отношение к	5	2
154	из них	7	2
155	когда он	3	2
156	но и	9	2
157	или менее	5	2
158	приводит к	2	2
159	и тогда	4	2
160	только что	2	2
161	отличается от	2	2
162	и таким	3	2
163	в связи	3	2
164	этом отношении	2	2
165	же самое	2	2
166	подойти к	3	2
167	к нему	7	2
168	с точки	6	2
169	то или	2	2
170	его не	2	2
171	в русском	2	2
172	к ним	3	2
173	и с	10	2
174	одно из	2	2
175	русской интеллигенции	2	2
176	из этого	2	2
177	в одном	3	2
