N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	40
2	и не	18	30
3	и есть	2	19
4	а не	7	18
5	может быть	7	17
6	ничего не	2	17
7	то что	20	16
8	и в	30	15
9	как бы	5	14
10	не имеет	2	14
11	так как	5	14
12	точки зрения	7	14
13	что это	4	13
14	того что	5	13
15	по себе	5	13
16	это не	2	12
17	прежде всего	6	11
18	и вот	3	11
19	в том	18	11
20	не может	9	11
21	и все	7	11
22	в этом	20	11
23	потому что	9	10
24	том что	12	10
25	было бы	9	9
26	в виду	2	9
27	все это	5	9
28	мы не	2	9
29	и что	5	9
30	то же	4	9
31	уже не	3	9
32	с точки	3	9
33	ни в	7	8
34	не в	9	8
35	это значит	2	8
36	в себе	6	8
37	и о	4	8
38	не только	12	8
39	в чем	2	8
40	и это	3	8
41	что в	12	7
42	крайней мере	4	7
43	и мы	4	7
44	по крайней	4	7
45	что он	13	7
46	как и	5	7
47	ровно ничего	2	7
48	и его	6	7
49	и вообще	10	7
50	только в	6	7
51	так что	5	6
52	же время	3	6
53	хотя и	6	6
54	а именно	6	6
55	и даже	10	6
56	есть просто	2	6
57	в результате	5	6
58	сказать что	11	6
59	вовсе не	4	6
60	тем более	3	6
61	в то	9	6
62	что и	3	6
63	нет ничего	3	6
64	я не	4	5
65	так и	5	5
66	в своем	8	5
67	на то	2	5
68	же это	2	5
69	можно сказать	4	5
70	и можно	2	5
71	но что	5	5
72	того чтобы	2	5
73	в ней	4	5
74	в нем	4	5
75	другими словами	5	5
76	таким образом	3	5
77	именно в	4	5
78	и на	4	5
79	о том	4	5
80	с его	4	5
81	тогда когда	2	5
82	быть в	3	5
83	то в	5	5
84	что я	3	5
85	учение о	3	5
86	в сущности	2	5
87	только тогда	2	5
88	для того	2	5
89	и для	3	5
90	той же	4	5
91	и как	3	4
92	но это	4	4
93	в этой	4	4
94	жизни и	6	4
95	ни с	2	4
96	но и	8	4
97	так же	4	4
98	само по	2	4
99	также и	6	4
100	и с	14	4
101	не о	2	4
102	мы должны	4	4
103	уже о	2	4
104	бытия и	2	4
105	с тем	2	4
106	или по	2	4
107	она не	2	4
108	в течение	5	4
109	хотя бы	3	4
110	в его	11	4
111	вы не	2	3
112	что если	2	3
113	на этом	2	3
114	в свою	3	3
115	и если	4	3
116	говоря уже	2	3
117	не говоря	3	3
118	в их	2	3
119	отношения к	3	3
120	все эти	5	3
121	и наконец	4	3
122	с этим	5	3
123	даже и	3	3
124	с ним	5	3
125	но в	8	3
126	можно назвать	2	3
127	к этому	6	3
128	об этом	6	3
129	у нас	6	3
130	есть и	2	3
131	мы уже	2	3
132	в своей	5	3
133	и бытия	2	3
134	и потому	2	3
135	иной раз	2	3
136	со стороны	4	3
137	как в	3	3
138	что не	2	3
139	и притом	2	3
140	в сравнении	2	3
141	в данном	3	3
142	и то	5	3
143	в виде	3	3
144	едва ли	3	3
145	в области	3	3
146	не менее	7	2
147	мы будем	3	2
148	в частности	2	2
149	в отношении	3	2
150	с этой	4	2
151	из этих	3	2
152	точно так	3	2
153	на все	2	2
154	можно и	2	2
155	без всякого	2	2
156	да и	3	2
157	но все	2	2
158	заключается в	2	2
159	свою очередь	2	2
160	и может	2	2
161	кроме того	9	2
162	при этом	5	2
163	и часто	2	2
164	в самом	2	2
165	себе и	2	2
166	только его	2	2
167	никогда не	7	2
168	в котором	5	2
169	у достоевского	2	2
170	есть нечто	2	2
171	не было	10	2
172	никакого отношения	3	2
173	мы находим	2	2
174	говорил о	2	2
175	не мог	8	2
176	и по	2	2
177	должно быть	3	2
178	только после	2	2
179	а что	2	2
180	же и	2	2
181	даже вообще	2	2
182	как это	7	2
183	сам по	2	2
184	нисколько не	2	2
185	однако в	2	2
186	в них	3	2
187	и во	2	2
188	имеет никакого	2	2
189	история и	2	2
190	все же	9	2
191	и из	2	2
192	конечно не	4	2
193	никак не	3	2
194	о нем	2	2
195	тем не	6	2
196	себя в	2	2
197	во всех	3	2
198	вместе с	8	2
199	что же	8	2
200	собственно говоря	2	2
201	того как	2	2
202	а это	3	2
203	можно говорить	3	2
204	можно судить	4	2
205	или иначе	3	2
206	очень много	2	2
207	во всяком	6	2
208	и при	2	2
209	как будто	2	2
210	и жизни	2	2
211	в которой	4	2
212	отличие от	3	2
213	не могли	3	2
214	для меня	4	2
215	это было	4	2
