N	2gram	Vinokur_Ku_3	RusskieA
1	и в	23	29
2	т е	32	24
3	что в	13	22
4	том что	11	22
5	в том	22	22
6	как бы	5	18
7	состоит в	2	15
8	может быть	14	13
9	так как	9	13
10	п в	3	12
11	как и	5	11
12	в этом	16	11
13	все это	2	10
14	е в	2	10
15	и с	3	10
16	не только	17	10
17	о том	6	9
18	в некоторых	2	9
19	а в	5	9
20	но и	3	8
21	его в	2	8
22	мы видели	3	7
23	данном случае	4	7
24	как в	4	7
25	с тем	6	6
26	мы не	3	6
27	этом случае	4	6
28	еще не	9	6
29	для того	12	6
30	для нас	4	6
31	вместе с	2	6
32	таким образом	9	6
33	при этом	6	6
34	того чтобы	11	6
35	в данном	7	6
36	мы имеем	2	6
37	потому что	12	5
38	это не	3	5
39	то что	4	5
40	и что	7	5
41	но не	3	5
42	для этого	6	5
43	и т	54	5
44	не может	6	5
45	т д	8	5
46	но в	2	5
47	именно в	3	4
48	о чем	2	4
49	не все	2	4
50	тогда когда	4	4
51	вопрос о	11	4
52	уже не	8	4
53	по существу	3	4
54	не в	5	4
55	а также	4	4
56	так же	2	4
57	то и	2	4
58	то же	6	4
59	у нас	10	4
60	а не	11	4
61	в таком	4	4
62	в которых	3	4
63	далеко не	5	4
64	как это	7	4
65	на этом	2	3
66	тем что	5	3
67	в этих	2	3
68	в качестве	2	3
69	главным образом	2	3
70	как например	2	3
71	в ее	4	3
72	она не	3	3
73	того что	11	3
74	было бы	16	3
75	и о	4	3
76	нас к	2	3
77	что она	5	3
78	но если	3	3
79	в котором	2	3
80	с другими	2	3
81	не имеет	3	3
82	не будем	5	3
83	только тогда	4	3
84	а именно	3	3
85	в свете	2	3
86	в отличие	2	3
87	и через	2	3
88	все эти	7	3
89	как мы	5	3
90	тому как	2	3
91	между тем	4	3
92	в таких	2	3
93	что это	3	3
94	отличие от	2	3
95	не менее	12	2
96	с этой	3	2
97	говорить что	3	2
98	связь между	3	2
99	связи с	6	2
100	могут быть	6	2
101	о них	4	2
102	с другой	7	2
103	не столько	4	2
104	из этих	5	2
105	сразу же	2	2
106	это в	2	2
107	прежде всего	9	2
108	что и	6	2
109	это и	3	2
110	кроме того	2	2
111	и как	2	2
112	и при	2	2
113	чем в	2	2
114	очевидно что	3	2
115	после того	6	2
116	одной стороны	4	2
117	только как	4	2
118	и пр	3	2
119	совершенно не	5	2
120	что на	3	2
121	тем не	9	2
122	в виду	8	2
123	один из	4	2
124	не с	2	2
125	все же	5	2
126	в своей	4	2
127	том чтобы	4	2
128	дело не	2	2
129	в их	6	2
130	того как	7	2
131	а с	3	2
132	не было	4	2
133	с одной	4	2
134	на самом	3	2
135	там где	3	2
136	этот вопрос	3	2
137	научной литературе	2	2
138	должно быть	7	2
139	можно было	11	2
140	так в	2	2
141	которое в	2	2
142	также что	2	2
143	на себя	2	2
144	в то	3	2
145	можно будет	2	2
146	когда мы	3	2
