N	2gram	Potebnia_M_3	slovoVRo
1	и в	30	41
2	в нем	9	30
3	и т	5	28
4	то есть	34	26
5	т п	2	23
6	могут быть	3	19
7	но и	19	16
8	и не	15	16
9	точки зрения	2	16
10	языка в	5	16
11	не только	21	16
12	а не	15	15
13	то же	23	14
14	может быть	28	14
15	не может	6	14
16	и его	4	14
17	и на	3	14
18	в то	10	14
19	в его	4	13
20	слова и	5	13
21	же время	5	12
22	как бы	3	12
23	языка и	2	12
24	в этом	10	12
25	так и	11	11
26	слово в	4	10
27	таким образом	14	9
28	слова в	7	8
29	прежде всего	3	8
30	на его	2	8
31	как в	10	8
32	как мы	7	8
33	или в	3	8
34	не в	15	7
35	и следовательно	3	7
36	отношение к	2	7
37	в поэтическом	2	7
38	с ним	6	7
39	вовсе не	7	7
40	в своей	2	7
41	все же	2	7
42	в слове	32	7
43	при этом	3	6
44	и даже	2	6
45	а в	12	6
46	в них	5	6
47	оно не	4	6
48	к своему	2	6
49	только в	21	6
50	отношении к	2	6
51	с другой	7	5
52	в самом	8	5
53	слово как	5	5
54	все это	4	5
55	т д	3	5
56	к нему	3	5
57	с другими	5	5
58	в языке	7	5
59	далеко не	4	5
60	так сказать	2	5
61	перед нами	2	4
62	и от	4	4
63	в каждом	3	4
64	одной стороны	3	4
65	в ней	8	4
66	на предмет	2	4
67	один из	4	4
68	в их	2	4
69	за пределы	2	4
70	с одной	7	4
71	и наконец	2	4
72	и с	2	4
73	в которой	3	4
74	и все	3	4
75	не как	2	4
76	как и	10	4
77	в смысле	4	4
78	еще не	5	4
79	том же	2	4
80	и потому	4	4
81	входит в	2	4
82	другой стороны	4	4
83	на мир	2	4
84	там где	3	4
85	не могут	5	3
86	из этих	9	3
87	же слово	2	3
88	к тому	7	3
89	словом и	5	3
90	в том	32	3
91	более или	3	3
92	в свою	3	3
93	для него	9	3
94	в большей	2	3
95	своем языке	2	3
96	из них	6	3
97	в своем	5	3
98	в разных	2	3
99	именно в	3	3
100	того что	18	3
101	друг друга	3	3
102	в других	2	3
103	образом в	3	3
104	не было	4	3
105	о том	2	3
106	его в	3	3
107	в первом	3	3
108	так как	13	3
109	которая не	2	3
110	и следует	2	3
111	вне себя	2	3
112	у него	2	3
113	с этим	6	3
114	единство и	2	3
115	бы ни	3	3
116	в себе	16	3
117	с этой	2	3
118	она не	2	3
119	не были	2	3
120	и может	3	3
121	было бы	9	3
122	одной из	2	3
123	но оно	6	3
124	он не	4	3
125	в свое	2	3
126	или менее	3	3
127	смысле в	2	3
128	свою очередь	3	2
129	время и	2	2
130	тому что	3	2
131	язык не	2	2
132	столь же	4	2
133	произведения не	2	2
134	что все	3	2
135	на все	2	2
136	для понимания	4	2
137	можно сказать	3	2
138	и проч	16	2
139	для нас	20	2
140	есть для	5	2
141	так что	7	2
142	ему не	2	2
143	что они	2	2
144	например в	6	2
145	сливается с	2	2
146	и той	2	2
147	для того	4	2
148	был бы	2	2
149	и по	4	2
150	и тем	5	2
151	зрения и	2	2
152	в целом	3	2
153	не могла	2	2
154	уже не	6	2
155	те же	6	2
156	должно быть	5	2
157	так же	3	2
158	сказать что	5	2
159	потому что	46	2
160	же и	3	2
161	между тем	9	2
162	в сознании	15	2
163	а как	2	2
164	в котором	4	2
165	перестает быть	4	2
166	слова для	3	2
167	первом случае	2	2
168	в одном	2	2
169	к этому	3	2
170	связь с	3	2
171	том что	18	2
172	мы видим	2	2
173	но не	7	2
174	по своему	2	2
175	то время	4	2
176	одно и	5	2
177	до сих	3	2
178	мы уже	2	2
179	ни о	3	2
180	и о	2	2
181	и самое	2	2
182	одним словом	2	2
183	даже в	2	2
184	сих пор	3	2
185	слово не	5	2
186	в ее	2	2
187	так в	2	2
188	а с	2	2
189	себя от	2	2
190	только на	3	2
191	и слово	6	2
192	из многих	2	2
193	не есть	17	2
194	той же	2	2
195	такая же	2	2
196	мы не	9	2
197	говорящего и	3	2
198	и то	8	2
199	от этого	2	2
200	быть только	4	2
201	в виде	2	2
202	эти слова	2	2
203	тем и	3	2
204	а между	2	2
205	связи с	2	2
206	и вообще	3	2
207	остаются в	2	2
208	или вовсе	3	2
209	из него	2	2
