N	2gram	Bakhtin_Pr_2	Otkroven
1	у него	6	22
2	у достоевского	14	19
3	и в	45	19
4	но и	15	13
5	и не	42	13
6	в этом	20	12
7	из подполья	4	11
8	а не	10	11
9	не в	8	11
10	человека в	5	11
11	может быть	18	11
12	не только	16	11
13	человека и	2	10
14	в нем	20	10
15	никогда не	17	9
16	не было	2	9
17	в человеке	10	9
18	в самой	3	9
19	потому что	8	9
20	прежде всего	11	9
21	и он	3	8
22	ни с	2	7
23	лишь в	2	7
24	до конца	7	7
25	от него	3	7
26	ивана карамазова	4	7
27	он не	9	7
28	в его	22	7
29	все это	5	6
30	как и	14	6
31	то что	5	5
32	а в	3	5
33	достоевского и	2	5
34	отношение к	8	5
35	в том	8	5
36	для достоевского	4	5
37	для него	9	5
38	в самом	13	5
39	с его	8	4
40	в преступлении	2	4
41	он сам	6	4
42	достоевского не	8	4
43	в самую	2	4
44	что не	5	4
45	и его	8	4
46	все эти	4	4
47	достоевский не	3	4
48	герои достоевского	2	4
49	не может	24	4
50	человеческих отношений	2	4
51	что в	6	4
52	в романах	8	4
53	к нему	11	3
54	как художник	3	3
55	достоевского в	4	3
56	и наказании	2	3
57	в этих	4	3
58	преступлении и	2	3
59	самого достоевского	2	3
60	романах достоевского	6	3
61	мысли и	3	3
62	это не	3	3
63	и вот	2	3
64	что он	7	3
65	того что	3	3
66	хотя бы	5	3
67	в своих	4	3
68	еще не	9	3
69	и от	3	3
70	могут быть	4	3
71	все что	3	3
72	и ее	7	3
73	в себе	5	3
74	было бы	4	3
75	в русской	2	3
76	о том	3	3
77	с ним	8	3
78	как бы	15	3
79	это было	2	3
80	уже в	4	2
81	все же	4	2
82	что и	5	2
83	не есть	2	2
84	ее в	2	2
85	и для	2	2
86	в истории	2	2
87	так и	3	2
88	жизни в	2	2
89	в своем	5	2
90	что у	4	2
91	и душа	2	2
92	что же	4	2
93	как к	2	2
94	что все	3	2
95	произведений достоевского	3	2
96	к этому	4	2
97	по себе	8	2
98	и к	2	2
99	ко всем	2	2
100	не имеет	3	2
101	должно быть	4	2
102	в ее	3	2
103	в которой	2	2
104	что для	2	2
105	том что	7	2
106	так что	2	2
107	своей жизни	3	2
108	и на	7	2
109	что они	3	2
110	сказать что	5	2
111	и с	7	2
112	тем что	2	2
113	даже и	2	2
114	него не	3	2
115	образ человека	2	2
116	он прежде	2	2
117	этого мира	2	2
118	достоевского но	3	2
119	его в	3	2
120	героев достоевского	4	2
121	в своей	6	2
122	так как	5	2
123	достоевский прежде	2	2
124	и о	2	2
125	к этой	2	2
126	ничего не	3	2
127	хотя и	2	2
128	которую он	3	2
129	но в	6	2
130	к достоевскому	3	2
131	и потому	6	2
132	в уста	3	2
