N	2gram	Losev_Dial_4	StatiiOP
1	и в	15	25
2	в этом	11	24
3	в том	11	20
4	что в	7	19
5	что он	7	19
6	может быть	17	19
7	тем что	2	19
8	что это	13	16
9	том что	10	15
10	в этой	4	14
11	и пр	9	13
12	в его	4	12
13	то что	16	12
14	не только	8	12
15	так что	6	11
16	прежде всего	11	10
17	таким образом	5	10
18	и не	30	10
19	но и	4	9
20	и т	17	8
21	все это	9	8
22	т е	46	8
23	о том	5	8
24	это было	2	8
25	это не	12	7
26	было бы	9	7
27	с этим	3	7
28	не может	11	7
29	что такое	5	7
30	точки зрения	14	7
31	в то	6	7
32	из этих	2	6
33	не в	8	6
34	только в	7	6
35	как бы	14	6
36	как в	3	6
37	и на	5	6
38	в области	3	6
39	то же	9	5
40	в них	2	5
41	потому что	10	5
42	на то	5	5
43	ни в	8	5
44	об этом	3	5
45	в котором	2	5
46	и это	8	5
47	а не	18	5
48	того что	13	5
49	другой стороны	2	5
50	так и	5	5
51	мы имеем	5	5
52	но в	3	5
53	с тем	4	4
54	по крайней	7	4
55	в жизни	5	4
56	этом смысле	4	4
57	а как	2	4
58	в смысле	5	4
59	крайней мере	7	4
60	у нас	3	4
61	как и	7	4
62	мы видим	4	4
63	это есть	13	4
64	но это	4	4
65	то в	5	4
66	что здесь	3	4
67	в качестве	2	4
68	можно сказать	5	4
69	если бы	6	4
70	в ней	5	4
71	и тем	6	4
72	в своей	3	4
73	в особенности	4	4
74	не было	2	4
75	в течение	4	4
76	лишь в	2	4
77	из которых	3	4
78	с точки	9	4
79	в чем	8	4
80	и для	5	4
81	и с	4	4
82	можно назвать	3	4
83	сказать что	6	4
84	во всяком	2	4
85	в каком	5	4
86	все же	2	4
87	в которой	2	4
88	ничего не	17	4
89	что все	4	3
90	с его	5	3
91	к этому	3	3
92	же время	6	3
93	показывает что	2	3
94	его как	2	3
95	с этой	2	3
96	тем более	6	3
97	что я	5	3
98	и что	9	3
99	на этом	3	3
100	кроме того	2	3
101	и если	3	3
102	и наконец	3	3
103	все эти	3	3
104	нет никакого	3	3
105	со стороны	3	3
106	в словах	3	3
107	в их	3	3
108	от нее	3	3
109	как раз	4	3
110	что этот	2	3
111	уже не	9	3
112	что мы	7	3
113	и его	7	3
114	в виде	3	3
115	говорить о	11	3
116	вы знаете	2	3
117	так как	14	3
118	что по	2	3
119	я говорил	2	3
120	при помощи	3	2
121	не менее	2	2
122	никогда не	2	2
123	себя и	3	2
124	для этого	2	2
125	как о	2	2
126	найти в	3	2
127	но они	2	2
128	и во	2	2
129	тогда когда	5	2
130	вовсе не	6	2
131	и ее	8	2
132	что именно	7	2
133	не как	4	2
134	без всякого	2	2
135	но все	2	2
136	что они	4	2
137	так чтобы	3	2
138	есть в	4	2
139	что если	3	2
140	мы имели	3	2
141	в свою	3	2
142	только тогда	5	2
143	еще не	4	2
144	и может	2	2
145	одной из	2	2
146	в самом	2	2
147	в сущности	5	2
148	во всех	2	2
149	на что	2	2
150	в виду	9	2
151	на себе	5	2
152	нет и	2	2
153	один из	4	2
154	тем не	2	2
155	я думаю	2	2
156	вместе с	2	2
157	ее в	2	2
158	и тогда	2	2
159	только что	2	2
160	думаю что	2	2
161	и только	2	2
162	быть не	2	2
163	в отношении	2	2
164	т д	15	2
165	с ее	10	2
166	не просто	7	2
167	от того	2	2
168	мы находим	2	2
169	не мог	2	2
170	знаете что	5	2
171	заключается в	2	2
172	для того	5	2
173	что не	3	2
174	и по	2	2
175	той же	5	2
176	мы не	9	2
177	или в	7	2
178	между собою	2	2
179	в результате	6	2
180	то и	2	2
181	ни на	6	2
182	могут быть	3	2
183	известно что	3	2
184	но как	2	2
185	на другое	3	2
186	что эта	2	2
187	и ни	2	2
188	не имеет	14	2
